Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Real Madrid,19,13,5,1,44,13,31,44,2.32,38.2,20.6,17.7,0.93,19,13,3,3,36,18,18,42,2.21,33.4,23.3,10.1,0.53
2,Barcelona,19,12,2,5,37,19,18,38,2.0,33.9,15.4,18.5,0.97,19,9,8,2,31,19,12,35,1.84,29.5,19.0,10.5,0.55
3,Atlético Madrid,19,12,5,2,33,16,17,41,2.16,29.1,12.9,16.2,0.85,19,9,3,7,32,27,5,30,1.58,25.4,20.5,4.9,0.26
4,Sevilla,19,12,6,1,36,17,19,42,2.21,24.6,16.6,8.0,0.42,19,6,10,3,17,13,4,28,1.47,17.8,20.3,-2.5,-0.13
5,Betis,19,10,2,7,34,22,12,32,1.68,29.7,20.6,9.1,0.48,19,9,6,4,28,18,10,33,1.74,23.8,22.8,1.0,0.05
6,Real Sociedad,19,10,5,4,16,9,7,35,1.84,28.0,14.8,13.2,0.7,19,7,6,6,24,28,-4,27,1.42,23.5,23.9,-0.4,-0.02
7,Villarreal,19,10,6,3,40,18,22,36,1.89,37.2,20.7,16.5,0.87,19,6,5,8,23,19,4,23,1.21,27.0,24.1,2.9,0.15
8,Athletic Club,19,10,4,5,29,18,11,34,1.79,28.4,12.9,15.6,0.82,19,4,9,6,14,18,-4,21,1.11,21.2,25.5,-4.3,-0.23
9,Valencia,19,6,8,5,26,24,2,26,1.37,21.4,20.7,0.8,0.04,19,5,7,7,22,29,-7,22,1.16,17.6,27.1,-9.5,-0.5
10,Osasuna,19,5,7,7,17,26,-9,22,1.16,20.0,20.3,-0.3,-0.02,19,7,4,8,20,25,-5,25,1.32,16.7,26.0,-9.3,-0.49
11,Celta Vigo,19,7,4,8,26,23,3,25,1.32,25.3,23.1,2.2,0.12,19,5,6,8,17,20,-3,21,1.11,17.8,22.6,-4.8,-0.25
12,Rayo Vallecano,19,8,5,6,26,22,4,29,1.53,26.1,20.8,5.3,0.28,19,3,4,12,13,28,-15,13,0.68,16.7,27.6,-10.9,-0.57
13,Elche,19,7,6,6,24,21,3,27,1.42,20.6,24.9,-4.3,-0.23,19,4,3,12,16,31,-15,15,0.79,13.1,34.2,-21.1,-1.11
14,Espanyol,19,9,6,4,25,19,6,33,1.74,21.2,23.6,-2.4,-0.13,19,1,6,12,15,34,-19,9,0.47,15.6,27.6,-12.0,-0.63
15,Getafe,19,7,7,5,21,15,6,28,1.47,15.3,14.9,0.4,0.02,19,1,8,10,12,26,-14,11,0.58,14.0,23.7,-9.8,-0.51
16,Mallorca,19,7,6,6,20,25,-5,27,1.42,22.9,19.8,3.2,0.17,19,3,3,13,16,38,-22,12,0.63,15.9,29.6,-13.7,-0.72
17,Cádiz,19,3,9,7,19,24,-5,18,0.95,22.9,24.2,-1.3,-0.07,19,5,6,8,16,27,-11,21,1.11,16.7,24.1,-7.4,-0.39
18,Granada,19,5,7,7,22,29,-7,22,1.16,21.1,31.4,-10.3,-0.54,19,3,7,9,22,32,-10,16,0.84,17.9,29.8,-11.9,-0.63
19,Levante,19,5,7,7,28,30,-2,22,1.16,31.2,21.9,9.3,0.49,19,3,4,12,23,46,-23,13,0.68,23.9,33.1,-9.2,-0.49
20,Alavés,19,7,4,8,17,21,-4,25,1.32,22.8,21.9,0.9,0.05,19,1,3,15,14,44,-30,6,0.32,14.5,35.1,-20.7,-1.09
