Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Arsenal,29,26.7,38,3420,90,100,38.0,418,84,320,100,21,215,1.21,39,55,-16,-0.42,43.0,51.7,-8.8,-0.23
vs Aston Villa,24,26.7,38,3420,90,100,38.0,418,86,309,103,21,216,1.37,46,55,-9,-0.24,51.1,52.5,-1.5,-0.04
vs Brighton,27,26.4,38,3420,90,100,38.0,418,85,318,99,23,215,1.55,46,40,6,0.16,35.3,50.9,-15.6,-0.41
vs Burnley,25,26.6,38,3420,90,100,38.0,418,86,317,99,19,215,1.74,55,33,22,0.58,54.7,39.3,15.4,0.4
vs Chelsea,27,26.3,38,3420,90,100,38.0,418,84,314,104,19,206,0.97,36,58,-22,-0.58,30.3,62.4,-32.1,-0.85
vs Crystal Palace,24,26.4,38,3420,90,100,38.0,418,86,315,101,18,212,1.63,66,41,25,0.66,58.2,34.1,24.2,0.64
vs Everton,29,26.4,38,3420,90,100,38.0,418,85,317,100,19,215,1.24,48,47,1,0.03,50.1,45.7,4.5,0.12
vs Fulham,28,26.6,38,3420,90,100,38.0,418,85,319,99,21,216,1.92,53,27,26,0.68,52.6,40.5,12.1,0.32
vs Leeds United,23,26.5,38,3420,90,100,38.0,418,83,311,107,20,203,1.32,54,62,-8,-0.21,57.9,55.6,2.2,0.06
vs Leicester City,27,26.5,38,3420,90,100,38.0,418,85,314,103,21,213,1.11,50,68,-18,-0.47,46.0,55.8,-9.8,-0.26
vs Liverpool,28,26.6,38,3420,90,100,38.0,418,85,315,103,19,210,0.95,42,68,-26,-0.68,43.0,67.5,-24.5,-0.65
vs Manchester City,24,26.4,38,3420,90,100,38.0,418,86,309,107,22,206,0.61,32,83,-51,-1.34,30.2,68.2,-38.0,-1.0
vs Manchester Utd,29,26.6,38,3420,90,100,38.0,418,86,316,100,19,213,0.76,44,73,-29,-0.76,41.4,60.1,-18.6,-0.49
vs Newcastle Utd,27,26.6,38,3420,90,100,38.0,418,85,316,99,18,211,1.58,62,46,16,0.42,58.3,43.4,14.9,0.39
vs Sheffield Utd,27,26.7,38,3420,90,100,38.0,418,83,319,99,18,216,2.34,63,20,43,1.13,62.2,32.6,29.6,0.78
vs Southampton,29,26.5,38,3420,90,100,38.0,418,85,315,100,22,216,1.68,68,47,21,0.55,53.1,41.2,11.8,0.31
vs Tottenham,24,26.5,38,3420,90,100,38.0,418,85,313,104,18,210,1.16,45,68,-23,-0.61,49.1,53.1,-4.0,-0.1
vs West Brom,30,26.6,38,3420,90,100,38.0,418,84,317,100,20,215,2.03,76,35,41,1.08,67.9,35.8,32.0,0.84
vs West Ham,24,26.6,38,3420,90,100,38.0,418,86,312,105,21,211,1.08,47,62,-15,-0.39,48.7,55.4,-6.7,-0.18
vs Wolves,27,26.6,38,3420,90,100,38.0,418,85,311,101,19,215,1.58,52,36,16,0.42,49.5,36.5,13.0,0.34
