Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Arsenal,26,38.0,21969,20293,1620,516,86,97,674,615,223,154,8,3,18281,56,379
Aston Villa,26,38.0,17396,15544,1794,599,54,101,561,684,162,97,19,4,13782,58,325
Bournemouth,31,38.0,15381,13607,1736,424,48,87,509,706,144,88,25,9,11715,38,342
Brentford,25,38.0,15551,13766,1713,453,53,107,661,738,163,83,34,12,11317,72,303
Brighton,29,38.0,22888,21109,1709,445,81,130,694,693,233,102,88,2,19210,70,383
Chelsea,32,38.0,22836,20995,1767,503,58,129,693,722,209,108,70,2,19147,74,371
Crystal Palace,26,38.0,17308,15416,1834,525,41,118,591,763,186,84,60,5,13395,58,350
Everton,28,38.0,15783,13984,1735,434,39,93,704,707,174,138,28,0,11790,64,311
Fulham,29,38.0,18014,16136,1818,471,20,157,769,795,182,70,69,2,13974,60,393
Leeds United,29,38.0,16924,14953,1911,484,41,87,653,837,199,93,68,4,12437,60,414
Leicester City,28,38.0,18871,17049,1739,464,76,93,496,724,135,70,41,6,14887,83,393
Liverpool,28,38.0,24361,22466,1811,416,103,198,799,860,235,56,155,1,20043,84,383
Manchester City,24,38.0,26642,25047,1544,440,94,177,742,614,238,72,87,11,23263,51,350
Manchester Utd,26,38.0,20525,18827,1619,325,105,165,517,715,196,71,47,4,16603,79,420
Newcastle Utd,27,38.0,17837,16020,1746,447,88,142,740,728,270,106,90,15,13925,71,370
Nott'ham Forest,33,38.0,13606,11801,1738,446,31,66,530,720,128,65,53,1,9543,67,313
Southampton,36,38.0,16391,14585,1749,426,38,87,613,752,157,63,65,2,12319,57,375
Tottenham,29,38.0,19672,17950,1655,404,74,165,719,664,203,113,51,0,15972,67,414
West Ham,25,38.0,16357,14625,1670,347,41,162,768,722,206,129,57,1,12369,62,390
Wolves,32,38.0,18294,16575,1657,430,49,149,661,663,185,61,86,2,14554,62,355
