Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Arsenal,27,46.8,38.0,21955,2653,7787,9302,5062,720,21949,500,256,51.2,244,48.8,12514,62684,30462,556,468,140,550,296,14105,1182
vs Aston Villa,31,53.5,38.0,23096,2362,7680,10237,5398,852,23090,649,349,53.8,300,46.2,12899,69297,36612,741,475,222,542,334,15104,1499
vs Brentford,29,55.5,38.0,24462,2251,6892,11000,6765,838,24457,616,325,52.8,291,47.2,13970,69503,34218,734,609,164,618,316,15638,1517
vs Brighton,26,45.3,38.0,21578,2394,7672,8761,5358,830,21574,564,320,56.7,243,43.1,11610,61934,31945,642,446,197,581,425,13173,1250
vs Burnley,23,60.2,38.0,25638,2435,8341,10906,6613,1094,25633,534,284,53.2,250,46.8,14368,77595,41281,865,582,253,571,340,16680,1694
vs Chelsea,26,37.7,38.0,19624,2723,7393,7923,4499,614,19618,567,310,54.7,257,45.3,10135,54161,25855,495,367,130,592,364,11579,993
vs Crystal Palace,24,49.1,38.0,22794,2209,7021,10187,5794,794,22790,575,302,52.5,273,47.5,12186,62876,31764,563,428,135,652,364,14161,1394
vs Everton,33,60.3,38.0,26579,2286,7934,12214,6624,880,26577,735,399,54.3,336,45.7,14994,76711,41763,735,574,160,664,369,17894,1782
vs Leeds United,29,47.5,38.0,21610,2367,7145,9288,5440,949,21605,886,478,54.0,408,46.0,11522,65965,34372,700,480,208,675,379,12886,1339
vs Leicester City,28,47.9,38.0,23094,2218,7065,10268,6018,1025,23085,720,414,57.5,306,42.5,13115,70989,36278,732,510,208,598,384,14699,1481
vs Liverpool,27,36.7,38.0,19789,3363,8838,7652,3510,540,19789,577,343,59.4,233,40.4,10261,50690,24148,469,309,139,655,321,10987,898
vs Manchester City,26,31.5,38.0,17313,3457,8404,6269,2844,464,17312,509,282,55.4,227,44.6,9091,46446,22113,392,286,119,510,271,9919,749
vs Manchester Utd,29,47.1,38.0,23079,2490,7246,10393,5671,814,23074,608,343,56.4,265,43.6,13079,67807,33613,672,482,173,547,320,14963,1396
vs Newcastle Utd,29,60.1,38.0,25217,2219,6731,12257,6462,909,25211,641,337,52.6,304,47.4,14551,76683,41845,774,592,193,562,355,17121,1709
vs Norwich City,28,57.5,38.0,25642,1977,6870,11765,7247,1136,25630,714,417,58.4,297,41.6,14991,79766,42726,822,588,257,560,317,17581,1756
vs Southampton,25,52.1,38.0,23224,2471,7680,9846,5890,898,23222,581,333,57.3,248,42.7,12115,63337,31846,647,461,187,659,354,14247,1483
vs Tottenham,25,48.0,38.0,23287,2341,6799,10610,6087,859,23285,585,322,55.0,262,44.8,13789,69157,34379,653,494,168,558,336,15465,1428
vs Watford,30,59.7,38.0,25989,2020,7589,12050,6577,1057,25982,627,348,55.5,278,44.3,14666,75897,41153,744,559,195,631,336,17236,1732
vs West Ham,25,52.2,38.0,24232,2449,7533,10770,6167,960,24226,557,317,56.9,240,43.1,14273,78362,42157,845,621,217,572,294,16104,1522
vs Wolves,26,50.4,38.0,23724,2067,6733,11161,6047,929,23714,671,398,59.3,273,40.7,13637,73717,38705,780,532,190,501,400,15627,1502
