Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Angers,31,38.0,40,401,135,33.7,10.55,3.55,0.09,0.26,18.9,18,5,6,41.6,36.9,0.09,-1.6,-1.9
Bordeaux,28,38.0,41,417,137,32.9,10.97,3.61,0.09,0.27,17.4,20,4,4,43.5,40.4,0.1,-2.5,-3.4
Brest,26,38.0,48,445,155,34.8,11.71,4.08,0.1,0.29,17.2,26,3,4,50.0,46.8,0.11,-2.0,-1.8
Dijon,33,38.0,25,345,87,25.2,9.08,2.29,0.06,0.25,18.2,9,3,5,33.7,29.9,0.09,-8.7,-7.9
Lens,27,38.0,53,434,133,30.6,11.42,3.5,0.1,0.32,18.5,22,10,12,56.4,47.3,0.11,-3.4,-4.3
Lille,21,38.0,62,481,178,37.0,12.66,4.68,0.12,0.32,19.6,22,5,5,48.5,44.5,0.09,13.5,12.5
Lorient,27,38.0,49,416,130,31.3,10.95,3.42,0.1,0.31,20.2,30,9,10,48.6,41.4,0.1,0.4,-1.4
Lyon,29,38.0,76,601,222,36.9,15.82,5.84,0.11,0.29,17.2,23,11,11,81.4,73.0,0.12,-5.4,-8.0
Marseille,31,38.0,53,374,128,34.2,9.84,3.37,0.13,0.38,18.1,17,4,7,47.0,41.6,0.11,6.0,7.4
Metz,27,38.0,42,425,127,29.9,11.18,3.34,0.08,0.28,20.6,31,7,11,44.1,35.8,0.08,-2.1,-0.8
Monaco,30,38.0,76,471,160,34.0,12.39,4.21,0.14,0.4,17.2,21,12,15,68.7,56.9,0.12,7.3,7.1
Montpellier,25,38.0,60,459,168,36.6,12.08,4.42,0.13,0.35,17.1,27,2,5,51.9,48.1,0.11,8.1,9.9
Nantes,25,38.0,47,402,120,29.9,10.58,3.16,0.1,0.33,18.9,17,8,9,49.0,42.1,0.11,-2.0,-3.1
Nice,31,38.0,49,402,138,34.3,10.58,3.63,0.1,0.3,17.8,17,7,7,47.9,42.7,0.11,1.1,-0.7
Nîmes,33,38.0,40,384,131,34.1,10.11,3.45,0.09,0.25,18.6,17,7,8,43.3,37.0,0.1,-3.3,-4.0
Paris S-G,33,38.0,84,557,200,35.9,14.66,5.26,0.13,0.36,17.0,33,12,13,80.1,70.1,0.13,3.9,1.9
Reims,29,38.0,39,358,122,34.1,9.42,3.21,0.09,0.28,19.4,15,5,5,32.7,28.9,0.08,6.3,5.1
Rennes,32,38.0,50,510,159,31.2,13.42,4.18,0.09,0.3,18.3,32,3,3,47.8,45.4,0.09,2.2,1.6
Saint-Étienne,40,38.0,40,432,140,32.4,11.37,3.68,0.08,0.24,18.2,17,6,9,48.7,41.8,0.1,-8.7,-7.8
Strasbourg,26,38.0,49,419,129,30.8,11.03,3.39,0.09,0.3,18.7,17,10,12,52.8,43.4,0.11,-3.8,-4.4
