Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
vs Alavés,1,8,8,720,8.0,9,1.13,30,22,80.0,3,2,3,2,25.0,3,3,0,0,0.0
vs Athletic Club,1,8,8,720,8.0,9,1.13,35,27,82.9,3,1,4,3,37.5,3,3,0,0,0.0
vs Atlético Madrid,1,8,8,720,8.0,15,1.87,42,27,66.7,1,4,3,0,0.0,2,1,1,0,50.0
vs Barcelona,2,8,8,720,8.0,22,2.75,65,44,67.7,1,1,6,0,0.0,2,1,0,1,0.0
vs Betis,2,8,8,720,8.0,13,1.62,36,24,63.9,1,3,4,0,0.0,0,0,0,0,
vs Celta Vigo,1,8,8,720,8.0,7,0.87,30,23,80.0,2,6,0,1,12.5,1,1,0,0,0.0
vs Elche,2,8,8,720,8.0,11,1.37,31,19,64.5,1,4,3,0,0.0,1,0,1,0,100.0
vs Espanyol,1,9,9,810,9.0,13,1.44,44,30,75.0,2,3,4,2,22.2,3,2,1,0,33.3
vs Getafe,1,8,8,720,8.0,9,1.13,22,13,59.1,3,2,3,2,25.0,0,0,0,0,
vs Girona,2,8,8,720,8.0,5,0.62,28,23,82.1,4,3,1,4,50.0,0,0,0,0,
vs Levante,2,8,8,720,8.0,13,1.62,27,14,55.6,4,2,2,1,12.5,1,1,0,0,0.0
vs Mallorca,1,8,8,720,8.0,7,0.87,28,21,78.6,5,2,1,2,25.0,1,1,0,0,0.0
vs Osasuna,1,8,8,720,8.0,7,0.87,22,15,72.7,4,1,3,3,37.5,1,1,0,0,0.0
vs Oviedo,1,9,9,810,9.0,4,0.44,26,21,84.6,7,0,2,6,66.7,1,0,1,0,100.0
vs Rayo Vallecano,1,8,8,718,8.0,8,1.0,33,25,78.8,4,2,2,3,37.5,1,1,0,0,0.0
vs Real Madrid,1,8,8,720,8.0,19,2.37,52,33,69.2,1,0,7,0,0.0,3,3,0,0,0.0
vs Real Sociedad,1,8,8,720,8.0,7,0.87,33,26,81.8,5,2,1,2,25.0,1,1,0,0,0.0
vs Sevilla,2,8,8,720,8.0,15,1.87,27,13,48.1,3,1,4,0,0.0,1,1,0,0,0.0
vs Valencia,1,8,8,720,8.0,10,1.25,26,15,61.5,4,2,2,2,25.0,1,0,1,0,100.0
vs Villarreal,2,8,8,720,8.0,14,1.75,41,27,65.9,2,1,5,1,12.5,0,0,0,0,
