Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ajaccio,36,43.2,38.0,19271,1979,6134,9380,3966,486,19262,632,285,45.1,277,43.8,12563,73530,32337,487,406,92,625,324,11114,1150
Angers,33,46.9,38.0,21515,2041,6588,10633,4609,567,21511,928,441,47.5,392,42.2,15521,89958,41416,632,596,149,593,349,13974,1374
Auxerre,33,43.3,38.0,20359,2523,7094,9231,4269,630,20350,749,337,45.0,319,42.6,13862,80840,35785,531,461,131,645,320,12268,1267
Brest,29,44.9,38.0,20724,2299,6960,9493,4555,668,20716,655,270,41.2,301,46.0,13923,82682,37394,592,490,124,566,322,12371,1294
Clermont Foot,28,48.3,38.0,22057,2500,7753,10251,4323,656,22047,753,350,46.5,309,41.0,15772,89656,41497,532,508,111,566,338,14090,1294
Lens,29,55.6,38.0,24935,2026,6456,12750,5964,841,24926,666,326,48.9,255,38.3,19150,112844,52786,738,732,160,526,302,17645,1821
Lille,26,60.5,38.0,26767,2074,7054,13386,6573,1010,26755,826,400,48.4,330,40.0,20538,112069,52803,798,705,206,537,398,19056,1959
Lorient,30,46.6,38.0,22605,2854,8346,10039,4473,695,22599,916,406,44.3,388,42.4,16379,97993,47864,753,592,175,596,332,14727,1322
Lyon,29,58.1,38.0,27048,2207,7251,13396,6634,1041,27040,895,398,44.5,401,44.8,20488,110348,50615,709,719,233,618,371,18817,1868
Marseille,30,56.7,38.0,24839,2007,6525,11697,6878,1000,24832,743,357,48.0,320,43.1,18366,107143,52090,759,639,172,598,360,16633,1895
Monaco,27,48.2,38.0,22398,2069,5963,10799,5891,918,22390,678,318,46.9,283,41.7,15973,91223,44561,719,590,183,550,345,14273,1802
Montpellier,31,45.8,38.0,20469,2351,6847,9513,4378,670,20462,780,338,43.3,321,41.2,13886,80186,37309,556,494,150,594,362,12321,1243
Nantes,29,45.9,38.0,21497,2310,6504,10417,4849,726,21492,788,378,48.0,333,42.3,14771,86725,40556,705,483,154,553,350,13142,1547
Nice,34,51.5,38.0,25011,2520,8118,11897,5306,801,25004,822,420,51.1,330,40.1,18764,107128,51614,774,663,168,547,384,17175,1517
Paris S-G,26,60.7,38.0,30202,2265,7245,15502,7723,1130,30195,976,454,46.5,423,43.3,24951,129073,62262,810,842,238,445,392,23544,2015
Reims,34,48.7,38.0,22018,2275,6937,10012,5357,823,22010,800,347,43.4,370,46.3,15457,92007,44472,712,535,187,675,379,13524,1704
Rennes,32,55.4,38.0,25212,2030,6550,12749,6163,1000,25209,784,410,52.3,308,39.3,19035,109626,51641,774,709,208,565,337,17479,1906
Strasbourg,29,45.9,38.0,21567,2088,6402,10381,5043,755,21560,708,340,48.0,277,39.1,14701,85310,39876,610,604,131,589,313,13215,1340
Toulouse,29,51.3,38.0,23432,2448,7418,10853,5373,773,23428,668,283,42.4,302,45.2,16785,92186,43533,648,533,150,554,303,15271,1723
Troyes,32,42.6,38.0,20380,2819,7826,8833,3993,590,20375,792,365,46.1,347,43.8,14238,84027,38482,638,481,144,531,341,12642,1224
