Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Augsburg,22,27.6,6,540,90,100,6.0,66,80,40,25,19,29,2.0,13,11,2,0.33,13.4,6.3,7.1,1.18
vs Bayern Munich,20,25.8,6,540,90,100,6.0,66,82,37,29,22,24,0.0,3,25,-22,-3.67,3.2,16.4,-13.2,-2.19
vs Dortmund,21,27.0,6,540,90,100,6.0,66,83,36,28,23,26,0.33,4,12,-8,-1.33,5.1,10.1,-5.0,-0.84
vs Eint Frankfurt,22,27.2,6,540,90,100,6.0,66,81,38,27,22,27,1.5,16,17,-1,-0.17,9.0,10.1,-1.1,-0.18
vs Freiburg,23,26.0,6,540,90,100,6.0,66,82,37,29,18,24,1.33,9,9,0,0.0,8.0,9.2,-1.2,-0.19
vs Gladbach,23,26.1,7,630,90,100,7.0,77,81,45,33,21,30,2.14,15,6,9,1.29,9.4,8.1,1.3,0.18
vs Hamburger SV,24,27.4,6,540,90,100,6.0,66,81,39,28,21,26,1.33,8,6,2,0.33,9.9,6.4,3.4,0.57
vs Heidenheim,23,26.0,6,540,90,100,6.0,66,79,37,29,17,24,2.5,11,4,7,1.17,11.2,6.8,4.4,0.74
vs Hoffenheim,20,26.7,6,540,90,100,6.0,66,82,37,28,20,26,1.67,12,9,3,0.5,10.2,9.0,1.2,0.2
vs Köln,22,26.8,6,540,90,100,6.0,66,79,36,29,18,25,1.17,9,11,-2,-0.33,10.1,9.0,1.0,0.17
vs Leverkusen,23,26.1,6,540,90,100,6.0,66,80,36,29,20,25,0.83,8,12,-4,-0.67,6.3,10.1,-3.7,-0.62
vs Mainz 05,23,26.2,6,540,90,100,6.0,66,78,36,30,22,24,2.17,10,5,5,0.83,8.2,8.1,0.1,0.01
vs RB Leipzig,21,27.3,6,540,90,100,6.0,66,83,36,30,24,24,0.67,8,8,0,0.0,9.3,11.1,-1.8,-0.3
vs St. Pauli,17,26.2,6,540,90,100,6.0,66,83,37,27,21,27,1.67,9,8,1,0.17,7.5,7.0,0.5,0.09
vs Stuttgart,22,26.9,6,540,90,100,6.0,66,83,37,28,14,26,1.0,6,8,-2,-0.33,6.3,7.9,-1.6,-0.26
vs Union Berlin,19,26.0,7,630,90,100,7.0,77,82,42,34,19,28,1.43,14,11,3,0.43,13.4,9.1,4.3,0.62
vs Werder Bremen,22,26.8,6,540,90,100,6.0,66,82,38,28,19,26,1.67,14,9,5,0.83,12.8,8.7,4.2,0.69
vs Wolfsburg,21,26.8,6,540,90,100,6.0,66,82,40,26,19,27,1.83,10,8,2,0.33,9.5,9.5,0.0,0.0
