Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Alavés,33,27.6,58.2,38,418,3420,38.0,65,48,113,59,6,9,79,4,57.0,50.0,42.0,92.0,656,1568,1.71,1.26,2.97,1.55,2.82,1.5,1.11,2.61,1.32,2.42
vs Athletic Club,26,27.6,51.9,38,418,3420,38.0,35,26,61,32,3,3,105,9,38.4,36.0,27.7,63.7,586,1379,0.92,0.68,1.61,0.84,1.53,1.01,0.73,1.74,0.95,1.68
vs Atlético Madrid,26,27.6,49.4,38,418,3420,38.0,40,28,68,33,7,8,102,4,33.4,27.4,20.8,48.2,495,1320,1.05,0.74,1.79,0.87,1.61,0.88,0.55,1.43,0.72,1.27
vs Barcelona,38,27.7,35.2,38,418,3420,38.0,38,27,65,36,2,3,93,5,34.4,32.1,24.7,56.8,448,938,1.0,0.71,1.71,0.95,1.66,0.91,0.65,1.56,0.84,1.49
vs Betis,31,27.4,45.9,38,418,3420,38.0,38,29,67,35,3,3,74,3,43.4,41.1,30.2,71.3,686,1375,1.0,0.76,1.76,0.92,1.68,1.14,0.79,1.94,1.08,1.88
vs Cádiz,33,27.6,59.1,38,418,3420,38.0,51,31,82,40,11,13,98,6,48.3,38.2,30.4,68.5,735,1805,1.34,0.82,2.16,1.05,1.87,1.27,0.8,2.07,1.0,1.8
vs Celta Vigo,25,27.4,44.4,38,418,3420,38.0,41,29,70,37,4,8,103,5,45.7,39.4,28.7,68.0,547,1251,1.08,0.76,1.84,0.97,1.74,1.2,0.75,1.96,1.04,1.79
vs Elche,28,27.4,51.6,38,418,3420,38.0,52,41,93,45,7,9,80,2,59.1,52.1,41.7,93.8,657,1477,1.37,1.08,2.45,1.18,2.26,1.56,1.1,2.65,1.37,2.47
vs Espanyol,34,27.5,52.9,38,418,3420,38.0,51,39,90,47,4,5,120,7,51.2,47.3,36.7,84.1,800,1705,1.34,1.03,2.37,1.24,2.26,1.35,0.97,2.31,1.25,2.21
vs Getafe,31,27.8,58.8,38,418,3420,38.0,40,30,70,38,2,4,110,4,38.6,35.5,27.4,63.0,612,1521,1.05,0.79,1.84,1.0,1.79,1.02,0.72,1.74,0.94,1.66
vs Granada,32,27.6,66.0,38,418,3420,38.0,59,46,105,52,7,9,101,9,61.2,54.6,44.6,99.2,706,1611,1.55,1.21,2.76,1.37,2.58,1.61,1.17,2.79,1.44,2.61
vs Levante,31,27.4,53.1,38,418,3420,38.0,76,59,135,71,5,6,104,5,55.0,50.2,41.2,91.4,716,1448,2.0,1.55,3.55,1.87,3.42,1.45,1.08,2.53,1.32,2.41
vs Mallorca,33,27.7,54.9,38,418,3420,38.0,59,40,99,53,6,8,114,6,49.3,43.0,33.8,76.8,650,1379,1.55,1.05,2.61,1.39,2.45,1.3,0.89,2.19,1.13,2.02
vs Osasuna,29,27.6,53.3,38,418,3420,38.0,49,37,86,45,4,7,73,1,46.3,40.8,32.5,73.2,722,1330,1.29,0.97,2.26,1.18,2.16,1.22,0.85,2.07,1.07,1.93
vs Rayo Vallecano,28,27.6,50.1,38,418,3420,38.0,49,33,82,42,7,9,110,3,48.4,41.5,34.7,76.1,603,1330,1.29,0.87,2.16,1.11,1.97,1.27,0.91,2.19,1.09,2.0
vs Real Madrid,31,27.6,34.0,38,418,3420,38.0,31,20,51,28,3,5,82,3,43.9,39.8,32.2,72.0,632,1257,0.82,0.53,1.34,0.74,1.26,1.15,0.85,2.0,1.05,1.89
vs Real Sociedad,32,27.7,45.3,38,418,3420,38.0,37,28,65,32,5,6,95,2,38.7,34.0,28.1,62.1,587,1206,0.97,0.74,1.71,0.84,1.58,1.02,0.74,1.76,0.89,1.63
vs Sevilla,33,27.8,40.2,38,418,3420,38.0,30,19,49,28,2,4,98,4,36.9,33.8,25.0,58.9,521,1182,0.79,0.5,1.29,0.74,1.24,0.97,0.66,1.63,0.89,1.55
vs Valencia,34,27.8,56.4,38,418,3420,38.0,50,34,84,43,7,8,133,7,47.7,41.6,32.3,73.8,597,1392,1.32,0.89,2.21,1.13,2.03,1.26,0.85,2.11,1.09,1.94
vs Villarreal,29,27.6,43.0,38,418,3420,38.0,36,20,56,32,4,5,98,3,44.8,41.1,30.2,71.4,583,1095,0.95,0.53,1.47,0.84,1.37,1.18,0.8,1.97,1.08,1.88
