Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Angers,21,25.8,7,630,90,100,7.0,77,81,44,32,21,31,0.71,3,11,-8,-1.14,6.6,13.8,-7.1,-1.02
Auxerre,22,25.3,7,630,90,100,7.0,77,83,47,27,16,34,0.86,5,10,-5,-0.71,7.5,9.4,-2.0,-0.28
Brest,24,27.2,7,630,90,100,7.0,77,85,50,25,15,36,1.14,11,11,0,0.0,11.5,11.3,0.2,0.03
Le Havre,22,28.0,7,630,90,100,7.0,77,82,42,35,17,28,0.86,8,10,-2,-0.29,9.7,7.6,2.1,0.31
Lens,22,27.4,7,630,90,100,7.0,77,81,46,29,19,34,1.86,10,6,4,0.57,12.8,9.9,2.8,0.4
Lille,26,26.5,7,630,90,100,7.0,77,82,46,31,21,32,1.57,14,10,4,0.57,13.9,10.6,3.2,0.46
Lorient,22,25.3,7,630,90,100,7.0,77,78,44,32,26,30,1.0,9,16,-7,-1.0,9.3,11.3,-2.1,-0.29
Lyon,22,26.6,7,630,90,100,7.0,77,86,51,25,12,38,2.14,9,5,4,0.57,11.6,8.4,3.2,0.46
Marseille,28,27.7,7,630,90,100,7.0,77,80,43,33,21,30,2.14,15,5,10,1.43,12.7,7.2,5.5,0.79
Metz,23,26.3,7,630,90,100,7.0,77,83,47,29,18,34,0.29,5,16,-11,-1.57,7.1,15.4,-8.4,-1.19
Monaco,26,26.0,7,630,90,100,7.0,77,81,43,33,20,30,1.86,16,12,4,0.57,13.7,11.1,2.6,0.38
Nantes,21,25.2,7,630,90,100,7.0,77,83,43,35,16,28,0.86,5,7,-2,-0.29,5.3,10.5,-5.2,-0.74
Nice,26,25.3,7,630,90,100,7.0,77,80,42,35,21,28,1.14,9,12,-3,-0.43,9.4,12.1,-2.8,-0.39
Paris FC,24,27.3,7,630,90,100,7.0,77,82,41,35,18,28,1.43,12,13,-1,-0.14,11.1,11.2,-0.1,-0.02
Paris S-G,22,23.8,8,720,90,100,8.0,88,80,54,34,27,34,2.13,16,8,8,1.0,13.4,8.6,4.8,0.6
Rennes,25,26.3,7,630,90,100,7.0,77,78,45,30,24,33,1.43,9,10,-1,-0.14,8.7,12.3,-3.7,-0.52
Strasbourg,25,21.6,8,720,90,100,8.0,88,80,50,37,25,35,2.0,17,10,7,0.87,15.7,9.9,5.8,0.72
Toulouse,21,24.6,7,630,90,100,7.0,77,81,45,33,20,30,1.43,11,12,-1,-0.14,10.3,9.5,0.8,0.11
