Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Angers,21,7.0,98,14.0,76,10,2,5,3,2,6,0.86,5,0,0,0,1,0
Auxerre,22,7.0,134,19.14,101,13,3,9,7,1,7,1.0,6,0,0,1,0,0
Brest,24,7.0,166,23.71,105,20,6,20,12,3,18,2.57,13,1,2,1,1,0
Le Havre,22,7.0,134,19.14,91,8,7,12,14,2,10,1.43,7,0,0,2,1,0
Lens,22,7.0,177,25.29,123,16,12,17,6,3,14,2.0,8,1,0,4,1,0
Lille,26,7.0,197,28.14,151,17,7,14,8,0,22,3.14,18,1,1,2,0,0
Lorient,22,7.0,134,19.14,78,14,8,19,13,2,17,2.43,7,2,5,2,1,0
Lyon,22,7.0,145,20.71,99,14,13,16,2,1,15,2.14,11,0,1,3,0,0
Marseille,28,7.0,184,26.29,137,15,8,11,10,3,25,3.57,16,2,1,3,2,1
Metz,23,7.0,99,14.14,69,9,11,4,5,1,9,1.29,6,1,0,1,1,0
Monaco,26,7.0,147,21.0,114,14,4,8,5,2,23,3.29,19,1,1,1,1,0
Nantes,21,7.0,115,16.43,82,14,5,9,4,1,8,1.14,5,1,0,2,0,0
Nice,26,7.0,175,25.0,139,14,4,13,2,3,13,1.86,11,0,1,1,0,0
Paris FC,24,7.0,169,24.14,132,9,9,12,3,4,20,2.86,16,0,0,3,1,0
Paris S-G,22,8.0,236,29.5,192,14,8,6,14,2,30,3.75,19,3,1,2,4,1
Rennes,25,7.0,148,21.14,114,7,11,10,4,2,12,1.71,11,0,0,1,0,0
Strasbourg,25,8.0,166,20.75,113,12,11,13,10,7,30,3.75,20,0,2,5,2,1
Toulouse,21,7.0,143,20.43,86,22,12,13,4,6,17,2.43,6,3,4,3,1,0
