Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Atalanta,30,27.0,45.1,38,418,3420,38.0,46,36,82,41,5,8,87,4,41.0,34.7,26.0,60.7,549,1038,1.21,0.95,2.16,1.08,2.03,1.08,0.68,1.76,0.91,1.6
vs Benevento,29,27.2,57.7,38,418,3420,38.0,69,52,121,65,4,5,76,6,64.3,60.5,46.2,106.7,862,1804,1.82,1.37,3.18,1.71,3.08,1.69,1.22,2.91,1.59,2.81
vs Bologna,37,27.3,49.1,38,418,3420,38.0,63,40,103,56,7,9,84,1,62.6,56.1,42.8,98.9,713,1577,1.66,1.05,2.71,1.47,2.53,1.65,1.13,2.77,1.48,2.6
vs Cagliari,32,27.3,55.4,38,418,3420,38.0,59,45,104,54,5,5,76,5,61.7,57.8,46.9,104.7,791,1631,1.55,1.18,2.74,1.42,2.61,1.62,1.24,2.86,1.52,2.76
vs Crotone,31,27.1,53.6,38,418,3420,38.0,90,68,158,85,5,5,90,5,70.8,67.0,52.4,119.4,769,1680,2.37,1.79,4.16,2.24,4.03,1.86,1.38,3.24,1.76,3.14
vs Fiorentina,30,27.4,53.8,38,418,3420,38.0,57,39,96,49,8,11,81,2,61.5,52.8,43.2,96.0,749,1491,1.5,1.03,2.53,1.29,2.32,1.62,1.14,2.75,1.39,2.53
vs Genoa,34,27.2,60.0,38,418,3420,38.0,56,40,96,49,7,7,69,1,60.4,55.3,43.7,99.0,811,1796,1.47,1.05,2.53,1.29,2.34,1.59,1.15,2.74,1.45,2.61
vs Hellas Verona,32,27.0,50.2,38,418,3420,38.0,46,31,77,40,6,7,81,2,49.5,44.6,32.6,77.1,546,1263,1.21,0.82,2.03,1.05,1.87,1.3,0.86,2.16,1.17,2.03
vs Inter,25,26.9,47.6,38,418,3420,38.0,34,19,53,29,5,7,84,3,39.8,34.4,25.7,60.1,667,1279,0.89,0.5,1.39,0.76,1.26,1.05,0.68,1.73,0.9,1.58
vs Juventus,30,27.0,42.9,38,418,3420,38.0,36,21,57,30,6,9,85,2,39.4,32.3,25.0,57.3,690,1355,0.95,0.55,1.5,0.79,1.34,1.04,0.66,1.69,0.85,1.51
vs Lazio,30,26.9,46.9,38,418,3420,38.0,53,33,86,43,10,10,87,3,47.3,38.9,28.6,67.5,715,1325,1.39,0.87,2.26,1.13,2.0,1.24,0.75,2.0,1.02,1.78
vs Milan,29,27.4,48.1,38,418,3420,38.0,40,26,66,37,3,5,83,4,47.0,43.1,33.3,76.4,637,1533,1.05,0.68,1.74,0.97,1.66,1.24,0.88,2.11,1.14,2.01
vs Napoli,25,27.1,44.8,38,418,3420,38.0,40,26,66,35,5,5,107,6,42.6,38.7,27.7,66.4,568,1324,1.05,0.68,1.74,0.92,1.61,1.12,0.73,1.85,1.02,1.75
vs Parma,42,27.1,52.3,38,418,3420,38.0,80,62,142,77,3,3,71,1,61.0,59.0,46.6,105.6,933,1757,2.11,1.63,3.74,2.03,3.66,1.6,1.23,2.83,1.55,2.78
vs Roma,31,27.3,47.5,38,418,3420,38.0,52,36,88,47,5,6,80,6,45.6,40.9,30.5,71.4,553,1126,1.37,0.95,2.32,1.24,2.18,1.2,0.8,2.0,1.08,1.88
vs Sampdoria,27,27.1,54.9,38,418,3420,38.0,53,35,88,46,7,9,77,1,56.1,49.2,35.8,85.0,732,1638,1.39,0.92,2.32,1.21,2.13,1.48,0.94,2.42,1.29,2.24
vs Sassuolo,28,27.2,40.0,38,418,3420,38.0,55,46,101,51,4,5,82,4,55.4,51.5,41.4,92.9,695,1250,1.45,1.21,2.66,1.34,2.55,1.46,1.09,2.55,1.35,2.44
vs Spezia,35,27.3,47.8,38,418,3420,38.0,72,50,122,63,9,10,83,3,65.1,57.6,44.5,102.0,570,1327,1.89,1.32,3.21,1.66,2.97,1.71,1.17,2.88,1.51,2.68
vs Torino,29,27.1,52.8,38,418,3420,38.0,69,48,117,60,9,10,101,6,62.0,54.2,41.5,95.8,666,1562,1.82,1.26,3.08,1.58,2.84,1.63,1.09,2.72,1.43,2.52
vs Udinese,33,27.1,53.9,38,418,3420,38.0,58,35,93,44,14,14,84,4,52.6,42.0,32.9,74.9,717,1684,1.53,0.92,2.45,1.16,2.08,1.38,0.87,2.25,1.11,1.97
