Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Angers,2,34,34,3060,34.0,53,1.56,190,137,74.2,10,6,18,7,20.6,5,4,0,1,0.0
Auxerre,2,34,34,3060,34.0,51,1.5,173,123,74.0,11,9,14,10,29.4,8,6,2,0,25.0
Brest,2,34,34,3060,34.0,59,1.74,141,83,63.8,15,5,14,10,29.4,10,8,1,1,11.1
Le Havre,2,34,34,3060,34.0,71,2.09,175,104,62.3,10,4,20,4,11.8,6,5,1,0,16.7
Lens,3,34,34,3060,34.0,39,1.15,142,102,78.2,15,7,12,13,38.2,9,8,1,0,11.1
Lille,1,34,34,3060,34.0,36,1.06,126,91,74.6,17,9,8,11,32.4,4,4,0,0,0.0
Lyon,2,34,34,3060,34.0,46,1.35,166,120,74.1,17,6,11,10,29.4,3,3,0,0,0.0
Marseille,1,34,34,3060,34.0,47,1.38,135,87,67.4,20,5,9,5,14.7,6,3,3,0,50.0
Monaco,2,34,34,3060,34.0,41,1.21,128,87,70.3,18,7,9,11,32.4,3,3,0,0,0.0
Montpellier,2,34,34,3060,34.0,79,2.32,194,117,63.4,4,4,26,1,2.9,9,8,1,0,11.1
Nantes,3,34,34,3060,34.0,52,1.53,148,99,69.6,8,12,14,6,17.6,8,7,0,1,0.0
Nice,1,34,34,3060,34.0,41,1.21,161,120,75.8,17,9,8,8,23.5,3,2,1,0,33.3
Paris S-G,3,34,34,3060,34.0,35,1.03,103,69,68.9,26,6,2,7,20.6,3,3,0,0,0.0
Reims,1,34,34,3060,34.0,47,1.38,179,131,76.0,8,9,17,7,20.6,5,4,1,0,20.0
Rennes,3,34,34,3060,34.0,50,1.47,138,87,65.9,13,2,19,11,32.4,6,3,3,0,50.0
Saint-Étienne,1,34,34,3060,34.0,77,2.26,209,132,69.4,8,6,20,5,14.7,15,13,2,0,13.3
Strasbourg,2,34,34,3060,34.0,44,1.29,169,126,78.7,16,9,9,10,29.4,9,8,1,0,11.1
Toulouse,3,34,34,3060,34.0,43,1.26,108,67,61.1,11,9,14,10,29.4,2,1,1,0,50.0
