Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Arsenal,21,26.1,7,630,90,100,7.0,77,79,43,34,26,29,2.29,14,3,11,1.57,11.9,4.3,7.5,1.08
Aston Villa,23,28.4,7,630,90,100,7.0,77,81,47,31,20,32,1.29,6,7,-1,-0.14,5.9,9.7,-3.8,-0.54
Bournemouth,23,25.9,7,630,90,100,7.0,77,82,44,33,19,30,2.0,11,8,3,0.43,8.4,6.3,2.0,0.29
Brentford,20,25.3,7,630,90,100,7.0,77,84,45,32,15,31,1.0,9,12,-3,-0.43,8.4,9.6,-1.2,-0.18
Brighton,20,26.1,7,630,90,100,7.0,77,79,44,33,25,30,1.29,10,10,0,0.0,11.2,9.1,2.1,0.3
Burnley,21,27.6,7,630,90,100,7.0,77,84,46,30,15,33,0.57,7,15,-8,-1.14,4.9,13.4,-8.5,-1.21
Chelsea,25,24.4,7,630,90,100,7.0,77,76,44,32,30,31,1.57,13,9,4,0.57,10.9,9.7,1.2,0.17
Crystal Palace,20,26.8,7,630,90,100,7.0,77,86,55,22,16,41,1.71,9,5,4,0.57,12.7,8.7,4.0,0.57
Everton,19,28.5,7,630,90,100,7.0,77,85,56,21,18,42,1.57,9,7,2,0.29,9.7,9.5,0.2,0.03
Fulham,21,28.0,7,630,90,100,7.0,77,80,43,34,22,29,1.14,8,11,-3,-0.43,7.3,8.9,-1.7,-0.24
Leeds United,21,27.0,7,630,90,100,7.0,77,84,47,31,16,32,1.14,7,11,-4,-0.57,7.6,7.9,-0.3,-0.04
Liverpool,22,27.1,7,630,90,100,7.0,77,82,45,32,20,31,2.14,13,9,4,0.57,10.9,7.9,3.0,0.43
Manchester City,22,25.6,7,630,90,100,7.0,77,82,47,30,21,33,1.86,15,6,9,1.29,12.1,7.1,5.0,0.71
Manchester Utd,20,26.3,7,630,90,100,7.0,77,81,45,31,22,32,1.43,9,11,-2,-0.29,13.6,9.9,3.7,0.53
Newcastle Utd,21,28.0,7,630,90,100,7.0,77,83,47,29,17,34,1.29,6,5,1,0.14,8.4,4.7,3.6,0.52
Nott'ham Forest,24,26.7,7,630,90,100,7.0,77,82,47,30,20,33,0.71,5,12,-7,-1.0,6.6,12.4,-5.9,-0.84
Sunderland,23,25.3,7,630,90,100,7.0,77,80,46,30,23,33,1.57,7,6,1,0.14,6.7,8.7,-2.0,-0.28
Tottenham,19,25.6,7,630,90,100,7.0,77,84,46,31,15,32,2.0,13,5,8,1.14,7.4,8.7,-1.4,-0.2
West Ham,24,27.3,7,630,90,100,7.0,77,83,53,23,21,40,0.57,6,16,-10,-1.43,6.6,11.1,-4.5,-0.64
Wolves,23,26.9,7,630,90,100,7.0,77,78,41,35,24,28,0.29,5,14,-9,-1.29,6.1,9.4,-3.3,-0.47
