Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Atalanta,3,38,38,3420,38.0,48,1.26,153,107,70.6,19,7,12,9,23.7,3,3,0,0,0.0
Bologna,2,38,38,3420,38.0,49,1.29,165,117,74.5,14,12,12,8,21.1,9,7,2,0,22.2
Cremonese,3,38,38,3420,38.0,69,1.82,225,157,71.6,5,12,21,6,15.8,5,5,0,0,0.0
Empoli,3,38,38,3420,38.0,49,1.29,159,110,71.7,10,13,15,9,23.7,6,4,1,1,20.0
Fiorentina,4,38,38,3420,38.0,43,1.13,120,78,70.0,15,11,12,10,26.3,8,7,1,0,12.5
Hellas Verona,2,38,38,3420,38.0,59,1.55,185,128,68.6,7,10,21,6,15.8,2,1,1,0,50.0
Inter,3,38,38,3420,38.0,42,1.11,137,98,71.5,23,3,12,13,34.2,3,3,0,0,0.0
Juventus,2,38,38,3420,38.0,33,0.87,133,99,78.2,22,6,10,20,52.6,5,4,1,0,20.0
Lazio,2,38,38,3418,38.0,30,0.79,128,99,77.3,22,8,8,21,55.3,2,1,0,1,0.0
Lecce,1,38,38,3420,38.0,46,1.21,156,112,73.7,8,12,18,6,15.8,6,5,1,0,16.7
Milan,3,38,38,3420,38.0,43,1.13,123,80,68.3,20,10,8,12,31.6,5,4,1,0,20.0
Monza,2,38,38,3420,38.0,52,1.37,172,121,71.5,14,10,14,10,26.3,3,3,0,0,0.0
Napoli,2,38,38,3420,38.0,28,0.74,107,78,74.8,28,6,4,18,47.4,2,1,1,0,50.0
Roma,2,38,38,3420,38.0,38,1.0,118,80,69.5,18,9,11,14,36.8,3,2,1,0,33.3
Salernitana,3,38,38,3420,38.0,62,1.63,196,130,71.9,9,15,14,7,18.4,11,7,4,0,36.4
Sampdoria,3,38,38,3420,38.0,71,1.87,215,144,70.7,3,10,25,4,10.5,11,8,2,1,20.0
Sassuolo,3,38,38,3420,38.0,61,1.61,130,71,56.2,12,9,17,9,23.7,4,4,0,0,0.0
Spezia,4,38,38,3420,38.0,62,1.63,183,123,68.9,6,13,19,6,15.8,7,5,1,1,16.7
Torino,1,38,38,3420,38.0,41,1.08,136,95,73.5,14,11,13,11,28.9,6,5,0,1,0.0
Udinese,1,38,38,3420,38.0,48,1.26,137,91,69.3,11,13,14,10,26.3,7,6,0,1,0.0
