Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Atalanta,3,38.0,37,2,0,4,2,41.1,0.29,6.1,0.16,133,413,32.2,980,193,27.6,32.3,233,61.4,47.5,363,21,5.8,56,1.47,14.5
Bologna,2,38.0,47,2,0,3,2,40.3,0.37,-4.7,-0.12,171,467,36.6,1386,158,28.6,31.6,187,37.4,35.6,312,29,9.3,32,0.84,13.0
Cagliari,4,38.0,56,6,0,10,0,54.8,0.33,-1.2,-0.03,232,597,38.9,999,165,42.9,32.2,336,50.0,40.7,540,28,5.2,36,0.95,11.1
Como,3,38.0,52,7,0,7,0,44.6,0.27,-7.4,-0.19,150,405,37.0,1164,163,32.0,28.6,205,16.1,21.3,433,29,6.7,65,1.71,12.9
Empoli,3,38.0,59,1,0,7,1,50.1,0.31,-7.9,-0.21,199,654,30.4,944,125,58.3,33.8,328,31.7,28.6,556,37,6.7,20,0.53,26.0
Fiorentina,2,38.0,41,1,0,3,1,40.7,0.26,0.7,0.02,226,515,43.9,923,143,40.8,28.8,293,47.1,39.2,498,14,2.8,31,0.82,17.0
Genoa,4,38.0,49,6,0,5,3,49.8,0.28,3.8,0.1,190,506,37.5,960,142,37.2,42.3,314,47.5,39.7,527,24,4.6,17,0.45,3.3
Hellas Verona,2,38.0,66,2,0,6,1,53.8,0.31,-11.2,-0.29,217,761,28.5,793,93,60.9,55.4,313,88.8,59.3,544,32,5.9,26,0.68,20.3
Inter,2,38.0,35,3,0,3,1,35.8,0.25,1.8,0.05,114,277,41.2,1364,151,17.7,26.6,202,17.8,25.4,437,17,3.9,17,0.45,13.2
Juventus,2,38.0,35,5,0,6,0,31.8,0.23,-3.2,-0.09,139,377,36.9,939,156,31.1,29.4,237,35.9,32.2,519,32,6.2,33,0.87,14.0
Lazio,2,38.0,49,4,0,4,2,39.4,0.31,-7.6,-0.2,188,498,37.8,1196,132,35.4,35.9,252,29.8,28.4,496,49,9.9,54,1.42,16.8
Lecce,1,38.0,58,8,3,5,3,53.8,0.26,-1.2,-0.03,220,656,33.5,883,120,59.7,39.1,312,41.3,32.3,590,29,4.9,19,0.5,11.0
Milan,2,38.0,43,1,1,3,3,39.0,0.27,-1.0,-0.03,123,319,38.6,1334,182,18.4,27.8,275,26.5,31.0,462,27,5.8,71,1.87,18.7
Monza,3,38.0,69,2,2,10,3,59.8,0.31,-6.2,-0.16,217,557,39.0,1069,157,42.5,33.7,333,30.9,28.3,534,26,4.9,33,0.87,13.3
Napoli,3,38.0,27,1,1,0,2,29.1,0.28,4.1,0.11,102,251,40.6,1103,131,17.0,27.7,260,24.6,29.6,438,25,5.7,50,1.32,16.5
Parma,2,38.0,58,5,3,6,2,54.2,0.32,-1.8,-0.05,207,697,29.7,1237,190,44.4,33.9,322,46.0,40.0,643,67,10.4,40,1.08,16.3
Roma,1,38.0,35,4,0,4,1,42.5,0.26,8.5,0.22,124,413,30.0,1195,170,25.1,30.6,263,43.0,37.3,495,30,6.1,33,0.87,13.7
Torino,2,38.0,45,3,1,7,2,53.7,0.27,10.7,0.28,231,714,32.4,1342,196,41.0,31.0,313,52.4,46.2,597,37,6.2,51,1.34,27.3
Udinese,3,38.0,56,7,3,8,5,52.3,0.29,1.3,0.03,167,447,37.4,1021,108,34.3,32.2,266,36.5,31.7,528,19,3.6,36,0.95,14.8
Venezia,3,38.0,56,10,0,8,3,57.0,0.26,4.0,0.1,135,520,26.0,1014,158,41.9,31.0,342,27.8,27.3,589,31,5.3,21,0.55,9.4
