Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Arsenal,1,7.0,3,0,1,1,0,3.2,0.18,0.2,0.03,37,102,36.3,226,34,38.1,33.9,30,53.3,39.5,54,6,11.1,11,1.57,18.7
Aston Villa,2,7.0,7,1,0,2,0,6.4,0.3,-0.6,-0.09,28,79,35.4,197,27,29.9,29.3,64,31.3,28.0,93,8,8.6,16,2.29,14.4
Bournemouth,1,7.0,8,0,0,2,0,8.2,0.3,0.2,0.03,30,90,33.3,152,32,36.8,34.5,55,61.8,50.0,88,8,9.1,13,1.86,14.7
Brentford,1,7.0,12,1,0,1,1,9.0,0.29,-2.0,-0.28,46,119,38.7,209,38,40.7,34.0,50,68.0,50.2,91,6,6.6,5,0.71,11.9
Brighton,1,7.0,10,1,0,1,2,8.7,0.36,0.7,0.1,18,86,20.9,215,33,34.0,31.8,56,23.2,23.2,85,3,3.5,7,1.0,15.2
Burnley,1,7.0,15,2,0,1,3,12.8,0.28,0.8,0.12,39,157,24.8,166,33,48.2,36.8,86,89.5,62.8,144,7,4.9,1,0.14,8.1
Chelsea,2,7.0,9,0,0,2,0,7.6,0.35,-1.4,-0.2,22,102,21.6,229,31,36.7,35.2,52,34.6,34.1,89,10,11.2,6,0.86,11.8
Crystal Palace,1,7.0,5,1,0,1,0,7.5,0.33,2.5,0.36,37,129,28.7,188,27,48.9,38.4,74,50.0,40.8,125,7,5.6,3,0.43,10.7
Everton,1,7.0,7,1,0,0,0,7.6,0.25,0.6,0.09,66,169,39.1,247,23,56.3,41.2,56,53.6,42.7,84,4,4.8,18,2.57,18.4
Fulham,1,7.0,11,2,0,1,1,9.0,0.28,-1.0,-0.14,21,79,26.6,218,36,26.6,29.5,57,36.8,31.4,83,6,7.2,6,0.86,13.1
Leeds United,2,7.0,11,1,1,2,1,6.9,0.25,-3.1,-0.44,45,162,27.8,229,36,53.3,38.9,60,66.7,47.9,111,6,5.4,3,0.43,10.7
Liverpool,2,7.0,9,0,0,1,0,8.1,0.37,-0.9,-0.13,28,75,37.3,259,37,24.3,29.5,47,25.5,26.0,92,5,5.4,10,1.43,14.4
Manchester City,2,7.0,6,1,0,0,0,8.1,0.32,2.1,0.3,25,79,31.6,182,23,32.4,30.3,48,41.7,35.0,79,6,7.6,15,2.14,8.3
Manchester Utd,2,7.0,11,0,0,2,0,10.4,0.42,-0.6,-0.09,38,132,28.8,202,17,56.4,37.5,36,50.0,37.6,76,8,10.5,10,1.43,13.0
Newcastle Utd,1,7.0,5,0,0,2,0,6.1,0.26,1.1,0.16,15,79,19.0,157,51,32.5,33.9,42,66.7,49.4,84,16,19.0,23,3.29,17.8
Nott'ham Forest,1,7.0,12,3,0,1,0,13.7,0.31,1.7,0.25,20,71,28.2,142,26,43.7,35.3,50,18.0,23.9,105,4,3.8,5,0.71,13.5
Sunderland,1,7.0,6,0,0,1,0,8.3,0.28,2.3,0.33,34,119,28.6,214,23,40.2,35.4,58,56.9,44.7,115,11,9.6,11,1.57,13.2
Tottenham,1,7.0,5,0,0,1,0,7.2,0.27,2.2,0.31,24,74,32.4,240,35,22.5,28.7,69,29.0,30.4,78,3,3.8,13,1.86,16.7
West Ham,2,7.0,16,1,0,8,0,13.2,0.37,-2.8,-0.39,30,120,25.0,205,34,44.9,35.4,58,48.3,38.9,121,7,5.8,1,0.14,5.2
Wolves,2,7.0,14,0,1,2,0,11.7,0.4,-2.3,-0.34,50,146,34.2,222,33,50.0,41.4,49,71.4,54.4,123,8,6.5,8,1.14,13.3
