Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Paris S-G,17,9,6,2,42,22,20,33,1.94,33.5,13.4,20.1,1.18,17,13,4,0,39,11,28,43,2.53,35.3,26.6,8.7,0.51
2,Monaco,17,10,3,4,30,14,16,33,1.94,27.8,16.8,11.0,0.65,17,10,4,3,38,28,10,34,2.0,27.2,26.7,0.5,0.03
3,Brest,17,8,7,2,25,14,11,31,1.82,27.8,15.9,11.9,0.7,17,9,3,5,28,20,8,30,1.76,20.4,23.3,-2.9,-0.17
4,Lille,17,11,4,2,34,14,20,37,2.18,31.1,15.1,16.0,0.94,17,5,7,5,18,20,-2,22,1.29,17.6,21.4,-3.8,-0.22
5,Nice,17,9,4,4,21,11,10,31,1.82,27.0,15.5,11.5,0.68,17,6,6,5,19,18,1,24,1.41,22.9,20.0,2.9,0.17
6,Lyon,17,7,4,6,25,29,-4,25,1.47,28.7,25.6,3.1,0.18,17,9,1,7,24,26,-2,28,1.65,21.1,26.7,-5.6,-0.33
7,Lens,17,9,4,4,27,18,9,31,1.82,34.5,22.2,12.3,0.72,17,5,5,7,18,19,-1,20,1.18,19.6,24.5,-4.9,-0.29
8,Marseille,17,10,6,1,31,13,18,36,2.12,32.1,14.8,17.3,1.02,17,3,5,9,21,28,-7,14,0.82,22.7,20.6,2.2,0.13
9,Reims,17,8,3,6,19,18,1,27,1.59,24.2,21.2,3.0,0.18,17,5,5,7,23,29,-6,20,1.18,20.3,25.2,-4.9,-0.29
10,Rennes,17,7,4,6,34,26,8,25,1.47,32.9,19.8,13.1,0.77,17,5,6,6,19,20,-1,21,1.24,20.2,21.5,-1.3,-0.08
11,Toulouse,17,3,7,7,21,25,-4,16,0.94,22.5,18.6,4.0,0.23,17,8,3,6,21,21,0,27,1.59,17.7,29.5,-11.8,-0.69
12,Montpellier,17,3,9,5,20,23,-3,18,1.06,27.3,21.1,6.2,0.36,17,7,3,7,23,25,-2,24,1.41,18.8,29.8,-11.0,-0.65
13,Strasbourg,17,7,3,7,22,23,-1,24,1.41,23.9,21.3,2.5,0.15,17,3,6,8,16,27,-11,15,0.88,18.1,24.1,-6.1,-0.36
14,Nantes,17,3,3,11,17,30,-13,12,0.71,20.2,28.1,-8.0,-0.47,17,6,3,8,13,25,-12,21,1.24,17.4,24.9,-7.5,-0.44
15,Le Havre,17,6,2,9,18,19,-1,20,1.18,23.8,20.5,3.3,0.19,17,1,9,7,16,26,-10,12,0.71,13.5,30.0,-16.5,-0.97
16,Metz,17,3,3,11,17,27,-10,12,0.71,16.4,20.9,-4.5,-0.26,17,5,2,10,18,31,-13,17,1.0,17.7,33.6,-15.9,-0.93
17,Lorient,17,4,4,9,26,30,-4,16,0.94,21.1,24.1,-3.0,-0.18,17,3,4,10,17,36,-19,13,0.76,16.1,30.4,-14.3,-0.84
18,Clermont Foot,17,3,5,9,14,27,-13,14,0.82,21.4,26.3,-5.0,-0.29,17,2,5,10,12,33,-21,11,0.65,14.7,37.3,-22.7,-1.33
