Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Atalanta,29,26.3,38,3420,90,100,38.0,418,80,232,188,23,258,1.82,72,42,30,0.79,57.8,41.1,16.7,0.44
Bologna,28,25.2,38,3420,90,100,38.0,418,82,244,174,20,284,1.79,54,32,22,0.58,47.9,37.1,10.9,0.29
Cagliari,29,26.1,38,3420,90,100,38.0,418,80,232,184,23,311,0.95,42,68,-26,-0.68,42.9,54.5,-11.6,-0.3
Empoli,34,26.0,38,3420,90,100,38.0,418,80,235,184,23,266,0.95,29,54,-25,-0.66,36.2,52.9,-16.7,-0.44
Fiorentina,30,27.0,38,3420,90,100,38.0,418,81,234,184,21,336,1.58,61,46,15,0.39,51.7,48.2,3.6,0.09
Frosinone,34,24.3,38,3420,90,100,38.0,418,82,242,177,18,312,0.92,44,69,-25,-0.66,45.8,57.7,-12.0,-0.32
Genoa,34,26.7,38,3420,90,100,38.0,418,83,256,160,19,279,1.29,45,45,0,0.0,35.7,42.8,-7.1,-0.19
Hellas Verona,36,25.7,38,3420,90,100,38.0,418,81,236,179,21,312,1.0,38,51,-13,-0.34,38.0,48.7,-10.7,-0.28
Inter,27,29.1,38,3420,90,100,38.0,418,81,229,190,20,289,2.47,89,22,67,1.76,78.2,31.2,47.1,1.24
Juventus,31,26.5,38,3420,90,100,38.0,418,81,244,173,20,261,1.87,54,31,23,0.61,54.6,30.1,24.6,0.65
Lazio,22,28.2,38,3420,90,100,38.0,418,79,232,183,24,253,1.61,49,39,10,0.26,46.5,42.0,4.5,0.12
Lecce,26,24.9,38,3420,90,100,38.0,418,80,234,180,22,295,1.0,32,54,-22,-0.58,43.1,53.3,-10.2,-0.27
Milan,35,26.6,38,3420,90,100,38.0,418,80,236,176,22,264,1.97,76,49,27,0.71,66.2,45.4,20.8,0.55
Monza,31,26.8,38,3420,90,100,38.0,418,79,226,189,24,336,1.18,39,51,-12,-0.32,39.5,56.3,-16.8,-0.44
Napoli,29,27.2,38,3420,90,100,38.0,418,82,244,171,19,264,1.39,55,48,7,0.18,61.4,38.4,23.0,0.61
Roma,30,27.7,38,3420,90,100,38.0,418,81,248,171,22,290,1.66,65,46,19,0.5,51.4,41.8,9.6,0.25
Salernitana,39,27.2,38,3420,90,100,38.0,418,80,237,180,24,281,0.45,32,81,-49,-1.29,30.3,74.4,-44.1,-1.16
Sassuolo,30,26.4,38,3420,90,100,38.0,418,81,237,177,20,284,0.79,43,75,-32,-0.84,39.8,61.6,-21.8,-0.57
Torino,30,26.4,38,3420,90,100,38.0,418,82,257,160,19,274,1.39,36,36,0,0.0,37.7,37.4,0.3,0.01
Udinese,32,25.7,38,3420,90,100,38.0,418,82,248,170,20,330,0.97,37,53,-16,-0.42,39.1,49.1,-10.0,-0.26
