Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Augsburg,34,26.5,34,3060,90,100,34.0,374,80,219,155,18,147,1.79,63,42,21,0.62,58.7,34.7,23.9,0.7
vs Bayern Munich,28,26.6,34,3060,90,100,34.0,374,80,211,164,23,141,0.68,38,92,-54,-1.59,37.1,75.0,-37.8,-1.11
vs Bochum,26,26.3,34,3060,90,100,34.0,374,81,222,152,19,151,1.82,72,40,32,0.94,65.7,40.0,25.7,0.76
vs Dortmund,30,26.5,34,3060,90,100,34.0,374,81,217,154,21,150,0.76,44,83,-39,-1.15,43.2,71.1,-27.9,-0.82
vs Eint Frankfurt,28,26.4,34,3060,90,100,34.0,374,82,225,148,20,157,1.21,52,58,-6,-0.18,43.5,52.1,-8.6,-0.25
vs Freiburg,27,26.6,34,3060,90,100,34.0,374,83,225,145,20,156,1.03,44,51,-7,-0.21,48.8,47.9,0.9,0.03
vs Gladbach,27,26.4,34,3060,90,100,34.0,374,86,216,153,21,147,1.44,55,52,3,0.09,53.4,52.1,1.3,0.04
vs Hertha BSC,32,26.7,34,3060,90,100,34.0,374,80,222,153,21,147,1.91,69,42,27,0.79,60.0,39.4,20.5,0.6
vs Hoffenheim,31,26.6,34,3060,90,100,34.0,374,80,220,154,19,146,1.76,57,48,9,0.26,51.1,48.0,3.1,0.09
vs Köln,27,26.6,34,3060,90,100,34.0,374,80,219,152,20,149,1.41,54,49,5,0.15,42.6,47.9,-5.3,-0.16
vs Leverkusen,27,26.5,34,3060,90,100,34.0,374,82,220,154,21,149,1.29,49,57,-8,-0.24,42.8,51.4,-8.6,-0.25
vs Mainz 05,27,26.6,34,3060,90,100,34.0,374,81,212,158,21,142,1.35,55,54,1,0.03,53.6,47.1,6.5,0.19
vs RB Leipzig,25,26.6,34,3060,90,100,34.0,374,82,218,157,21,147,0.88,41,64,-23,-0.68,37.2,62.7,-25.4,-0.75
vs Schalke 04,35,26.6,34,3060,90,100,34.0,374,81,222,151,20,152,1.79,71,35,36,1.06,57.1,39.6,17.6,0.52
vs Stuttgart,30,26.6,34,3060,90,100,34.0,374,82,220,154,19,149,1.68,57,45,12,0.35,45.2,47.6,-2.4,-0.07
vs Union Berlin,28,26.3,34,3060,90,100,34.0,374,82,226,145,21,154,0.94,38,51,-13,-0.38,42.6,37.9,4.7,0.14
vs Werder Bremen,25,26.5,34,3060,90,100,34.0,374,82,224,151,20,151,1.76,64,51,13,0.38,52.9,41.1,11.8,0.35
vs Wolfsburg,28,26.5,34,3060,90,100,34.0,374,81,224,148,21,152,1.26,48,57,-9,-0.26,51.3,51.3,0.0,0.0
