Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Alavés,2,38.0,36,5,2,2,1,35.5,0.29,0.5,0.01,223,618,36.1,1010,154,45.0,37.5,240,68.3,50.7,496,16,3.2,51,1.34,17.8
vs Athletic Club,2,38.0,46,4,1,4,3,39.7,0.27,-3.3,-0.09,254,666,38.1,1016,160,44.3,37.9,306,70.6,50.8,609,16,2.6,42,1.11,15.3
vs Atlético Madrid,1,38.0,67,5,1,6,2,59.8,0.3,-5.2,-0.14,204,549,37.2,955,160,42.4,36.3,290,49.7,42.2,446,18,4.0,41,1.08,15.3
vs Barcelona,2,38.0,85,4,3,4,5,77.8,0.31,-2.2,-0.06,225,586,38.4,862,137,46.8,37.9,314,58.3,45.7,355,18,5.1,32,0.84,12.3
vs Betis,2,38.0,50,8,1,9,0,50.7,0.26,0.7,0.02,201,526,38.2,1047,146,37.7,35.0,265,49.4,40.8,453,16,3.5,36,0.95,16.0
vs Cádiz,3,38.0,36,4,0,5,3,35.2,0.32,2.2,0.06,146,351,41.6,790,166,30.4,31.2,232,47.8,40.9,549,26,4.7,49,1.29,15.9
vs Celta Vigo,2,38.0,55,7,1,4,0,50.5,0.31,-4.5,-0.12,267,615,43.4,946,132,48.7,39.7,222,69.4,49.7,416,13,3.1,36,0.95,15.8
vs Eibar,2,38.0,29,4,0,5,0,38.5,0.23,9.5,0.25,350,898,39.0,1184,154,54.8,39.7,373,66.8,49.7,822,20,2.4,32,0.84,12.6
vs Elche,2,38.0,34,2,0,5,1,31.9,0.34,-1.1,-0.03,175,402,43.5,819,138,34.9,33.7,208,55.8,44.7,509,16,3.1,47,1.24,16.6
vs Getafe,2,38.0,28,3,0,0,1,27.7,0.22,0.7,0.02,291,696,41.8,1026,173,48.5,39.6,300,66.0,49.5,606,25,4.1,51,1.34,17.0
vs Granada,3,38.0,47,3,1,7,0,44.0,0.33,-3.0,-0.08,230,564,40.8,910,151,43.2,36.9,272,62.9,48.2,470,22,4.7,37,0.97,15.2
vs Huesca,2,38.0,34,3,0,4,2,36.7,0.26,4.7,0.12,221,581,38.0,903,169,42.6,37.1,295,66.4,50.4,624,19,3.0,47,1.24,16.5
vs Levante,3,38.0,46,3,0,5,1,40.1,0.27,-4.9,-0.13,283,695,40.7,920,146,51.8,40.3,295,73.9,54.4,506,18,3.6,53,1.39,17.1
vs Osasuna,3,38.0,37,5,0,2,1,34.6,0.25,-1.4,-0.04,193,643,30.0,980,149,45.7,37.2,315,61.9,45.8,544,13,2.4,41,1.08,16.2
vs Real Madrid,1,38.0,67,3,1,8,3,53.1,0.3,-10.9,-0.29,290,691,42.0,942,157,45.9,38.0,354,73.2,50.7,562,20,3.6,37,0.97,14.3
vs Real Sociedad,1,38.0,59,9,2,8,1,53.5,0.3,-4.5,-0.12,295,744,39.7,1016,132,51.4,39.8,288,77.1,53.4,523,15,2.9,36,0.95,14.0
vs Sevilla,2,38.0,53,6,0,5,1,46.7,0.28,-5.3,-0.14,284,693,41.0,911,127,50.2,39.7,347,68.0,49.3,551,10,1.8,57,1.5,19.1
vs Valencia,2,38.0,50,8,1,6,2,45.4,0.27,-2.6,-0.07,222,584,38.0,833,135,48.1,38.9,262,69.8,49.9,462,19,4.1,38,1.0,15.8
vs Valladolid,2,38.0,34,7,0,4,0,38.1,0.26,4.1,0.11,262,603,43.4,902,137,46.1,38.4,284,65.8,50.2,556,23,4.1,43,1.13,15.1
vs Villarreal,2,38.0,60,12,1,3,3,63.1,0.32,6.1,0.16,232,601,38.6,972,143,44.1,37.5,255,67.5,48.6,420,16,3.8,61,1.61,17.3
