Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Ajaccio,36,29.1,38,3420,90,100,38.0,418,81,239,172,21,164,0.68,23,74,-51,-1.34,36.1,53.9,-17.8,-0.47
Angers,33,25.7,38,3420,90,100,38.0,418,81,256,157,22,184,0.47,33,81,-48,-1.26,40.9,61.7,-20.8,-0.55
Auxerre,33,27.3,38,3420,90,100,38.0,418,82,255,159,19,182,0.92,35,63,-28,-0.74,42.8,58.7,-15.9,-0.42
Brest,29,26.6,38,3420,90,100,38.0,418,83,258,160,19,167,1.16,44,54,-10,-0.26,43.4,56.1,-12.7,-0.33
Clermont Foot,28,27.2,38,3420,90,100,38.0,418,83,246,167,17,168,1.55,45,49,-4,-0.11,47.5,58.2,-10.7,-0.28
Lens,29,26.4,38,3420,90,100,38.0,418,82,247,169,18,173,2.21,68,29,39,1.03,66.7,43.5,23.2,0.61
Lille,26,26.0,38,3420,90,100,38.0,418,84,276,142,19,194,1.76,65,44,21,0.55,68.7,40.5,28.2,0.74
Lorient,30,25.2,38,3420,90,100,38.0,418,83,270,145,20,195,1.45,52,53,-1,-0.03,44.5,58.2,-13.6,-0.36
Lyon,29,25.5,38,3420,90,100,38.0,418,83,274,141,21,188,1.63,65,47,18,0.47,61.1,51.6,9.5,0.25
Marseille,30,27.3,38,3420,90,100,38.0,418,81,254,163,22,157,1.92,67,40,27,0.71,65.3,42.5,22.8,0.6
Monaco,27,24.7,38,3420,90,100,38.0,418,81,260,155,23,187,1.71,70,58,12,0.32,62.1,53.2,8.9,0.23
Montpellier,31,26.0,38,3420,90,100,38.0,418,81,239,170,21,166,1.32,65,62,3,0.08,52.2,62.2,-10.0,-0.26
Nantes,29,26.7,38,3420,90,100,38.0,418,81,239,176,20,147,0.95,37,55,-18,-0.47,42.8,52.4,-9.7,-0.25
Nice,34,26.5,38,3420,90,100,38.0,418,81,255,162,22,176,1.53,48,37,11,0.29,57.2,44.6,12.6,0.33
Paris S-G,26,26.9,38,3420,90,100,38.0,418,82,266,149,20,180,2.24,89,40,49,1.29,78.2,48.3,29.9,0.79
Reims,34,24.9,38,3420,90,100,38.0,418,82,248,162,19,179,1.34,45,45,0,0.0,61.5,52.7,8.9,0.23
Rennes,32,25.2,38,3420,90,100,38.0,418,82,242,174,19,167,1.79,69,39,30,0.79,61.4,44.1,17.3,0.45
Strasbourg,29,27.3,38,3420,90,100,38.0,418,81,250,161,22,169,1.05,51,59,-8,-0.21,48.5,55.3,-6.7,-0.18
Toulouse,29,25.1,38,3420,90,100,38.0,418,82,253,162,20,180,1.26,51,57,-6,-0.16,52.5,57.0,-4.5,-0.12
Troyes,32,25.8,38,3420,90,100,38.0,418,83,273,141,21,192,0.63,45,81,-36,-0.95,39.1,78.0,-38.9,-1.02
