Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Atalanta,32,26.2,44.7,38,418,3420,38.0,35,26,61,33,2,2,51,2,38.6,37.1,27.5,64.6,510,988,0.92,0.68,1.61,0.87,1.55,1.01,0.72,1.74,0.98,1.7
vs Bologna,30,26.3,41.9,38,418,3420,38.0,45,32,77,43,2,3,95,3,36.7,34.3,25.4,59.7,440,876,1.18,0.84,2.03,1.13,1.97,0.96,0.67,1.63,0.9,1.57
vs Cagliari,28,26.4,55.1,38,418,3420,38.0,56,40,96,50,6,6,61,5,55.3,51.1,40.2,91.3,756,1504,1.47,1.05,2.53,1.32,2.37,1.46,1.06,2.51,1.34,2.4
vs Como,38,26.3,45.4,38,418,3420,38.0,52,35,87,45,7,7,95,5,43.0,37.6,28.9,66.5,539,1116,1.37,0.92,2.29,1.18,2.11,1.13,0.76,1.89,0.99,1.75
vs Empoli,34,26.5,58.3,38,418,3420,38.0,58,48,106,57,1,3,58,3,50.1,47.7,37.2,84.9,588,1402,1.53,1.26,2.79,1.5,2.76,1.32,0.98,2.3,1.26,2.23
vs Fiorentina,34,26.4,49.0,38,418,3420,38.0,40,29,69,39,1,3,92,7,42.8,40.4,30.5,70.9,675,1277,1.05,0.76,1.82,1.03,1.79,1.13,0.8,1.93,1.06,1.86
vs Genoa,37,26.3,54.4,38,418,3420,38.0,46,31,77,40,6,8,75,2,47.2,41.1,33.9,75.0,609,1375,1.21,0.82,2.03,1.05,1.87,1.24,0.89,2.13,1.08,1.97
vs Hellas Verona,32,26.2,61.3,38,418,3420,38.0,65,48,113,63,2,4,53,2,53.4,50.3,39.1,89.5,665,1593,1.71,1.26,2.97,1.66,2.92,1.41,1.03,2.44,1.32,2.35
vs Inter,26,26.2,40.6,38,418,3420,38.0,34,22,56,31,3,4,52,4,36.4,33.1,25.5,58.6,631,1064,0.89,0.58,1.47,0.82,1.39,0.96,0.67,1.63,0.87,1.54
vs Juventus,29,26.4,42.8,38,418,3420,38.0,35,22,57,30,5,5,73,2,34.0,30.1,21.4,51.5,540,1097,0.92,0.58,1.5,0.79,1.37,0.9,0.56,1.46,0.79,1.36
vs Lazio,27,26.2,44.9,38,418,3420,38.0,47,34,81,43,4,4,116,14,37.7,34.7,28.2,62.8,548,1133,1.24,0.89,2.13,1.13,2.03,0.99,0.74,1.73,0.91,1.65
vs Lecce,31,26.4,56.2,38,418,3420,38.0,55,37,92,47,8,10,81,5,57.1,49.6,37.8,87.4,654,1685,1.45,0.97,2.42,1.24,2.21,1.5,1.0,2.5,1.31,2.3
vs Milan,35,26.4,46.1,38,418,3420,38.0,40,35,75,39,1,2,75,3,41.3,39.7,33.5,73.2,618,1228,1.05,0.92,1.97,1.03,1.95,1.09,0.88,1.97,1.05,1.93
vs Monza,36,26.2,51.5,38,418,3420,38.0,66,54,120,64,2,4,63,2,54.7,51.6,41.7,93.4,699,1599,1.74,1.42,3.16,1.68,3.11,1.44,1.1,2.54,1.36,2.46
vs Napoli,27,26.0,45.4,38,418,3420,38.0,25,18,43,24,1,4,72,1,29.6,26.3,21.7,48.0,537,1142,0.66,0.47,1.13,0.63,1.11,0.78,0.57,1.35,0.69,1.26
vs Parma,32,26.4,55.8,38,418,3420,38.0,56,42,98,51,5,5,80,3,56.4,52.6,41.7,94.3,822,1761,1.47,1.11,2.58,1.34,2.45,1.49,1.1,2.58,1.38,2.48
vs Roma,28,26.3,46.1,38,418,3420,38.0,34,21,55,30,4,4,87,6,40.9,37.7,26.7,64.4,668,1278,0.89,0.55,1.45,0.79,1.34,1.08,0.7,1.78,0.99,1.7
vs Torino,31,26.3,52.5,38,418,3420,38.0,43,30,73,40,3,7,63,1,50.4,44.9,34.7,79.7,722,1346,1.13,0.79,1.92,1.05,1.84,1.33,0.91,2.24,1.18,2.1
vs Udinese,31,26.5,52.8,38,418,3420,38.0,51,30,81,44,7,8,61,5,52.6,46.5,35.6,82.1,582,1282,1.34,0.79,2.13,1.16,1.95,1.39,0.94,2.32,1.22,2.16
vs Venezia,36,26.4,54.9,38,418,3420,38.0,53,35,88,43,10,11,70,2,57.5,48.9,39.3,88.2,719,1397,1.39,0.92,2.32,1.13,2.05,1.51,1.03,2.55,1.29,2.32
