Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Angers,31,26.0,53.8,38,418,3420,38.0,57,41,98,50,7,8,73,3,52.3,46.6,36.8,83.4,731,1639,1.5,1.08,2.58,1.32,2.39,1.38,0.97,2.34,1.23,2.19
vs Bordeaux,28,25.8,50.3,38,418,3420,38.0,55,37,92,48,7,8,66,3,54.9,48.8,37.6,86.4,756,1568,1.45,0.97,2.42,1.26,2.24,1.44,0.99,2.43,1.28,2.27
vs Brest,26,26.0,50.7,38,418,3420,38.0,64,43,107,55,9,11,78,5,58.1,49.4,37.2,86.6,730,1720,1.68,1.13,2.82,1.45,2.58,1.53,0.98,2.51,1.3,2.28
vs Dijon,33,26.0,53.8,38,418,3420,38.0,71,44,115,64,7,10,54,1,72.5,64.6,48.0,112.6,720,1693,1.87,1.16,3.03,1.68,2.84,1.91,1.26,3.17,1.7,2.96
vs Lens,27,26.0,48.6,38,418,3420,38.0,51,25,76,40,11,11,76,7,46.8,38.1,27.7,65.8,569,1214,1.34,0.66,2.0,1.05,1.71,1.23,0.73,1.96,1.0,1.73
vs Lille,21,26.2,46.1,38,418,3420,38.0,21,17,38,20,1,2,76,7,29.8,28.3,22.5,50.9,607,1258,0.55,0.45,1.0,0.53,0.97,0.78,0.59,1.38,0.75,1.34
vs Lorient,27,25.8,55.4,38,418,3420,38.0,67,44,111,57,10,11,77,6,52.5,44.1,33.8,77.9,679,1577,1.76,1.16,2.92,1.5,2.66,1.38,0.89,2.27,1.16,2.05
vs Lyon,29,26.3,45.1,38,418,3420,38.0,41,24,65,36,5,7,77,8,41.5,36.0,25.1,61.1,660,1192,1.08,0.63,1.71,0.95,1.58,1.09,0.66,1.75,0.95,1.61
vs Marseille,31,25.8,46.1,38,418,3420,38.0,46,36,82,43,3,3,81,6,47.4,45.1,35.1,80.2,659,1329,1.21,0.95,2.16,1.13,2.08,1.25,0.92,2.17,1.19,2.11
vs Metz,27,26.3,54.7,38,418,3420,38.0,47,25,72,35,12,13,76,6,49.2,39.3,30.7,69.9,689,1572,1.24,0.66,1.89,0.92,1.58,1.3,0.81,2.1,1.03,1.84
vs Monaco,30,26.2,44.0,38,418,3420,38.0,41,25,66,36,5,5,89,12,34.6,30.8,23.0,53.8,536,1181,1.08,0.66,1.74,0.95,1.61,0.91,0.6,1.52,0.81,1.41
vs Montpellier,25,25.9,54.7,38,418,3420,38.0,60,39,99,48,12,12,79,4,66.2,56.9,45.2,102.1,847,1721,1.58,1.03,2.61,1.26,2.29,1.74,1.19,2.93,1.5,2.69
vs Nantes,25,26.0,56.3,38,418,3420,38.0,54,29,83,44,10,12,88,3,53.7,44.4,34.0,78.4,597,1601,1.42,0.76,2.18,1.16,1.92,1.41,0.9,2.31,1.17,2.06
vs Nice,31,26.1,45.5,38,418,3420,38.0,53,28,81,46,7,7,66,1,55.6,50.3,37.2,87.5,667,1380,1.39,0.74,2.13,1.21,1.95,1.46,0.98,2.44,1.32,2.3
vs Nîmes,33,25.9,55.6,38,418,3420,38.0,71,52,123,65,6,10,87,9,64.2,56.3,46.6,103.0,742,1771,1.87,1.37,3.24,1.71,3.08,1.69,1.23,2.92,1.48,2.71
vs Paris S-G,33,25.9,36.5,38,418,3420,38.0,27,17,44,26,1,2,59,9,40.6,39.0,30.0,69.0,625,1067,0.71,0.45,1.16,0.68,1.13,1.07,0.79,1.86,1.03,1.81
vs Reims,29,26.0,55.2,38,418,3420,38.0,49,34,83,44,5,8,58,3,59.0,53.3,40.7,94.0,840,1628,1.29,0.89,2.18,1.16,2.05,1.55,1.07,2.63,1.4,2.47
vs Rennes,32,26.1,40.5,38,418,3420,38.0,39,30,69,36,3,4,70,6,38.1,35.0,26.5,61.5,513,1188,1.03,0.79,1.82,0.95,1.74,1.0,0.7,1.7,0.92,1.62
vs Saint-Étienne,40,25.8,51.7,38,418,3420,38.0,52,34,86,46,6,9,77,1,50.1,43.1,32.5,75.5,588,1503,1.37,0.89,2.26,1.21,2.11,1.32,0.85,2.17,1.13,1.99
vs Strasbourg,26,26.1,54.4,38,418,3420,38.0,57,38,95,51,6,8,68,2,50.7,44.5,35.1,79.6,734,1578,1.5,1.0,2.5,1.34,2.34,1.33,0.92,2.26,1.17,2.09
