Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Angers,31,38.0,706,18.58,525,48,41,38,42,12,66,1.74,42,8,2,5,7,2
Bordeaux,28,38.0,740,19.47,476,82,63,45,57,17,76,2.0,45,10,6,5,9,1
Brest,26,38.0,789,20.76,561,80,45,43,50,10,84,2.21,61,7,3,6,6,1
Dijon,33,38.0,587,15.45,398,64,42,35,42,6,40,1.05,21,5,3,6,4,1
Lens,27,38.0,790,20.79,566,61,58,41,51,13,94,2.47,61,6,8,5,11,3
Lille,21,38.0,845,22.24,639,61,52,40,42,11,107,2.82,82,3,6,8,8,0
Lorient,27,38.0,726,19.11,498,62,47,53,58,8,80,2.11,47,4,5,11,12,1
Lyon,29,38.0,1075,28.29,776,83,81,63,53,19,130,3.42,89,5,10,9,14,3
Marseille,31,38.0,672,17.68,487,59,31,31,49,15,97,2.55,68,9,3,4,10,3
Metz,27,38.0,762,20.05,529,75,43,39,65,11,71,1.87,46,2,6,6,9,2
Monaco,30,38.0,851,22.39,599,93,41,53,48,17,129,3.39,89,9,7,6,15,3
Montpellier,25,38.0,788,20.74,519,91,43,52,65,18,104,2.74,70,8,9,10,7,0
Nantes,25,38.0,698,18.37,475,66,55,36,50,16,78,2.05,49,4,10,7,8,0
Nice,31,38.0,707,18.61,488,62,58,42,45,12,79,2.08,51,4,5,8,10,1
Nîmes,33,38.0,639,16.82,432,67,41,36,46,17,64,1.68,44,1,7,3,9,0
Paris S-G,33,38.0,982,25.84,720,68,65,55,62,12,135,3.55,95,6,10,10,13,1
Reims,29,38.0,620,16.32,469,42,34,32,32,11,64,1.68,36,7,6,9,4,2
Rennes,32,38.0,921,24.24,660,86,48,53,61,13,88,2.32,58,11,7,3,7,2
Saint-Étienne,40,38.0,769,20.24,492,107,60,47,49,14,66,1.74,40,6,7,9,4,0
Strasbourg,26,38.0,693,18.24,466,80,36,56,44,11,75,1.97,49,4,4,11,6,1
