Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Atalanta,22,26.2,6,540,90,100,6.0,66,82,37,29,24,46,0.67,5,11,-6,-1.0,5.8,8.6,-2.8,-0.47
vs Bologna,24,26.5,6,540,90,100,6.0,66,79,37,28,28,45,1.17,5,9,-4,-0.67,5.6,8.3,-2.7,-0.45
vs Cagliari,23,27.3,6,540,90,100,6.0,66,79,38,28,22,56,1.33,6,6,0,0.0,10.8,6.1,4.8,0.79
vs Como,21,27.3,6,540,90,100,6.0,66,79,38,28,24,47,1.0,5,7,-2,-0.33,5.8,7.7,-1.9,-0.31
vs Cremonese,25,26.7,6,540,90,100,6.0,66,78,39,27,26,51,1.0,8,7,1,0.17,10.3,4.3,6.0,0.99
vs Fiorentina,22,27.1,6,540,90,100,6.0,66,80,36,30,20,47,2.0,8,4,4,0.67,8.2,6.6,1.6,0.27
vs Genoa,22,27.2,6,540,90,100,6.0,66,81,35,30,22,42,2.33,9,3,6,1.0,7.1,5.8,1.4,0.23
vs Hellas Verona,24,26.5,6,540,90,100,6.0,66,81,37,29,23,49,2.0,9,2,7,1.17,8.2,6.6,1.7,0.28
vs Inter,24,26.9,6,540,90,100,6.0,66,81,36,30,24,48,1.0,8,17,-9,-1.5,4.4,12.5,-8.1,-1.34
vs Juventus,22,27.2,6,540,90,100,6.0,66,81,40,25,17,46,0.5,5,9,-4,-0.67,6.1,7.0,-0.9,-0.15
vs Lazio,23,26.3,6,540,90,100,6.0,66,79,36,30,21,51,1.67,7,10,-3,-0.5,7.8,8.5,-0.7,-0.11
vs Lecce,22,26.1,6,540,90,100,6.0,66,80,39,28,19,46,1.83,10,5,5,0.83,8.6,4.4,4.2,0.7
vs Milan,24,27.1,6,540,90,100,6.0,66,81,37,29,21,45,0.67,3,9,-6,-1.0,4.6,8.6,-4.0,-0.67
vs Napoli,24,26.6,6,540,90,100,6.0,66,83,34,30,19,45,0.5,6,12,-6,-1.0,5.9,10.3,-4.4,-0.73
vs Parma,19,26.8,6,540,90,100,6.0,66,83,37,28,21,47,1.83,7,3,4,0.67,5.6,5.9,-0.3,-0.05
vs Pisa,24,27.5,6,540,90,100,6.0,66,78,39,27,20,52,2.33,10,3,7,1.17,9.2,4.8,4.3,0.72
vs Roma,21,28.0,6,540,90,100,6.0,66,81,35,30,25,54,0.5,2,7,-5,-0.83,5.2,7.0,-1.8,-0.3
vs Sassuolo,25,27.8,6,540,90,100,6.0,66,81,37,29,20,51,1.5,8,8,0,0.0,8.8,6.7,2.1,0.34
vs Torino,24,27.2,6,540,90,100,6.0,66,81,38,28,22,43,1.83,13,5,8,1.33,8.6,6.2,2.4,0.4
vs Udinese,25,27.2,6,540,90,100,6.0,66,80,36,30,22,50,1.33,9,6,3,0.5,6.5,7.3,-0.9,-0.15
