Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Augsburg,29,34.0,14936,13228,1649,415,32,48,578,699,156,63,61,1,11577,59,362
Bayern Munich,29,34.0,25733,24287,1390,366,129,125,612,588,220,127,25,1,22755,56,335
Bochum,27,34.0,14230,12544,1623,348,40,38,679,711,165,106,53,0,10281,63,368
Dortmund,28,34.0,20321,18695,1583,431,67,93,698,659,191,105,51,3,17077,43,320
Eint Frankfurt,26,34.0,17138,15585,1496,398,48,64,539,582,168,103,46,0,13925,57,305
Freiburg,26,34.0,16460,14973,1426,362,34,56,589,597,132,79,39,0,12892,61,317
Gladbach,26,34.0,17507,15877,1565,385,80,69,617,632,158,67,71,0,14148,65,362
Heidenheim,27,34.0,14684,12981,1653,413,20,77,581,703,140,69,47,0,11127,50,330
Hoffenheim,35,34.0,16506,14841,1595,405,38,65,732,702,157,57,62,3,12827,70,337
Holstein Kiel,27,34.0,13961,12298,1619,409,30,58,482,667,120,58,46,1,10537,44,293
Leverkusen,23,34.0,21589,19979,1546,409,67,114,735,622,216,115,47,0,18301,64,320
Mainz 05,25,34.0,16434,14771,1585,378,43,73,658,716,165,58,74,6,12478,78,379
RB Leipzig,29,34.0,18207,16606,1518,394,80,50,563,630,161,61,66,1,14698,83,358
St. Pauli,28,34.0,15300,13659,1575,421,31,60,600,692,148,66,55,2,11751,66,303
Stuttgart,29,34.0,19767,18113,1592,488,63,72,637,623,180,72,47,3,16513,62,289
Union Berlin,28,34.0,13705,12135,1503,353,16,53,608,655,152,66,71,4,9960,67,335
Werder Bremen,23,34.0,17550,15860,1618,468,57,87,667,660,161,63,77,1,13999,72,355
Wolfsburg,27,34.0,15088,13434,1605,424,46,120,574,644,165,99,63,1,11590,49,336
