Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Angers,1,38.0,58,7,0,5,1,53.5,0.33,-3.5,-0.09,143,456,31.4,712,214,37.5,35.2,269,70.3,50.9,516,19,3.7,17,0.45,11.3
Bordeaux,1,38.0,56,7,2,6,1,48.2,0.26,-6.8,-0.18,264,610,43.3,1034,144,40.0,35.3,292,67.1,47.6,560,16,2.9,30,0.79,13.2
Brest,2,38.0,66,9,1,5,2,57.5,0.27,-6.5,-0.17,195,434,44.9,1036,185,32.2,35.8,304,32.9,34.6,599,27,4.5,27,0.71,17.4
Dijon,3,38.0,73,7,1,7,2,65.5,0.31,-5.5,-0.15,192,574,33.4,890,204,38.9,35.2,348,65.5,47.4,618,19,3.1,37,0.97,16.2
Lens,2,38.0,54,11,0,6,3,46.0,0.25,-5.0,-0.13,189,507,37.3,780,147,49.0,39.4,269,46.5,38.5,494,17,3.4,32,0.84,21.8
Lille,1,38.0,23,1,0,7,2,28.8,0.25,7.8,0.21,123,393,31.3,826,194,30.3,31.6,240,59.6,48.7,490,27,5.5,44,1.16,17.2
Lorient,2,38.0,68,10,1,6,1,54.3,0.27,-12.7,-0.34,163,508,32.1,684,153,43.3,37.1,305,69.5,49.5,492,11,2.2,23,0.61,12.1
Lyon,1,38.0,43,5,2,4,2,36.2,0.23,-4.8,-0.13,149,338,44.1,933,186,25.9,30.2,250,38.4,35.6,499,10,2.0,60,1.58,18.3
Marseille,2,38.0,47,3,1,7,1,40.7,0.29,-5.3,-0.14,143,491,29.1,1049,205,31.6,17.2,294,54.1,42.5,576,22,3.8,36,0.95,12.0
Metz,2,38.0,48,12,1,4,1,46.8,0.23,-0.2,0.0,220,566,38.9,822,210,42.0,30.0,318,69.5,51.6,591,41,6.9,49,1.29,13.4
Monaco,3,38.0,42,5,1,1,1,35.5,0.3,-5.5,-0.15,154,453,34.0,1087,136,30.5,32.9,243,50.2,42.1,416,10,2.4,75,1.97,21.5
Montpellier,2,38.0,62,12,0,5,2,63.1,0.27,3.1,0.08,293,634,46.2,967,221,41.8,35.5,328,70.1,50.4,587,31,5.3,18,0.47,13.4
Nantes,1,38.0,55,10,2,7,1,51.2,0.24,-2.8,-0.07,197,640,30.8,864,131,50.1,39.9,257,80.5,54.8,507,23,4.5,36,0.95,14.8
Nice,1,38.0,53,7,1,11,0,50.8,0.25,-2.2,-0.06,91,286,31.8,919,180,21.1,27.2,300,30.7,32.4,572,24,4.2,20,0.53,13.1
Nîmes,1,38.0,71,6,1,7,0,64.1,0.29,-6.9,-0.18,254,731,34.7,1283,148,41.3,36.1,308,65.3,46.7,600,17,2.8,41,1.08,16.1
Paris S-G,3,38.0,28,1,0,2,1,37.6,0.27,10.6,0.28,73,166,44.0,758,164,16.4,27.2,227,18.5,26.2,430,0,0.0,37,0.97,16.6
Reims,2,38.0,50,5,0,7,1,51.4,0.27,2.4,0.06,197,655,30.1,1143,172,39.4,29.1,355,57.7,46.3,598,11,1.8,37,0.97,17.8
Rennes,3,38.0,40,3,0,4,1,35.5,0.25,-3.5,-0.09,163,413,39.5,980,186,27.7,30.6,258,55.0,44.1,402,10,2.5,74,1.95,20.8
Saint-Étienne,3,38.0,54,6,4,6,2,42.5,0.27,-9.5,-0.25,149,452,33.0,855,185,32.7,33.4,276,62.3,48.4,513,21,4.1,20,0.53,13.1
Strasbourg,3,38.0,58,6,2,7,1,50.6,0.3,-6.4,-0.17,287,638,45.0,832,153,49.2,38.9,299,76.6,54.8,527,16,3.0,15,0.39,11.9
