Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Arsenal,2,38.0,61,5,1,13,1,52.4,0.24,-7.6,-0.2,214,564,37.9,1098,164,35.7,33.5,285,60.4,44.9,498,25,5.0,55,1.45,16.5
vs Aston Villa,3,38.0,52,3,0,7,2,45.0,0.27,-5.0,-0.13,157,412,38.1,886,182,31.8,32.7,263,49.4,40.5,530,21,4.0,41,1.08,14.4
vs Brentford,3,38.0,48,6,0,6,2,43.8,0.26,-2.2,-0.06,182,547,33.3,884,147,45.1,38.2,244,60.7,45.8,509,34,6.7,56,1.47,15.7
vs Brighton,2,38.0,42,4,0,6,2,39.5,0.24,-0.5,-0.01,153,483,31.7,888,202,37.3,34.3,285,53.3,41.3,564,21,3.7,43,1.13,15.4
vs Burnley,2,38.0,34,1,1,6,2,32.1,0.26,0.1,0.0,191,587,32.5,1094,196,39.4,35.2,269,58.0,43.3,590,47,8.0,51,1.34,13.8
vs Chelsea,2,38.0,76,8,1,8,1,65.3,0.28,-9.7,-0.25,206,576,35.8,989,180,41.8,36.1,293,55.6,43.0,604,34,5.6,34,0.89,13.2
vs Crystal Palace,2,38.0,50,6,1,2,0,43.0,0.25,-7.0,-0.18,201,511,39.3,919,141,42.8,35.5,241,49.0,40.8,505,31,6.1,36,0.95,13.2
vs Everton,2,38.0,43,6,0,6,1,39.4,0.25,-2.6,-0.07,141,399,35.3,939,206,29.3,31.5,281,44.1,40.0,486,34,7.0,37,0.97,14.9
vs Leeds United,2,38.0,42,5,1,8,0,41.2,0.25,-0.8,-0.02,206,550,37.5,1029,196,34.4,33.2,309,63.4,46.3,481,26,5.4,51,1.34,15.4
vs Leicester City,2,38.0,62,2,1,4,0,54.0,0.33,-8.0,-0.21,174,490,35.5,961,169,37.9,34.5,236,53.4,41.5,433,28,6.5,37,0.97,15.4
vs Liverpool,2,38.0,94,7,1,15,0,79.3,0.3,-14.7,-0.39,230,747,30.8,1039,192,47.7,37.7,355,70.7,49.6,686,35,5.1,56,1.47,14.4
vs Manchester City,2,38.0,99,7,0,15,3,81.2,0.3,-14.8,-0.39,261,725,36.0,1089,182,43.3,35.6,403,63.0,45.5,649,49,7.6,26,0.68,11.0
vs Manchester Utd,1,38.0,57,3,1,4,1,48.2,0.25,-7.8,-0.2,191,586,32.6,1030,177,42.0,35.1,277,55.2,43.5,501,23,4.6,31,0.82,14.7
vs Newcastle Utd,3,38.0,44,3,4,6,3,39.1,0.25,-1.9,-0.05,180,480,37.5,865,167,38.4,34.1,257,57.6,42.0,488,26,5.3,45,1.18,16.3
vs Norwich City,2,38.0,23,3,0,3,2,25.8,0.22,4.8,0.13,144,375,38.4,863,184,30.4,31.2,233,48.5,39.5,459,29,6.3,53,1.39,16.8
vs Southampton,3,38.0,43,4,4,7,2,43.5,0.24,2.5,0.07,213,534,39.9,1059,162,38.1,35.0,246,53.3,42.4,571,34,6.0,51,1.34,14.8
vs Tottenham,1,38.0,69,5,1,4,6,65.5,0.32,2.5,0.06,159,495,32.1,945,184,38.9,35.2,239,53.1,41.5,486,23,4.7,45,1.18,15.5
vs Watford,2,38.0,34,1,0,5,1,38.0,0.29,5.0,0.13,140,390,35.9,922,170,30.6,30.4,251,43.0,36.4,474,29,6.1,52,1.37,16.0
vs West Ham,2,38.0,60,4,1,9,2,48.7,0.3,-9.3,-0.24,151,414,36.5,975,173,27.8,30.4,302,47.4,39.0,622,38,6.1,25,0.66,11.6
vs Wolves,2,38.0,38,1,1,4,3,33.5,0.25,-1.5,-0.04,127,383,33.2,870,173,32.9,32.5,240,40.4,36.7,462,24,5.2,74,1.95,19.3
