Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Augsburg,29,26.8,34,3060,90,100,34.0,374,80,213,157,23,147,1.26,35,51,-16,-0.47,34.7,48.9,-14.2,-0.42
Bayern Munich,29,27.7,34,3060,90,100,34.0,374,82,224,150,21,155,2.41,99,32,67,1.97,81.7,25.5,56.2,1.65
Bochum,27,28.0,34,3060,90,100,34.0,374,81,218,154,20,152,0.74,33,67,-34,-1.0,41.8,63.2,-21.3,-0.63
Dortmund,28,26.6,34,3060,90,100,34.0,374,81,216,154,20,147,1.68,71,51,20,0.59,61.2,42.8,18.4,0.54
Eint Frankfurt,26,24.9,34,3060,90,100,34.0,374,81,211,162,20,144,1.76,68,46,22,0.65,65.1,48.0,17.1,0.5
Freiburg,26,27.1,34,3060,90,100,34.0,374,82,216,157,18,149,1.62,49,53,-4,-0.12,44.3,42.4,1.8,0.05
Gladbach,26,26.5,34,3060,90,100,34.0,374,83,207,165,16,141,1.32,55,57,-2,-0.06,50.6,63.4,-12.7,-0.37
Heidenheim,27,26.8,34,3060,90,100,34.0,374,80,213,162,23,144,0.85,37,64,-27,-0.79,40.3,57.6,-17.4,-0.51
Hoffenheim,35,26.4,34,3060,90,100,34.0,374,81,221,151,22,153,0.94,46,68,-22,-0.65,42.6,55.8,-13.1,-0.39
Holstein Kiel,27,25.6,34,3060,90,100,34.0,374,79,210,162,24,143,0.74,49,80,-31,-0.91,39.8,61.0,-21.1,-0.62
Leverkusen,23,27.0,34,3060,90,100,34.0,374,83,239,136,19,165,2.03,72,43,29,0.85,56.9,36.2,20.6,0.61
Mainz 05,25,27.4,34,3060,90,100,34.0,374,82,229,145,18,160,1.53,55,43,12,0.35,50.1,48.1,2.0,0.06
RB Leipzig,29,25.3,34,3060,90,100,34.0,374,81,212,158,20,142,1.5,53,48,5,0.15,46.6,53.3,-6.8,-0.2
St. Pauli,28,26.9,34,3060,90,100,34.0,374,84,229,143,16,163,0.94,28,41,-13,-0.38,35.3,45.4,-10.1,-0.3
Stuttgart,29,24.9,34,3060,90,100,34.0,374,81,210,161,19,142,1.47,64,53,11,0.32,62.3,46.9,15.4,0.45
Union Berlin,28,27.2,34,3060,90,100,34.0,374,80,207,168,22,137,1.18,35,51,-16,-0.47,37.0,47.8,-10.7,-0.32
Werder Bremen,23,27.5,34,3060,90,100,34.0,374,83,215,156,17,145,1.5,54,57,-3,-0.09,49.1,48.1,1.0,0.03
Wolfsburg,27,25.2,34,3060,90,100,34.0,374,82,220,155,19,150,1.26,56,54,2,0.06,47.5,52.5,-5.1,-0.15
