Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Brest,25,27.0,34,3060,90,100,34.0,374,83,216,155,17,145,1.79,53,34,19,0.56,48.3,39.2,9.1,0.27
Clermont Foot,31,26.8,34,3060,90,100,34.0,374,82,213,156,17,150,0.74,26,60,-34,-1.0,36.0,63.7,-27.6,-0.81
Le Havre,27,26.2,34,3060,90,100,34.0,374,82,207,163,17,143,0.94,34,45,-11,-0.32,37.3,50.6,-13.3,-0.39
Lens,27,26.7,34,3060,90,100,34.0,374,81,209,163,19,142,1.5,45,37,8,0.24,54.1,46.7,7.4,0.22
Lille,28,25.1,34,3060,90,100,34.0,374,85,244,130,15,175,1.74,52,34,18,0.53,48.6,36.5,12.2,0.36
Lorient,38,24.7,34,3060,90,100,34.0,374,81,226,148,22,158,0.85,43,66,-23,-0.68,37.1,54.5,-17.3,-0.51
Lyon,35,26.6,34,3060,90,100,34.0,374,81,226,142,22,163,1.56,49,55,-6,-0.18,49.8,52.4,-2.5,-0.07
Marseille,33,27.3,34,3060,90,100,34.0,374,82,233,137,20,169,1.47,52,41,11,0.32,54.9,35.4,19.5,0.57
Metz,30,26.5,34,3060,90,100,34.0,374,83,233,138,19,168,0.85,35,58,-23,-0.68,34.2,54.5,-20.3,-0.6
Monaco,30,25.0,34,3060,90,100,34.0,374,84,242,125,16,181,1.97,68,42,26,0.76,55.0,43.5,11.5,0.34
Montpellier,31,26.1,34,3060,90,100,34.0,374,82,230,140,20,163,1.24,43,48,-5,-0.15,46.0,50.9,-4.8,-0.14
Nantes,35,26.8,34,3060,90,100,34.0,374,81,217,154,20,150,0.97,30,55,-25,-0.74,37.6,53.0,-15.5,-0.45
Nice,27,25.8,34,3060,90,100,34.0,374,82,211,160,19,144,1.62,40,29,11,0.32,49.9,35.5,14.4,0.42
Paris S-G,29,24.7,34,3060,90,100,34.0,374,81,230,141,23,165,2.24,81,33,48,1.41,68.8,40.0,28.8,0.85
Reims,29,25.9,34,3060,90,100,34.0,374,82,217,155,18,151,1.38,42,47,-5,-0.15,44.5,46.4,-1.9,-0.06
Rennes,29,25.2,34,3060,90,100,34.0,374,81,212,160,19,145,1.35,53,46,7,0.21,53.1,41.2,11.8,0.35
Strasbourg,30,24.1,34,3060,90,100,34.0,374,83,233,141,20,165,1.15,38,50,-12,-0.35,41.9,45.5,-3.5,-0.1
Toulouse,26,23.8,34,3060,90,100,34.0,374,82,219,154,20,152,1.26,42,46,-4,-0.12,40.3,48.1,-7.8,-0.23
