Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Brest,25,34.0,84,5,2,414,422,34,792,321,427,2,3,0,1910,598,509,54.0
Clermont Foot,31,34.0,60,7,1,396,429,51,551,347,358,7,9,1,1695,393,414,48.7
Le Havre,27,34.0,67,6,3,433,368,52,544,363,332,7,4,2,1638,485,482,50.2
Lens,27,34.0,78,4,1,445,424,75,736,298,339,5,8,1,1775,451,388,53.8
Lille,28,34.0,67,3,1,376,489,46,533,292,370,3,5,2,1642,355,346,50.6
Lorient,38,34.0,66,1,0,403,416,56,565,337,326,1,8,1,1684,410,394,51.0
Lyon,35,34.0,57,6,1,425,367,52,560,304,331,4,6,1,1715,396,367,51.9
Marseille,33,34.0,61,5,2,374,426,69,713,332,371,4,3,1,1753,372,365,50.5
Metz,30,34.0,54,3,0,419,374,45,563,348,334,5,6,0,1574,390,534,42.2
Monaco,30,34.0,79,8,4,481,400,73,517,394,412,5,6,2,1949,402,394,50.5
Montpellier,31,34.0,68,4,0,432,447,55,601,308,379,4,5,3,1784,426,449,48.7
Nantes,35,34.0,67,3,0,448,375,51,627,332,352,5,10,0,1621,387,424,47.7
Nice,27,34.0,62,4,0,402,373,52,605,292,308,7,8,1,1707,374,360,51.0
Paris S-G,29,34.0,51,3,1,353,362,53,513,268,360,9,5,0,1761,275,267,50.7
Reims,29,34.0,70,3,2,444,324,84,618,342,392,4,7,1,1825,395,390,50.3
Rennes,29,34.0,66,4,0,424,438,36,554,328,311,10,3,3,1669,386,424,47.7
Strasbourg,30,34.0,59,2,1,462,413,35,554,347,383,4,5,3,1568,374,413,47.5
Toulouse,26,34.0,77,1,1,501,448,50,526,294,358,9,4,0,1759,472,421,52.9
