Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
vs Brest,25,34.0,585,344,280,238,67,320,646,49.5,326,394,116,278,305,890,783,13
vs Clermont Foot,31,34.0,555,331,232,239,84,286,538,53.2,252,359,110,249,352,907,588,10
vs Le Havre,27,34.0,570,335,258,250,62,286,546,52.4,260,392,105,287,286,856,579,13
vs Lens,27,34.0,537,329,250,219,68,220,446,49.3,226,423,125,298,345,882,720,18
vs Lille,28,34.0,603,367,313,217,73,293,629,46.6,336,387,124,263,340,943,558,11
vs Lorient,38,34.0,631,389,284,244,103,316,657,48.1,341,351,93,258,293,924,584,15
vs Lyon,35,34.0,669,397,322,265,82,317,692,45.8,375,408,112,296,362,1031,678,5
vs Marseille,33,34.0,547,325,261,213,73,244,504,48.4,260,370,112,258,381,928,773,6
vs Metz,30,34.0,603,382,261,258,84,336,626,53.7,290,303,89,214,259,862,563,12
vs Monaco,30,34.0,580,341,292,214,74,255,556,45.9,301,442,133,309,360,940,725,18
vs Montpellier,31,34.0,574,362,273,224,77,283,576,49.1,293,410,121,289,302,876,703,10
vs Nantes,35,34.0,466,288,236,176,54,212,432,49.1,220,332,108,224,271,737,631,10
vs Nice,27,34.0,683,412,304,275,104,342,713,48.0,371,367,125,242,294,977,665,15
vs Paris S-G,29,34.0,652,391,354,229,69,364,765,47.6,401,442,145,297,375,1027,614,13
vs Reims,29,34.0,596,377,289,227,80,297,626,47.4,329,397,117,280,363,959,644,10
vs Rennes,29,34.0,623,378,328,222,73,289,640,45.2,351,386,137,249,359,982,622,3
vs Strasbourg,30,34.0,590,368,262,238,90,277,595,46.6,318,283,90,193,287,877,643,11
vs Toulouse,26,34.0,532,327,248,224,60,265,554,47.8,289,435,126,309,313,845,605,12
