Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
vs Atalanta,30,38.0,46,317,104,32.8,8.34,2.74,0.13,0.39,18.4,14,5,8,41.0,34.7,0.11,5.0,6.3
vs Benevento,29,38.0,69,498,172,34.5,13.11,4.53,0.13,0.38,17.0,19,4,5,64.3,60.5,0.12,4.7,4.5
vs Bologna,37,38.0,63,531,184,34.7,13.97,4.84,0.11,0.3,17.7,21,7,9,62.6,56.1,0.11,0.4,-0.1
vs Cagliari,32,38.0,59,550,198,36.0,14.47,5.21,0.1,0.27,17.0,20,5,5,61.7,57.8,0.11,-2.7,-3.8
vs Crotone,31,38.0,90,588,211,35.9,15.47,5.55,0.14,0.4,16.8,30,5,5,70.8,67.0,0.12,19.2,18.0
vs Fiorentina,30,38.0,57,444,141,31.8,11.68,3.71,0.11,0.35,17.4,21,8,11,61.5,52.8,0.12,-4.5,-3.8
vs Genoa,34,38.0,56,535,181,33.8,14.08,4.76,0.09,0.27,17.6,24,7,7,60.4,55.3,0.11,-4.4,-6.3
vs Hellas Verona,32,38.0,46,530,139,26.2,13.95,3.66,0.08,0.29,16.7,21,6,7,49.5,44.6,0.09,-3.5,-4.6
vs Inter,25,38.0,34,379,111,29.3,9.97,2.92,0.08,0.26,18.0,14,5,7,39.8,34.4,0.09,-5.8,-5.4
vs Juventus,30,38.0,36,424,112,26.4,11.16,2.95,0.07,0.27,20.0,23,6,9,39.4,32.3,0.08,-3.4,-2.3
vs Lazio,30,38.0,53,391,141,36.1,10.29,3.71,0.11,0.3,18.0,12,10,10,47.3,38.9,0.1,5.7,4.1
vs Milan,29,38.0,40,457,129,28.2,12.03,3.39,0.08,0.29,17.5,11,3,5,47.0,43.1,0.1,-7.0,-6.1
vs Napoli,25,38.0,40,387,118,30.5,10.18,3.11,0.09,0.3,17.3,16,5,5,42.6,38.7,0.1,-2.6,-3.7
vs Parma,42,38.0,80,525,188,35.8,13.82,4.95,0.15,0.41,17.3,20,3,3,61.0,59.0,0.11,19.0,18.0
vs Roma,31,38.0,52,391,161,41.2,10.29,4.24,0.12,0.29,17.0,22,5,6,45.6,40.9,0.11,6.4,6.1
vs Sampdoria,27,38.0,53,506,165,32.6,13.32,4.34,0.09,0.28,17.8,21,7,9,56.1,49.2,0.1,-3.1,-3.2
vs Sassuolo,28,38.0,55,523,181,34.6,13.76,4.76,0.1,0.28,17.0,17,4,5,55.4,51.5,0.1,-0.4,-0.5
vs Spezia,35,38.0,72,415,168,40.5,10.92,4.42,0.15,0.38,15.6,16,9,10,65.1,57.6,0.14,6.9,5.4
vs Torino,29,38.0,69,496,148,29.8,13.05,3.89,0.12,0.41,17.3,14,9,10,62.0,54.2,0.11,7.0,5.8
vs Udinese,33,38.0,58,451,145,32.2,11.87,3.82,0.1,0.3,18.8,25,14,14,52.6,42.0,0.1,5.4,2.0
