Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Brest,2,34.0,34,2,0,4,0,36.5,0.26,2.5,0.07,244,518,47.1,978,144,39.5,37.2,198,66.7,47.7,406,18,4.4,43,1.27,23.0
Clermont Foot,2,34.0,60,7,0,6,1,64.9,0.28,5.9,0.17,226,613,36.9,1138,157,43.7,30.9,275,42.2,34.5,514,46,8.9,49,1.44,10.1
Le Havre,2,34.0,45,2,0,5,2,49.9,0.31,6.9,0.2,158,463,34.1,709,135,45.7,33.1,251,55.4,40.9,482,32,6.6,25,0.74,14.5
Lens,2,34.0,37,6,0,6,1,43.3,0.28,7.3,0.21,164,379,43.3,923,148,33.3,29.0,221,32.6,29.1,396,32,8.1,39,1.15,9.8
Lille,2,34.0,34,3,0,2,2,37.5,0.26,5.5,0.16,106,360,29.4,1030,122,28.7,35.9,190,33.7,32.7,399,27,6.8,32,0.94,15.0
Lorient,1,34.0,66,8,1,8,1,64.0,0.28,-1.0,-0.03,139,378,36.8,850,162,30.5,31.4,299,39.8,33.8,591,24,4.1,13,0.38,8.9
Lyon,2,34.0,55,4,2,7,1,48.1,0.26,-5.9,-0.17,137,386,35.5,890,169,33.5,26.1,249,35.3,31.9,470,39,8.3,31,0.91,13.4
Marseille,2,34.0,41,3,1,7,1,33.8,0.24,-6.2,-0.18,98,337,29.1,1022,119,26.3,28.4,222,30.6,29.4,430,19,4.4,26,0.76,10.4
Metz,2,34.0,58,6,1,7,0,53.1,0.26,-4.9,-0.14,215,682,31.5,727,128,57.1,36.4,299,89.3,59.1,583,47,8.1,22,0.65,3.0
Monaco,2,34.0,42,5,1,6,2,46.7,0.28,6.7,0.2,121,370,32.7,813,159,32.3,32.0,229,46.7,37.9,442,35,7.9,26,0.76,11.0
Montpellier,2,34.0,48,4,2,4,3,47.7,0.25,2.7,0.08,168,497,33.8,851,163,45.9,38.0,292,36.3,33.2,527,32,6.1,13,0.38,9.6
Nantes,3,34.0,55,9,0,3,0,55.2,0.32,0.2,0.01,175,515,34.0,965,175,37.0,40.3,259,61.0,45.6,505,41,8.1,33,0.97,7.8
Nice,1,34.0,29,5,0,1,1,30.7,0.22,2.7,0.08,74,189,39.2,1025,158,15.2,23.9,208,15.9,22.3,376,32,8.5,21,0.62,12.2
Paris S-G,3,34.0,33,4,0,4,0,41.0,0.25,8.0,0.24,54,149,36.2,879,144,13.8,29.6,202,13.9,22.6,402,17,4.2,33,0.97,14.8
Reims,1,34.0,47,6,1,4,1,42.7,0.27,-3.3,-0.1,124,353,35.1,1050,179,27.0,30.1,242,28.5,28.2,522,38,7.3,46,1.35,14.2
Rennes,1,34.0,46,3,0,5,3,38.2,0.25,-4.8,-0.14,134,416,32.2,1001,149,30.4,31.5,208,53.8,40.5,451,36,8.0,37,1.09,15.1
Strasbourg,2,34.0,50,4,0,3,3,37.9,0.27,-9.1,-0.27,144,409,35.2,860,125,40.6,34.5,259,23.2,26.6,460,25,5.4,40,1.18,13.9
Toulouse,1,34.0,46,4,2,6,0,45.3,0.3,-0.7,-0.02,92,285,32.3,643,93,29.9,29.3,252,36.9,32.3,490,7,1.4,16,0.47,10.7
