Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Alavés,30,38.0,578,347,284,227,67,290,629,46.1,339,363,117,246,279,857,810,5
Almería,35,38.0,633,372,354,222,57,280,582,48.1,302,430,134,296,313,946,856,19
Athletic Club,27,38.0,581,362,217,264,100,305,635,48.0,330,419,106,313,278,859,631,4
Atlético Madrid,27,38.0,654,399,308,263,83,327,671,48.7,344,460,114,346,256,910,793,8
Barcelona,29,38.0,571,363,271,223,77,243,523,46.5,280,363,97,266,257,828,573,17
Betis,35,38.0,692,440,305,300,87,358,683,52.4,325,422,101,321,345,1037,801,9
Cádiz,34,38.0,671,398,338,264,69,341,728,46.8,387,443,123,320,298,969,786,13
Celta Vigo,31,38.0,627,382,302,243,82,308,662,46.5,354,434,116,318,297,924,832,9
Getafe,33,38.0,608,364,269,251,88,291,577,50.4,286,342,103,239,307,915,730,6
Girona,25,38.0,544,340,264,222,58,274,521,52.6,247,378,124,254,257,801,661,21
Granada,40,38.0,637,374,336,237,64,289,623,46.4,334,404,110,294,280,917,779,26
Las Palmas,29,38.0,662,397,328,263,71,305,633,48.2,328,416,98,318,281,943,761,14
Mallorca,25,38.0,686,388,347,281,58,340,657,51.8,317,369,131,238,365,1051,785,10
Osasuna,29,38.0,525,311,247,201,77,243,517,47.0,274,400,108,292,263,788,756,16
Rayo Vallecano,26,38.0,630,372,279,282,69,270,608,44.4,338,410,105,305,308,938,796,12
Real Madrid,27,38.0,557,368,252,214,91,225,461,48.8,236,401,104,297,296,853,552,14
Real Sociedad,31,38.0,650,405,271,285,94,283,552,51.3,269,405,118,287,253,903,693,15
Sevilla,35,38.0,697,463,380,237,80,335,626,53.5,291,395,123,272,313,1010,772,9
Valencia,29,38.0,657,379,335,250,72,309,618,50.0,309,392,105,287,324,981,842,9
Villarreal,32,38.0,576,348,288,212,76,260,532,48.9,272,386,130,256,304,880,789,12
