Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Atalanta,2,38.0,47,5,0,5,1,42.3,0.31,-3.7,-0.1,132,323,40.9,868,161,24.8,28.3,173,62.4,47.7,377,14,3.7,66,1.74,16.3
Benevento,2,38.0,75,4,0,9,6,63.2,0.34,-5.8,-0.15,205,583,35.2,972,187,43.4,25.6,296,54.4,41.3,639,21,3.3,24,0.63,13.0
Bologna,3,38.0,65,7,2,9,2,63.3,0.3,0.3,0.01,127,333,38.1,1071,209,24.6,27.6,304,23.0,23.4,562,28,5.0,39,1.03,15.0
Cagliari,2,38.0,59,5,1,9,0,59.1,0.27,0.1,0.0,201,483,41.6,756,156,39.2,33.5,312,59.9,42.5,601,20,3.3,22,0.58,14.2
Crotone,3,38.0,92,5,2,9,2,73.4,0.32,-16.6,-0.44,210,526,39.9,1186,177,33.4,31.8,330,39.4,32.9,589,18,3.1,38,1.0,15.1
Fiorentina,2,38.0,59,8,1,11,2,59.3,0.32,2.3,0.06,208,562,37.0,845,170,46.2,37.9,292,58.9,45.3,538,26,4.8,28,0.74,13.3
Genoa,3,38.0,58,7,0,6,2,59.1,0.29,3.1,0.08,204,614,33.2,1042,168,44.0,24.4,330,47.3,37.4,621,21,3.4,26,0.68,14.5
Hellas Verona,3,38.0,48,6,1,7,2,41.5,0.25,-4.5,-0.12,212,744,28.5,780,86,61.8,43.1,292,89.7,58.3,487,12,2.5,25,0.66,12.4
Inter,3,38.0,35,5,1,3,1,33.3,0.23,-0.7,-0.02,91,202,45.0,919,172,17.1,17.9,228,19.7,25.2,474,13,2.7,26,0.68,20.0
Juventus,3,38.0,38,6,1,4,2,36.4,0.23,0.4,0.01,101,211,47.9,1064,177,16.9,26.5,268,11.6,21.6,523,13,2.5,47,1.24,16.2
Lazio,2,38.0,55,10,0,7,2,50.2,0.27,-2.8,-0.07,181,385,47.0,1236,174,28.2,30.8,236,15.7,22.7,491,13,2.6,22,0.58,13.8
Milan,2,38.0,41,3,2,8,1,38.1,0.27,-1.9,-0.05,153,368,41.6,1002,156,28.0,19.7,252,34.5,29.4,568,29,5.1,43,1.13,8.0
Napoli,2,38.0,41,5,1,3,1,40.1,0.29,0.1,0.0,92,196,46.9,923,147,18.2,24.9,225,12.4,19.2,433,23,5.3,24,0.63,13.1
Parma,2,38.0,83,3,0,10,3,61.2,0.31,-18.8,-0.49,315,584,53.9,1189,188,39.2,34.4,302,39.1,35.4,646,16,2.5,24,0.63,13.9
Roma,3,38.0,58,5,2,5,3,46.8,0.25,-8.2,-0.22,122,323,37.8,986,201,25.4,30.9,221,33.0,32.4,386,12,3.1,55,1.45,18.3
Sampdoria,2,38.0,54,7,1,6,1,52.1,0.25,-0.9,-0.02,214,548,39.1,1013,187,37.6,35.0,266,62.8,44.9,580,12,2.1,35,0.92,14.8
Sassuolo,2,38.0,56,4,0,4,1,53.7,0.27,-1.3,-0.03,118,320,36.9,1103,174,24.3,27.7,273,19.0,22.0,528,27,5.1,35,0.92,15.1
Spezia,3,38.0,72,9,1,6,0,63.8,0.31,-8.2,-0.22,234,625,37.4,1609,188,33.3,34.2,205,43.9,40.2,407,16,3.9,60,1.58,17.3
Torino,3,38.0,69,9,1,6,0,56.0,0.3,-13.0,-0.34,190,495,38.4,897,130,38.0,33.6,309,49.8,38.4,569,12,2.1,31,0.82,14.6
Udinese,4,38.0,58,14,2,2,0,56.4,0.27,-1.6,-0.04,181,411,44.0,810,182,36.3,39.1,274,42.7,35.3,533,26,4.9,18,0.47,5.7
