Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Alavés,30,25.6,38,3420,90,100,38.0,418,82,230,187,18,258,1.21,36,46,-10,-0.26,46.2,44.7,1.5,0.04
Almería,35,25.6,38,3420,90,100,38.0,418,81,239,176,22,257,0.55,43,75,-32,-0.84,48.7,61.6,-12.9,-0.34
Athletic Club,27,27.3,38,3420,90,100,38.0,418,80,225,188,22,255,1.79,61,37,24,0.63,52.7,41.3,11.4,0.3
Atlético Madrid,27,29.2,38,3420,90,100,38.0,418,78,233,183,26,198,2.0,70,43,27,0.71,62.4,39.5,23.0,0.6
Barcelona,29,26.0,38,3420,90,100,38.0,418,81,257,161,23,230,2.24,79,44,35,0.92,77.6,41.6,35.9,0.94
Betis,35,27.8,38,3420,90,100,38.0,418,80,253,164,24,237,1.5,48,45,3,0.08,43.9,50.2,-6.3,-0.17
Cádiz,34,28.5,38,3420,90,100,38.0,418,80,227,186,21,257,0.87,26,55,-29,-0.76,36.0,52.3,-16.3,-0.43
Celta Vigo,31,26.7,38,3420,90,100,38.0,418,82,249,167,19,277,1.08,46,57,-11,-0.29,50.7,54.6,-3.8,-0.1
Getafe,33,27.3,38,3420,90,100,38.0,418,80,241,171,22,195,1.13,42,54,-12,-0.32,45.7,53.8,-8.1,-0.21
Girona,25,26.1,38,3420,90,100,38.0,418,83,251,167,19,221,2.13,85,46,39,1.03,70.8,54.3,16.5,0.43
Granada,40,26.7,38,3420,90,100,38.0,418,82,236,180,19,244,0.55,38,79,-41,-1.08,42.6,64.2,-21.6,-0.57
Las Palmas,29,25.6,38,3420,90,100,38.0,418,81,238,177,20,266,1.05,33,47,-14,-0.37,33.2,56.6,-23.5,-0.62
Mallorca,25,28.7,38,3420,90,100,38.0,418,80,230,186,22,263,1.05,33,44,-11,-0.29,40.5,42.9,-2.5,-0.06
Osasuna,29,27.7,38,3420,90,100,38.0,418,82,233,182,19,211,1.18,45,56,-11,-0.29,40.5,49.9,-9.4,-0.25
Rayo Vallecano,26,29.4,38,3420,90,100,38.0,418,81,229,186,21,255,1.0,29,48,-19,-0.5,42.3,44.6,-2.3,-0.06
Real Madrid,27,27.4,38,3420,90,100,38.0,418,83,251,164,18,192,2.5,87,26,61,1.61,68.8,35.4,33.4,0.88
Real Sociedad,31,25.8,38,3420,90,100,38.0,418,80,241,178,23,271,1.58,51,39,12,0.32,44.9,41.3,3.6,0.1
Sevilla,35,28.6,38,3420,90,100,38.0,418,82,248,168,20,274,1.08,48,54,-6,-0.16,44.9,55.9,-11.0,-0.29
Valencia,29,23.8,38,3420,90,100,38.0,418,81,237,179,20,229,1.29,40,45,-5,-0.13,43.1,47.6,-4.5,-0.12
Villarreal,32,27.9,38,3420,90,100,38.0,418,80,235,178,22,186,1.39,65,65,0,0.0,55.6,58.7,-3.2,-0.08
