Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Atalanta,30,27.3,38,3420,90,100,38.0,418,80,240,176,23,253,2.05,90,47,43,1.13,74.7,41.0,33.7,0.89
Benevento,29,28.7,38,3420,90,100,38.0,418,80,238,178,24,258,0.87,40,75,-35,-0.92,40.6,64.3,-23.6,-0.62
Bologna,37,27.2,38,3420,90,100,38.0,418,81,243,172,21,275,1.08,51,65,-14,-0.37,54.6,62.6,-7.9,-0.21
Cagliari,32,26.5,38,3420,90,100,38.0,418,84,252,163,16,277,0.97,43,59,-16,-0.42,47.1,61.7,-14.6,-0.38
Crotone,31,27.8,38,3420,90,100,38.0,418,83,277,138,21,304,0.61,45,92,-47,-1.24,40.4,70.8,-30.5,-0.8
Fiorentina,30,26.6,38,3420,90,100,38.0,418,82,256,158,19,287,1.05,47,59,-12,-0.32,44.9,61.5,-16.6,-0.44
Genoa,34,28.3,38,3420,90,100,38.0,418,79,238,180,24,272,1.11,47,58,-11,-0.29,38.8,60.4,-21.6,-0.57
Hellas Verona,32,26.2,38,3420,90,100,38.0,418,79,250,170,26,281,1.18,46,48,-2,-0.05,45.3,49.5,-4.1,-0.11
Inter,25,27.7,38,3420,90,100,38.0,418,83,257,162,19,251,2.39,89,35,54,1.42,74.2,39.8,34.3,0.9
Juventus,30,27.7,38,3420,90,100,38.0,418,83,268,146,20,265,2.05,77,38,39,1.03,74.4,39.4,35.0,0.92
Lazio,30,29.4,38,3420,90,100,38.0,418,80,228,189,22,239,1.79,61,55,6,0.16,58.2,47.3,10.9,0.29
Milan,29,24.4,38,3420,90,100,38.0,418,82,261,156,22,277,2.08,74,41,33,0.87,70.7,47.0,23.7,0.62
Napoli,25,27.1,38,3420,90,100,38.0,418,82,247,169,19,256,2.03,86,41,45,1.18,67.7,42.6,25.2,0.66
Parma,42,28.0,38,3420,90,100,38.0,418,80,251,167,24,272,0.53,39,83,-44,-1.16,42.5,61.0,-18.5,-0.49
Roma,31,26.7,38,3420,90,100,38.0,418,83,263,153,20,262,1.63,68,58,10,0.26,65.3,45.6,19.7,0.52
Sampdoria,27,27.9,38,3420,90,100,38.0,418,82,263,153,22,295,1.37,52,54,-2,-0.05,45.4,56.1,-10.7,-0.28
Sassuolo,28,26.5,38,3420,90,100,38.0,418,80,235,180,22,267,1.63,64,56,8,0.21,58.4,55.4,3.0,0.08
Spezia,35,25.2,38,3420,90,100,38.0,418,80,234,180,22,268,1.03,52,72,-20,-0.53,46.5,65.1,-18.7,-0.49
Torino,29,26.9,38,3420,90,100,38.0,418,83,269,147,20,280,0.97,50,69,-19,-0.5,50.0,62.0,-11.9,-0.31
Udinese,33,27.2,38,3420,90,100,38.0,418,83,272,146,20,272,1.05,42,58,-16,-0.42,45.7,52.6,-6.9,-0.18
