Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Alavés,3,38.0,31,6,0,6,2,32.0,0.22,3.0,0.08,221,604,36.6,1038,176,43.4,36.9,277,55.2,42.2,585,31,5.3,48,1.26,16.2
vs Athletic Club,2,38.0,43,3,1,7,3,47.5,0.26,7.5,0.2,320,765,41.8,1144,172,48.8,39.8,322,64.3,48.4,622,26,4.2,56,1.47,15.9
vs Atlético Madrid,1,38.0,65,4,0,7,2,59.5,0.36,-3.5,-0.09,213,542,39.3,927,139,39.7,36.1,341,51.0,42.6,552,25,4.5,28,0.74,14.1
vs Barcelona,2,38.0,68,6,0,5,0,61.0,0.3,-7.0,-0.18,291,728,40.0,975,131,51.7,39.8,362,61.9,45.1,626,25,4.0,37,0.97,14.2
vs Betis,2,38.0,62,6,2,5,2,53.1,0.26,-6.9,-0.18,226,537,42.1,902,158,42.5,36.5,284,54.2,43.2,424,14,3.3,43,1.13,15.8
vs Cádiz,1,38.0,35,3,1,2,0,40.2,0.29,5.2,0.14,235,501,46.9,893,184,36.7,33.8,308,56.2,44.9,687,47,6.8,61,1.61,15.0
vs Celta Vigo,1,38.0,43,3,0,2,0,44.4,0.28,1.4,0.04,255,623,40.9,914,146,46.9,39.1,282,68.8,48.2,608,23,3.8,43,1.13,14.8
vs Elche,2,38.0,40,1,0,3,1,33.0,0.3,-6.0,-0.16,186,445,41.8,794,136,40.2,35.9,244,51.6,42.5,529,25,4.7,58,1.53,17.3
vs Espanyol,3,38.0,40,5,1,7,1,37.3,0.24,-1.7,-0.05,191,389,49.1,792,149,32.6,33.1,266,49.2,40.3,458,19,4.1,35,0.92,14.4
vs Getafe,2,38.0,33,3,0,4,2,29.4,0.21,-1.6,-0.04,199,497,40.0,969,185,37.7,35.1,248,53.2,43.0,471,26,5.5,50,1.32,17.0
vs Granada,2,38.0,44,3,0,11,1,37.5,0.26,-5.5,-0.14,200,544,36.8,880,143,41.3,36.7,314,57.6,45.2,530,23,4.3,43,1.13,15.1
vs Levante,4,38.0,51,8,0,3,0,55.3,0.28,4.3,0.11,214,585,36.6,938,170,43.4,37.3,300,59.3,45.1,485,34,7.0,50,1.32,15.5
vs Mallorca,4,38.0,36,6,0,5,3,42.8,0.27,9.8,0.26,192,519,37.0,894,139,40.6,37.0,273,57.1,43.8,440,22,5.0,51,1.34,17.0
vs Osasuna,2,38.0,37,6,1,5,0,39.3,0.26,2.3,0.06,191,625,30.6,998,157,41.7,36.2,340,61.5,46.8,694,37,5.3,31,0.82,13.2
vs Rayo Vallecano,2,38.0,39,4,0,5,1,39.5,0.27,1.5,0.04,273,708,38.6,1007,166,47.1,38.8,337,69.4,51.4,645,29,4.5,39,1.03,14.8
vs Real Madrid,2,38.0,80,8,0,10,0,81.0,0.29,1.0,0.03,254,612,41.5,823,142,45.1,38.1,359,67.1,48.2,472,20,4.2,35,0.92,14.9
vs Real Sociedad,2,38.0,40,9,2,5,0,47.5,0.25,7.5,0.2,229,682,33.6,1003,142,50.8,40.0,262,65.6,46.9,481,30,6.2,45,1.18,15.1
vs Sevilla,3,38.0,53,2,1,11,2,41.1,0.27,-9.9,-0.26,254,699,36.3,914,147,50.1,40.0,324,74.4,50.9,626,29,4.6,44,1.16,13.7
vs Valencia,3,38.0,48,8,0,5,3,40.7,0.23,-4.3,-0.11,220,586,37.5,918,157,46.7,37.7,284,55.3,44.3,576,33,5.7,33,0.87,13.3
vs Villarreal,2,38.0,63,5,0,10,1,57.5,0.31,-4.5,-0.12,201,618,32.5,898,134,49.8,40.3,277,61.7,46.4,442,29,6.6,53,1.39,15.6
