Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0
Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Angers,31,38.0,626,376,302,256,68,314,754,41.6,440,330,78,252,443,1069,654,1
Bordeaux,28,38.0,567,329,294,212,61,253,623,40.6,370,383,123,260,503,1070,677,9
Brest,26,38.0,610,355,321,236,53,284,633,44.9,349,358,109,249,463,1073,685,12
Dijon,33,38.0,601,367,329,225,47,278,661,42.1,383,351,112,239,471,1072,729,16
Lens,27,38.0,601,358,264,253,84,237,533,44.5,296,375,92,283,508,1109,690,12
Lille,21,38.0,653,370,273,288,92,305,707,43.1,402,339,90,249,424,1077,590,6
Lorient,27,38.0,722,424,353,303,66,333,812,41.0,479,422,114,308,527,1249,670,11
Lyon,29,38.0,583,344,250,249,84,264,639,41.3,375,366,115,251,408,991,595,14
Marseille,31,38.0,655,391,266,302,87,313,667,46.9,354,365,105,260,442,1097,710,12
Metz,27,38.0,685,417,368,252,65,305,675,45.2,370,394,116,278,572,1257,745,9
Monaco,30,38.0,733,432,296,346,91,332,696,47.7,364,356,66,290,436,1169,513,15
Montpellier,25,38.0,529,334,301,183,45,284,707,40.2,423,372,150,222,420,949,705,14
Nantes,25,38.0,696,384,357,271,68,368,777,47.4,409,392,107,285,465,1161,708,6
Nice,31,38.0,599,364,281,243,75,256,628,40.8,372,355,123,232,435,1034,644,15
Nîmes,33,38.0,625,372,301,244,80,310,709,43.7,399,407,122,285,501,1126,710,17
Paris S-G,33,38.0,609,385,217,278,114,293,700,41.9,407,327,81,246,373,982,448,22
Reims,29,38.0,656,372,336,242,78,276,645,42.8,369,335,121,214,487,1143,762,18
Rennes,32,38.0,587,337,242,254,91,234,564,41.5,330,347,74,273,361,948,510,12
Saint-Étienne,40,38.0,716,428,394,253,69,326,700,46.6,374,374,88,286,471,1187,665,10
Strasbourg,26,38.0,633,396,313,247,73,280,615,45.5,335,303,77,226,521,1154,641,11
