Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ajaccio,36,38.0,15286,13368,1855,562,39,57,631,795,126,42,65,0,11216,63,349
Angers,33,38.0,17463,15689,1727,483,40,92,584,705,164,98,42,0,14103,47,294
Auxerre,33,38.0,15989,14213,1728,491,31,210,617,712,135,56,57,0,12386,48,305
Brest,29,38.0,16452,14545,1848,525,30,162,755,754,178,82,81,2,12486,59,339
Clermont Foot,28,38.0,17961,16060,1849,642,31,105,564,658,155,73,48,4,14212,52,373
Lens,29,38.0,21203,19476,1665,556,53,111,791,623,204,80,87,1,17809,62,311
Lille,26,38.0,22826,20992,1770,555,56,124,624,718,217,81,76,1,19266,64,398
Lorient,30,38.0,18087,16255,1783,540,48,55,434,658,145,60,52,2,14837,49,334
Lyon,29,38.0,22698,20857,1784,521,65,101,649,758,184,71,68,0,18956,57,395
Marseille,30,38.0,20689,18914,1707,448,72,149,751,723,209,107,50,0,16817,68,359
Monaco,27,38.0,18378,16574,1720,457,46,137,661,730,166,80,72,1,14414,84,356
Montpellier,31,38.0,16221,14249,1901,555,38,123,673,749,195,85,87,2,12420,71,319
Nantes,29,38.0,17169,15386,1729,462,17,121,820,725,196,77,89,0,13283,54,313
Nice,34,38.0,20784,19059,1674,442,53,93,690,656,193,88,60,0,17325,51,368
Paris S-G,26,38.0,26476,24872,1527,458,149,109,399,537,204,74,61,0,23694,77,368
Reims,34,38.0,17565,15706,1774,475,72,140,707,777,178,56,79,0,13670,85,354
Rennes,32,38.0,21193,19509,1630,464,51,104,564,683,174,63,78,0,17618,54,354
Strasbourg,29,38.0,17277,15473,1761,555,49,131,647,740,143,45,75,1,13337,43,324
Toulouse,29,38.0,19236,17352,1810,453,38,201,660,739,201,71,113,0,15392,74,422
Troyes,32,38.0,16193,14416,1720,477,35,128,517,650,148,79,35,0,12751,57,327
