Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Atalanta,32,38.0,20998,19273,1671,455,48,117,778,714,194,85,75,1,17454,54,326
Bologna,30,38.0,19336,17378,1895,663,42,138,756,771,191,57,93,0,15681,63,307
Cagliari,28,38.0,15802,13897,1840,481,25,60,758,749,181,38,135,0,12092,65,334
Como,38,38.0,19183,17335,1783,597,52,93,568,726,167,41,70,0,15917,65,358
Empoli,34,38.0,13916,11976,1883,502,34,71,620,786,170,63,60,1,10093,57,312
Fiorentina,34,38.0,17510,15677,1745,600,27,99,588,626,148,66,40,1,14193,88,283
Genoa,37,38.0,15727,13887,1785,514,42,57,663,716,155,58,83,0,12025,55,330
Hellas Verona,32,38.0,13457,11789,1613,403,28,91,562,641,152,68,64,1,9854,55,283
Inter,26,38.0,22592,20929,1573,442,86,132,751,635,221,58,125,1,19412,90,299
Juventus,29,38.0,21231,19605,1574,411,48,101,630,664,190,92,68,0,18259,52,283
Lazio,27,38.0,19521,17715,1760,522,72,118,864,670,229,123,57,0,16400,46,288
Lecce,31,38.0,15087,13201,1834,507,36,84,628,754,165,64,78,0,11490,52,301
Milan,35,38.0,19101,17400,1641,524,90,85,634,544,217,134,18,0,16335,60,248
Monza,36,38.0,17515,15688,1773,575,30,78,656,623,136,41,75,0,14248,54,296
Napoli,27,38.0,20033,18236,1742,487,48,88,681,721,209,137,43,2,16894,55,340
Parma,32,38.0,15805,14017,1757,568,43,75,427,602,168,55,33,1,12509,31,247
Roma,28,38.0,20265,18489,1717,525,50,93,636,687,170,74,65,2,17016,59,287
Torino,31,38.0,17008,15278,1673,443,26,83,675,676,158,95,51,0,13578,57,274
Udinese,31,38.0,16279,14543,1686,465,25,92,679,683,178,64,73,2,12945,50,269
Venezia,36,38.0,15155,13224,1873,526,35,87,529,769,142,60,46,0,11573,58,301
