Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alavés,22,50.6,8.0,4684,387,1318,2274,1135,140,4681,146,55,37.7,76,52.1,2350,11304,5399,100,84,21,126,74,2836,249
Athletic Club,24,53.1,8.0,4988,361,1227,2406,1404,199,4985,164,65,39.6,76,46.3,2524,14039,7748,152,123,31,157,74,3237,379
Atlético Madrid,21,54.4,8.0,5387,467,1514,2424,1504,215,5385,142,57,40.1,67,47.2,3226,16430,8718,166,131,42,106,51,3868,370
Barcelona,24,70.0,8.0,6419,372,1325,3083,2060,291,6417,198,86,43.4,94,47.5,3888,19867,10604,212,153,75,118,71,4820,467
Betis,25,50.1,8.0,5127,510,1674,2284,1216,187,5127,141,58,41.1,55,39.0,2948,14350,7161,136,107,34,125,77,3405,295
Celta Vigo,24,53.8,8.0,5518,470,1452,2652,1442,187,5517,130,43,33.1,75,57.7,3072,15233,8395,157,99,42,96,55,3990,417
Elche,26,57.3,8.0,5418,486,1730,2559,1173,140,5417,142,65,45.8,66,46.5,3074,15406,7804,134,96,31,129,87,3821,275
Espanyol,22,41.9,9.0,4648,561,1540,2016,1149,169,4645,126,57,45.2,60,47.6,2463,12573,6673,154,95,24,138,79,2818,301
Getafe,23,40.5,8.0,3689,377,1183,1686,858,110,3689,124,54,43.5,58,46.8,1451,7453,3348,68,54,17,143,76,1853,183
Girona,27,45.8,8.0,4387,561,1647,1895,887,138,4387,156,71,45.5,75,48.1,2737,14951,7632,134,87,27,109,69,2839,263
Levante,24,39.6,8.0,3875,552,1437,1671,797,130,3874,102,40,39.2,53,52.0,2116,9393,4441,75,60,23,113,75,2230,196
Mallorca,24,43.6,8.0,4187,592,1582,1767,884,113,4186,108,53,49.1,46,42.6,2234,11027,5262,88,86,15,124,62,2556,238
Osasuna,20,44.5,8.0,4338,503,1523,1991,878,140,4337,112,49,43.8,55,49.1,2269,11573,5436,95,102,32,116,61,2628,222
Oviedo,26,42.9,9.0,4886,733,2030,2034,854,141,4885,154,65,42.2,79,51.3,2690,14618,7175,135,78,34,135,57,3056,252
Rayo Vallecano,23,54.0,8.0,4937,554,1658,2204,1124,149,4936,110,49,44.5,52,47.3,2572,12591,6562,136,90,25,143,53,3236,305
Real Madrid,22,61.9,8.0,6192,385,1237,2970,2028,277,6189,220,82,37.3,101,45.9,3981,19958,10477,209,126,91,101,49,4646,455
Real Sociedad,25,52.3,8.0,4863,444,1381,2351,1176,190,4862,154,68,44.2,70,45.5,2717,13814,7787,146,108,42,133,52,3144,343
Sevilla,28,51.4,8.0,4618,516,1642,1953,1065,183,4617,132,47,35.6,67,50.8,2380,12445,6696,137,84,38,139,72,2875,251
Valencia,20,47.9,8.0,4378,555,1649,1853,923,130,4377,126,47,37.3,64,50.8,2361,12417,6174,119,90,29,113,49,2744,252
Villarreal,25,46.5,8.0,4701,439,1451,1936,1373,217,4701,156,62,39.7,72,46.2,2775,13480,7454,176,129,58,121,68,3170,336
