Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Arminia,1,34,34,3060,34.0,52,1.53,170,118,72.4,9,8,17,11,32.4,6,5,1,0,16.7
Augsburg,1,34,34,3060,34.0,54,1.59,178,126,73.0,10,6,18,7,20.6,9,6,1,2,14.3
Bayern Munich,2,34,34,3060,34.0,44,1.29,127,82,66.1,24,6,4,9,26.5,3,1,1,1,50.0
Dortmund,2,34,34,3060,34.0,46,1.35,136,91,70.6,20,4,10,11,32.4,6,6,0,0,0.0
Eint Frankfurt,2,34,34,3060,34.0,53,1.56,156,104,68.6,16,12,6,4,11.8,6,4,1,1,20.0
Freiburg,2,34,34,3060,34.0,52,1.53,175,124,72.6,12,9,13,6,17.6,6,4,1,1,20.0
Gladbach,2,34,34,3056,34.0,56,1.65,151,95,66.9,13,10,11,7,20.6,6,6,0,0,0.0
Hertha BSC,2,34,34,3060,34.0,52,1.53,141,89,68.1,8,11,15,9,26.5,8,7,1,0,12.5
Hoffenheim,2,34,34,3060,34.0,54,1.59,145,91,66.9,11,10,13,6,17.6,9,6,2,1,25.0
Köln,2,34,34,3060,34.0,60,1.76,158,97,67.1,8,9,17,5,14.7,9,8,1,0,11.1
Leverkusen,3,34,34,3060,34.0,39,1.15,112,74,66.1,14,10,10,9,26.5,2,1,1,0,50.0
Mainz 05,2,34,34,3060,34.0,56,1.65,162,107,69.1,10,9,15,5,14.7,7,6,0,1,0.0
RB Leipzig,2,34,34,3060,34.0,32,0.94,84,52,65.5,19,8,7,15,44.1,3,3,0,0,0.0
Schalke 04,3,34,34,3060,34.0,86,2.53,234,152,66.2,3,7,24,4,11.8,8,7,1,0,12.5
Stuttgart,2,34,34,3060,34.0,55,1.62,166,110,69.9,12,9,13,5,14.7,7,5,2,0,28.6
Union Berlin,2,34,34,3060,34.0,43,1.26,136,93,71.3,12,14,8,7,20.6,5,4,1,0,20.0
Werder Bremen,1,34,34,3060,34.0,57,1.68,157,101,66.2,7,10,17,6,17.6,6,4,2,0,33.3
Wolfsburg,2,34,34,3060,34.0,37,1.09,122,84,72.1,17,10,7,14,41.2,5,3,2,0,40.0
