Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Paris S-G,19,13,2,4,45,25,20,41,2.16,36.7,26.9,9.8,0.52,19,14,2,3,44,15,29,44,2.32,41.5,21.4,20.1,1.06
2,Lens,19,17,1,1,41,13,28,52,2.74,33.8,17.8,16.0,0.84,19,8,8,3,27,16,11,32,1.68,32.9,25.7,7.2,0.38
3,Marseille,19,10,4,5,35,24,11,34,1.79,37.2,19.9,17.3,0.91,19,12,3,4,32,16,16,39,2.05,28.1,22.5,5.5,0.29
4,Rennes,19,15,0,4,43,14,29,45,2.37,33.0,17.3,15.7,0.83,19,6,5,8,26,25,1,23,1.21,28.4,26.8,1.6,0.08
5,Lille,19,13,4,2,40,25,15,43,2.26,37.1,17.5,19.6,1.03,19,6,6,7,25,19,6,24,1.26,31.6,23.0,8.6,0.45
6,Monaco,19,9,3,7,37,33,4,30,1.58,31.7,29.3,2.4,0.13,19,10,5,4,33,25,8,35,1.84,30.4,23.9,6.5,0.34
7,Lyon,19,10,5,4,35,19,16,35,1.84,33.8,23.8,10.0,0.53,19,8,3,8,30,28,2,27,1.42,27.3,27.8,-0.5,-0.02
8,Clermont Foot,19,9,3,7,20,28,-8,30,1.58,24.8,27.3,-2.6,-0.14,19,8,5,6,25,21,4,29,1.53,22.7,30.9,-8.2,-0.43
9,Nice,19,7,7,5,24,18,6,28,1.47,28.5,20.4,8.1,0.43,19,8,6,5,24,19,5,30,1.58,28.7,24.2,4.5,0.24
10,Lorient,19,9,4,6,26,21,5,31,1.63,23.0,23.7,-0.7,-0.04,19,6,6,7,26,32,-6,24,1.26,21.5,34.5,-12.9,-0.68
11,Reims,19,8,6,5,28,23,5,30,1.58,36.1,22.9,13.2,0.69,19,4,9,6,17,22,-5,21,1.11,25.4,29.8,-4.3,-0.23
12,Montpellier,19,7,3,9,29,29,0,24,1.26,28.9,31.8,-2.9,-0.15,19,8,2,9,36,33,3,26,1.37,23.3,30.4,-7.0,-0.37
13,Toulouse,19,6,6,7,27,27,0,24,1.26,27.7,26.2,1.5,0.08,19,7,3,9,24,30,-6,24,1.26,24.9,30.8,-6.0,-0.31
14,Brest,19,7,5,7,24,26,-2,26,1.37,23.3,26.5,-3.2,-0.17,19,4,6,9,20,28,-8,18,0.95,20.1,29.6,-9.5,-0.5
15,Strasbourg,19,5,7,7,25,26,-1,22,1.16,24.6,25.3,-0.8,-0.04,19,4,6,9,26,33,-7,18,0.95,24.0,29.9,-6.0,-0.31
16,Nantes,19,5,8,6,20,26,-6,23,1.21,25.0,26.1,-1.1,-0.06,19,2,7,10,17,29,-12,13,0.68,17.7,26.3,-8.6,-0.45
17,Auxerre,19,5,7,7,18,28,-10,22,1.16,26.0,26.4,-0.5,-0.03,19,3,4,12,17,35,-18,13,0.68,16.9,32.2,-15.4,-0.81
18,Ajaccio,19,4,3,12,10,30,-20,15,0.79,20.9,24.9,-4.1,-0.21,19,3,2,14,13,44,-31,11,0.58,15.3,29.0,-13.7,-0.72
19,Troyes,19,1,11,7,19,30,-11,14,0.74,16.3,35.7,-19.4,-1.02,19,3,1,15,26,51,-25,10,0.53,22.8,42.4,-19.5,-1.03
20,Angers,19,3,3,13,20,36,-16,12,0.63,24.5,30.0,-5.5,-0.29,19,1,3,15,13,45,-32,6,0.32,16.4,31.7,-15.3,-0.8
