Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Atalanta,3,38,38,3420,38.0,42,1.11,142,99,74.6,21,6,11,15,39.5,9,6,2,1,25.0
Bologna,3,38,38,3420,38.0,32,0.84,125,91,76.8,18,14,6,17,44.7,7,3,2,2,40.0
Cagliari,3,38,38,3420,38.0,68,1.79,157,92,59.2,8,12,18,5,13.2,5,4,0,1,0.0
Empoli,3,38,38,3420,38.0,54,1.42,185,130,74.1,9,9,20,9,23.7,8,6,2,0,25.0
Fiorentina,3,38,38,3420,38.0,46,1.21,148,101,74.3,17,9,12,8,21.1,9,8,1,0,11.1
Frosinone,2,38,38,3420,38.0,69,1.82,180,112,64.4,8,11,19,7,18.4,8,5,1,2,16.7
Genoa,3,38,38,3420,38.0,45,1.18,139,94,69.8,12,13,13,9,23.7,4,3,1,0,25.0
Hellas Verona,2,38,38,3420,38.0,51,1.34,163,113,69.9,9,11,18,8,21.1,2,2,0,0,0.0
Inter,3,38,38,3420,38.0,22,0.58,113,90,82.3,29,7,2,21,55.3,4,2,1,1,33.3
Juventus,3,38,38,3420,38.0,31,0.82,116,86,75.0,19,14,5,17,44.7,3,2,1,0,33.3
Lazio,2,38,38,3420,38.0,39,1.03,148,109,75.0,18,7,13,13,34.2,3,2,0,1,0.0
Lecce,1,38,38,3420,38.0,54,1.42,173,119,71.7,8,14,16,7,18.4,6,5,1,0,16.7
Milan,4,38,38,3419,38.0,49,1.29,163,115,74.8,22,9,7,13,34.2,8,8,0,0,0.0
Monza,2,38,38,3420,38.0,51,1.34,191,138,77.0,11,12,15,12,31.6,9,7,2,0,22.2
Napoli,3,38,38,3420,38.0,48,1.26,128,78,64.1,13,14,11,7,18.4,4,2,2,0,50.0
Roma,2,38,38,3420,38.0,46,1.21,151,107,71.5,18,9,11,11,28.9,5,3,1,1,25.0
Salernitana,3,38,38,3420,38.0,81,2.13,207,128,65.7,2,11,25,2,5.3,10,10,0,0,0.0
Sassuolo,2,38,38,3420,38.0,75,1.97,173,101,61.3,7,9,22,3,7.9,11,8,1,2,11.1
Torino,2,38,38,3420,38.0,36,0.95,143,107,79.7,13,14,11,18,47.4,7,7,0,0,0.0
Udinese,2,38,38,3420,38.0,53,1.39,157,105,72.0,6,19,13,9,23.7,9,9,0,0,0.0
