Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Ajaccio,36,26.1,56.8,38,418,3420,38.0,72,49,121,63,9,10,69,8,53.9,46.3,34.9,81.2,636,1696,1.89,1.29,3.18,1.66,2.95,1.42,0.92,2.34,1.22,2.14
vs Angers,33,26.5,53.1,38,418,3420,38.0,77,57,134,68,9,11,59,6,61.7,53.2,42.2,95.5,725,1600,2.03,1.5,3.53,1.79,3.29,1.62,1.11,2.74,1.4,2.51
vs Auxerre,33,26.4,56.7,38,418,3420,38.0,62,45,107,58,4,6,47,3,58.7,54.5,44.9,99.4,669,1837,1.63,1.18,2.82,1.53,2.71,1.54,1.18,2.73,1.43,2.62
vs Brest,29,26.1,55.1,38,418,3420,38.0,52,34,86,45,7,9,76,7,56.1,49.0,38.2,87.2,686,1926,1.37,0.89,2.26,1.18,2.08,1.48,1.0,2.48,1.29,2.3
vs Clermont Foot,28,26.3,51.7,38,418,3420,38.0,49,33,82,41,8,12,76,9,58.2,48.7,35.4,84.1,646,1688,1.29,0.87,2.16,1.08,1.95,1.53,0.93,2.46,1.28,2.21
vs Lens,29,26.0,44.4,38,418,3420,38.0,28,19,47,25,3,3,79,3,43.5,41.1,31.7,72.8,544,1268,0.74,0.5,1.24,0.66,1.16,1.14,0.83,1.98,1.08,1.92
vs Lille,26,26.2,39.5,38,418,3420,38.0,41,26,67,37,4,5,75,6,40.5,36.6,27.8,64.3,513,1060,1.08,0.68,1.76,0.97,1.66,1.07,0.73,1.8,0.96,1.69
vs Lorient,30,26.4,53.4,38,418,3420,38.0,52,36,88,50,2,2,80,4,58.2,56.6,43.0,99.6,759,2065,1.37,0.95,2.32,1.32,2.26,1.53,1.13,2.66,1.49,2.62
vs Lyon,29,26.1,41.9,38,418,3420,38.0,44,24,68,33,11,11,66,4,51.6,43.0,34.1,77.1,677,1277,1.16,0.63,1.79,0.87,1.5,1.36,0.9,2.26,1.13,2.03
vs Marseille,30,26.2,43.3,38,418,3420,38.0,37,22,59,32,5,5,64,0,42.5,38.5,30.2,68.8,577,1146,0.97,0.58,1.55,0.84,1.42,1.12,0.8,1.91,1.01,1.81
vs Monaco,27,26.3,51.8,38,418,3420,38.0,55,40,95,50,5,5,58,2,53.2,49.7,38.2,87.9,647,1518,1.45,1.05,2.5,1.32,2.37,1.4,1.0,2.41,1.31,2.31
vs Montpellier,31,26.5,54.2,38,418,3420,38.0,60,42,102,54,6,11,82,10,62.2,53.5,39.4,92.9,794,1799,1.58,1.11,2.68,1.42,2.53,1.64,1.04,2.67,1.41,2.45
vs Nantes,29,26.3,54.1,38,418,3420,38.0,51,29,80,42,9,9,61,5,52.4,45.5,34.5,80.0,750,1771,1.34,0.76,2.11,1.11,1.87,1.38,0.91,2.29,1.2,2.11
vs Nice,34,26.3,48.5,38,418,3420,38.0,37,25,62,34,3,5,44,4,44.6,40.6,32.7,73.3,704,1606,0.97,0.66,1.63,0.89,1.55,1.17,0.86,2.04,1.07,1.93
vs Paris S-G,26,26.1,39.3,38,418,3420,38.0,39,27,66,37,2,5,50,4,48.3,44.3,34.7,79.0,698,1316,1.03,0.71,1.74,0.97,1.68,1.27,0.91,2.18,1.17,2.08
vs Reims,34,26.4,51.3,38,418,3420,38.0,43,28,71,40,3,3,66,6,52.7,50.3,40.4,90.8,663,1588,1.13,0.74,1.87,1.05,1.79,1.39,1.06,2.45,1.32,2.39
vs Rennes,32,26.2,44.6,38,418,3420,38.0,38,27,65,35,3,5,55,5,44.1,40.2,30.4,70.6,564,1323,1.0,0.71,1.71,0.92,1.63,1.16,0.8,1.96,1.06,1.86
vs Strasbourg,29,26.2,54.1,38,418,3420,38.0,59,34,93,49,10,11,68,7,55.3,47.1,34.9,81.9,691,1478,1.55,0.89,2.45,1.29,2.18,1.45,0.92,2.37,1.24,2.16
vs Toulouse,29,26.4,48.7,38,418,3420,38.0,54,31,85,50,4,7,64,2,57.0,51.4,37.5,88.9,743,1597,1.42,0.82,2.24,1.32,2.13,1.5,0.99,2.49,1.35,2.34
vs Troyes,32,26.3,57.4,38,418,3420,38.0,79,51,130,72,7,8,47,5,78.0,71.7,54.5,126.2,791,2004,2.08,1.34,3.42,1.89,3.24,2.05,1.43,3.49,1.89,3.32
