Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Alavés,22,27.8,50.6,8,88,720,8.0,8,4,12,5,3,3,18,0,7.9,5.7,4.1,9.8,100,250,1.0,0.5,1.5,0.62,1.13,0.99,0.51,1.49,0.71,1.22
Athletic Club,24,27.9,53.1,8,88,720,8.0,8,2,10,5,3,3,13,2,11.8,9.4,6.5,15.9,152,381,1.0,0.25,1.25,0.62,0.87,1.47,0.81,2.28,1.18,1.99
Atlético Madrid,21,28.0,54.4,8,88,720,8.0,14,8,22,13,1,2,19,2,13.3,11.8,9.5,21.2,166,370,1.75,1.0,2.75,1.62,2.62,1.66,1.18,2.84,1.47,2.65
Barcelona,24,25.6,70.0,8,88,720,8.0,21,16,37,20,1,2,11,0,18.0,16.5,13.1,29.6,212,468,2.62,2.0,4.62,2.5,4.5,2.25,1.63,3.89,2.06,3.69
Betis,25,27.9,50.1,8,88,720,8.0,12,11,23,12,0,0,17,0,11.2,11.2,9.2,20.4,136,300,1.5,1.37,2.87,1.5,2.87,1.39,1.16,2.55,1.39,2.55
Celta Vigo,24,26.1,53.8,8,88,720,8.0,7,4,11,6,1,1,13,0,9.3,8.6,7.3,15.8,157,418,0.87,0.5,1.37,0.75,1.25,1.16,0.91,2.07,1.07,1.98
Elche,26,27.3,57.3,8,88,720,8.0,11,7,18,11,0,1,15,1,9.5,8.8,7.0,15.8,134,276,1.37,0.87,2.25,1.37,2.25,1.19,0.88,2.07,1.1,1.97
Espanyol,22,27.6,41.9,9,99,810,9.0,13,9,22,11,2,3,14,1,17.1,14.7,12.3,27.0,154,305,1.44,1.0,2.44,1.22,2.22,1.9,1.37,3.26,1.64,3.0
Getafe,23,28.3,40.5,8,88,720,8.0,9,9,18,9,0,0,20,0,5.5,5.5,4.2,9.7,68,186,1.13,1.13,2.25,1.13,2.25,0.69,0.53,1.22,0.69,1.22
Girona,27,27.6,45.8,8,88,720,8.0,5,3,8,5,0,0,17,5,6.6,6.6,5.1,11.7,134,267,0.62,0.37,1.0,0.62,1.0,0.83,0.64,1.47,0.83,1.47
Levante,24,27.2,39.6,8,88,720,8.0,13,7,20,12,1,1,19,0,11.8,11.2,7.3,18.6,75,200,1.62,0.87,2.5,1.5,2.37,1.48,0.92,2.39,1.4,2.32
Mallorca,24,28.4,43.6,8,88,720,8.0,7,5,12,6,1,1,18,3,6.3,5.5,4.3,9.8,88,241,0.87,0.62,1.5,0.75,1.37,0.78,0.54,1.32,0.69,1.22
Osasuna,20,28.7,44.5,8,88,720,8.0,7,5,12,6,1,1,15,2,7.9,7.2,5.6,12.7,95,228,0.87,0.62,1.5,0.75,1.37,0.99,0.7,1.69,0.89,1.59
Oviedo,26,28.6,42.9,9,99,810,9.0,4,2,6,4,0,1,22,3,7.1,6.3,4.1,10.4,135,255,0.44,0.22,0.67,0.44,0.67,0.79,0.45,1.25,0.7,1.16
Rayo Vallecano,23,29.6,54.0,8,88,720,8.0,8,6,14,7,1,1,22,1,12.0,11.2,8.3,19.4,136,306,1.0,0.75,1.75,0.87,1.62,1.49,1.03,2.53,1.4,2.43
Real Madrid,22,25.7,61.9,8,88,720,8.0,19,15,34,16,3,3,14,1,17.6,15.3,12.4,27.6,209,458,2.37,1.87,4.25,2.0,3.87,2.21,1.54,3.75,1.91,3.45
Real Sociedad,25,26.4,52.3,8,88,720,8.0,7,5,12,6,1,1,19,0,10.4,9.7,8.6,18.3,146,345,0.87,0.62,1.5,0.75,1.37,1.3,1.08,2.38,1.21,2.29
Sevilla,28,27.8,51.4,8,88,720,8.0,14,11,25,13,1,1,27,0,8.0,7.2,6.3,13.4,137,256,1.75,1.37,3.12,1.62,3.0,1.0,0.78,1.78,0.9,1.68
Valencia,20,27.2,47.9,8,88,720,8.0,10,10,20,10,0,1,12,1,8.9,8.1,7.0,15.1,119,252,1.25,1.25,2.5,1.25,2.5,1.12,0.88,1.99,1.02,1.89
Villarreal,25,26.2,46.5,8,88,720,8.0,14,11,25,14,0,0,18,1,13.3,13.3,10.8,24.1,176,336,1.75,1.37,3.12,1.75,3.12,1.66,1.35,3.01,1.66,3.01
