Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Atalanta,1,6,6,540,6.0,5,0.83,27,22,81.5,2,4,0,1,16.7,1,0,1,0,100.0
Bologna,1,6,6,540,6.0,5,0.83,17,12,70.6,3,1,2,2,33.3,0,0,0,0,
Cagliari,1,6,6,540,6.0,6,1.0,26,20,76.9,2,2,2,1,16.7,0,0,0,0,
Como,1,6,6,540,6.0,5,0.83,13,8,61.5,2,3,1,1,16.7,0,0,0,0,
Cremonese,2,6,6,540,6.0,8,1.33,38,30,81.6,2,3,1,2,33.3,1,1,0,0,0.0
Fiorentina,1,6,6,540,6.0,8,1.33,28,20,75.0,0,3,3,2,33.3,1,1,0,0,0.0
Genoa,1,6,6,540,6.0,9,1.5,23,14,65.2,0,2,4,1,16.7,1,1,0,0,0.0
Hellas Verona,1,6,6,540,6.0,9,1.5,24,14,62.5,0,3,3,1,16.7,1,0,1,0,100.0
Inter,2,6,6,540,6.0,8,1.33,20,12,65.0,4,0,2,2,33.3,1,1,0,0,0.0
Juventus,1,6,6,540,6.0,5,0.83,16,11,75.0,3,3,0,3,50.0,2,1,0,1,0.0
Lazio,1,6,6,540,6.0,7,1.17,32,25,78.1,2,1,3,2,33.3,0,0,0,0,
Lecce,1,6,6,540,6.0,10,1.67,29,19,72.4,1,2,3,2,33.3,2,2,0,0,0.0
Milan,2,6,6,540,6.0,3,0.5,19,16,89.5,4,1,1,4,66.7,1,1,0,0,0.0
Napoli,2,6,6,540,6.0,6,1.0,16,10,68.8,5,0,1,2,33.3,1,1,0,0,0.0
Parma,1,6,6,540,6.0,7,1.17,24,17,70.8,1,2,3,1,16.7,0,0,0,0,
Pisa,1,6,6,540,6.0,10,1.67,29,19,65.5,0,2,4,1,16.7,0,0,0,0,
Roma,1,6,6,540,6.0,2,0.33,17,15,88.2,5,0,1,4,66.7,0,0,0,0,
Sassuolo,2,6,6,540,6.0,8,1.33,33,26,78.8,3,0,3,2,33.3,1,1,0,0,0.0
Torino,1,6,6,540,6.0,13,2.17,28,15,60.7,1,2,3,2,33.3,2,2,0,0,0.0
Udinese,1,6,6,540,6.0,9,1.5,21,12,57.1,2,2,2,1,16.7,0,0,0,0,
