Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Atalanta,22,53.5,6.0,3727,465,1375,1581,815,163,3727,122,60,49.2,43,35.2,2186,10590,5608,120,69,39,93,42,2485,240
Bologna,24,56.8,6.0,3481,342,1141,1627,750,114,3479,107,43,40.2,44,41.1,1981,10234,4596,84,61,25,70,59,2290,210
Cagliari,23,43.0,6.0,2955,415,1257,1203,518,94,2954,73,32,43.8,36,49.3,1507,6802,3469,74,45,26,89,49,1782,135
Como,21,57.7,6.0,3792,412,1280,1811,730,125,3792,113,43,38.1,61,54.0,1965,9993,4867,105,63,39,83,67,2544,184
Cremonese,25,43.7,6.0,3116,484,1275,1388,482,58,3115,66,31,47.0,26,39.4,1739,7744,3625,54,48,11,102,47,1915,140
Fiorentina,22,51.2,6.0,3157,355,1075,1503,622,102,3157,93,39,41.9,42,45.2,1753,8810,4445,82,58,18,86,55,1974,173
Genoa,22,47.8,6.0,3186,369,1209,1383,627,83,3186,99,48,48.5,42,42.4,1701,8570,3544,70,41,13,117,56,1834,143
Hellas Verona,24,40.7,6.0,2916,300,951,1308,686,101,2915,86,39,45.3,39,45.3,1460,7564,3723,79,53,18,93,38,1598,162
Inter,24,61.8,6.0,4113,292,1022,1866,1249,230,4113,75,35,46.7,31,41.3,2140,10361,5684,122,87,28,78,45,2963,323
Juventus,22,58.3,6.0,3907,336,1156,1707,1079,149,3907,99,46,46.5,48,48.5,2329,13492,7031,130,115,23,105,36,2712,253
Lazio,23,49.7,6.0,3524,361,1134,1757,667,106,3523,109,40,36.7,50,45.9,1874,8443,4155,70,45,30,66,56,2383,208
Lecce,22,42.7,6.0,2826,337,896,1246,712,101,2826,104,29,27.9,56,53.8,1293,6744,3383,67,38,17,88,47,1598,171
Milan,24,50.8,6.0,3688,362,1196,1741,780,154,3687,109,42,38.5,49,45.0,2227,11851,5906,111,69,36,74,27,2640,198
Napoli,24,61.8,6.0,4201,288,1048,2152,1029,143,4199,85,38,44.7,36,42.4,2650,13170,6677,128,91,27,82,54,3110,297
Parma,19,46.5,6.0,3011,340,975,1343,715,93,3010,74,19,25.7,38,51.4,1619,8225,4182,76,61,12,82,55,1736,146
Pisa,24,37.0,6.0,2646,440,1024,1119,541,79,2645,97,35,36.1,52,53.6,1245,6681,3154,63,39,16,96,48,1383,144
Roma,21,59.2,6.0,3812,344,1084,1786,978,143,3812,98,31,31.6,47,48.0,2091,10690,5343,110,94,29,96,56,2533,242
Sassuolo,25,43.7,6.0,3106,349,1160,1382,599,91,3104,93,36,38.7,41,44.1,1641,8297,4046,78,50,28,105,51,1946,162
Torino,24,44.3,6.0,3019,367,1080,1313,655,121,3018,85,35,41.2,35,41.2,1575,7774,3469,66,50,26,86,52,1868,193
Udinese,25,49.8,6.0,3270,332,932,1550,813,126,3269,112,46,41.1,49,43.8,1760,10181,5375,109,86,26,85,49,2068,209
