Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Alavés,30,28.7,38,3420,90,100,38.0,418,82,248,163,20,254,1.0,36,57,-21,-0.55,42.6,49.9,-7.3,-0.19
Athletic Club,27,26.6,38,3420,90,100,38.0,418,81,240,177,22,242,1.21,46,42,4,0.11,42.8,37.5,5.3,0.14
Atlético Madrid,25,27.3,38,3420,90,100,38.0,418,82,272,148,23,231,2.26,67,25,42,1.11,52.8,37.1,15.7,0.41
Barcelona,25,26.4,38,3420,90,100,38.0,418,82,260,158,22,260,2.08,85,38,47,1.24,73.5,40.8,32.7,0.86
Betis,25,27.9,38,3420,90,100,38.0,418,82,258,155,21,276,1.61,50,50,0,0.0,49.1,46.8,2.3,0.06
Cádiz,34,28.8,38,3420,90,100,38.0,418,80,236,180,23,262,1.16,36,58,-22,-0.58,34.7,55.4,-20.7,-0.54
Celta Vigo,30,26.6,38,3420,90,100,38.0,418,83,280,137,20,238,1.39,55,57,-2,-0.05,50.4,51.0,-0.6,-0.02
Eibar,30,28.2,38,3420,90,100,38.0,418,82,266,149,21,266,0.79,29,52,-23,-0.61,45.2,45.7,-0.5,-0.01
Elche,30,28.1,38,3420,90,100,38.0,418,82,267,152,21,298,0.95,34,55,-21,-0.55,29.9,60.9,-31.0,-0.82
Getafe,31,26.7,38,3420,90,100,38.0,418,83,270,141,19,228,1.0,28,43,-15,-0.39,34.4,40.3,-5.9,-0.16
Granada,34,27.4,38,3420,90,100,38.0,418,80,243,176,24,222,1.21,47,65,-18,-0.47,41.1,56.2,-15.0,-0.4
Huesca,27,28.0,38,3420,90,100,38.0,418,82,246,171,21,215,0.89,34,53,-19,-0.5,38.7,48.1,-9.4,-0.25
Levante,29,28.0,38,3420,90,100,38.0,418,81,233,184,20,219,1.08,46,57,-11,-0.29,40.4,53.5,-13.1,-0.34
Osasuna,28,27.9,38,3420,90,100,38.0,418,81,240,173,20,247,1.16,37,48,-11,-0.29,38.7,47.8,-9.0,-0.24
Real Madrid,30,27.9,38,3420,90,100,38.0,418,82,279,137,23,217,2.21,67,28,39,1.03,61.5,37.6,23.9,0.63
Real Sociedad,30,25.0,38,3420,90,100,38.0,418,81,240,177,21,235,1.63,59,38,21,0.55,60.7,39.2,21.5,0.57
Sevilla,26,28.1,38,3420,90,100,38.0,418,81,233,184,20,266,2.03,53,33,20,0.53,54.4,34.8,19.6,0.52
Valencia,30,25.2,38,3420,90,100,38.0,418,83,263,150,19,283,1.13,50,53,-3,-0.08,42.6,52.2,-9.6,-0.25
Valladolid,32,28.1,38,3420,90,100,38.0,418,81,246,170,21,246,0.82,34,57,-23,-0.61,40.1,52.9,-12.8,-0.34
Villarreal,29,28.0,38,3420,90,100,38.0,418,82,253,165,20,238,1.53,60,44,16,0.42,56.4,42.5,13.9,0.37
