Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Augsburg,2,34.0,63,1,2,4,2,63.4,0.31,2.4,0.07,262,677,38.7,1327,175,34.8,36.5,333,64.6,49.7,539,31,5.8,67,1.97,16.8
Bayern Munich,3,34.0,38,9,1,2,0,40.8,0.3,2.8,0.08,96,223,43.0,1190,185,16.0,26.0,193,17.1,25.7,349,18,5.2,54,1.59,17.5
Bochum,1,34.0,72,8,2,9,3,69.0,0.3,0.0,0.0,554,1175,47.1,1467,83,67.8,44.7,283,63.6,47.5,536,31,5.8,121,3.56,22.2
Dortmund,2,34.0,44,1,0,7,1,41.7,0.28,-1.3,-0.04,124,312,39.7,1132,157,19.8,28.9,237,37.1,36.1,386,23,6.0,55,1.62,17.1
Eint Frankfurt,2,34.0,52,2,1,8,1,43.3,0.31,-7.7,-0.23,81,329,24.6,680,135,38.5,29.1,228,29.4,33.7,416,18,4.3,25,0.74,11.5
Freiburg,1,34.0,44,5,0,4,0,46.4,0.28,2.4,0.07,271,665,40.8,1195,121,41.4,37.6,267,63.7,52.6,434,32,7.4,43,1.26,15.0
Gladbach,4,34.0,55,6,1,4,1,57.7,0.3,3.7,0.11,141,461,30.6,1470,174,24.9,32.7,294,32.3,32.8,529,28,5.3,41,1.21,13.1
Hertha BSC,2,34.0,69,5,4,8,0,60.4,0.33,-8.6,-0.25,209,599,34.9,999,172,42.1,31.2,248,71.8,53.7,504,33,6.5,70,2.06,3.5
Hoffenheim,1,34.0,57,2,1,11,1,50.4,0.31,-5.6,-0.16,206,525,39.2,1131,168,36.3,33.6,282,40.8,36.0,529,43,8.1,43,1.26,13.4
Köln,1,34.0,54,4,4,4,3,42.3,0.3,-8.7,-0.26,154,404,38.1,1144,117,30.2,31.3,244,24.2,28.4,468,19,4.1,22,0.65,13.4
Leverkusen,2,34.0,49,7,1,5,2,42.7,0.25,-4.3,-0.13,121,384,31.5,887,155,32.8,30.3,259,35.9,32.5,410,28,6.8,27,0.79,13.0
Mainz 05,2,34.0,55,4,1,5,0,48.9,0.28,-6.1,-0.18,208,613,33.9,896,184,48.3,36.6,250,72.0,53.9,479,60,12.5,61,1.79,13.8
RB Leipzig,3,34.0,41,7,0,5,2,38.8,0.3,-0.2,-0.01,81,259,31.3,1244,172,16.2,33.6,210,27.1,30.2,377,23,6.1,49,1.44,12.5
Schalke 04,2,34.0,71,5,1,7,1,58.2,0.28,-11.8,-0.35,279,658,42.4,1022,129,46.4,36.8,269,68.4,51.5,483,18,3.7,32,0.94,11.6
Stuttgart,2,34.0,57,6,2,6,1,47.3,0.29,-8.7,-0.26,153,341,44.9,1099,184,23.9,29.2,227,34.4,35.1,463,18,3.9,43,1.26,18.9
Union Berlin,2,34.0,38,7,0,6,0,44.2,0.26,6.2,0.18,288,713,40.4,1274,137,46.5,37.1,218,55.5,43.1,481,51,10.6,36,1.06,15.1
Werder Bremen,2,34.0,64,2,0,6,2,55.1,0.29,-6.9,-0.2,214,530,40.4,942,165,40.7,41.6,291,50.5,43.2,496,25,5.0,42,1.24,16.5
Wolfsburg,1,34.0,48,4,0,5,3,43.9,0.27,-1.1,-0.03,257,588,43.7,1291,183,34.2,33.7,293,50.2,43.1,489,29,5.9,51,1.5,16.5
