Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Angers,30,48.4,38.0,23137,2186,7994,10916,4487,585,23128,839,401,47.8,438,52.2,14880,78280,37894,659,500,152,727,373,15213,1335
Bordeaux,39,47.4,38.0,21609,2364,7619,10032,4195,649,21605,657,355,54.0,302,46.0,13243,71815,35359,609,410,139,676,313,13416,1253
Brest,25,43.9,38.0,20760,2287,6773,9255,4953,692,20752,640,315,49.2,325,50.8,12273,69969,33743,666,490,155,664,312,12570,1335
Clermont Foot,28,50.0,38.0,23488,2137,8082,10780,4860,676,23485,599,327,54.6,272,45.4,14941,76251,36491,617,419,142,618,410,15584,1352
Lens,28,50.7,38.0,24163,2058,6639,12383,5399,748,24158,594,345,58.1,250,42.1,15515,88191,47289,763,564,142,617,336,16448,1680
Lille,26,50.8,38.0,23068,2112,6990,11083,5263,793,23063,620,313,50.5,306,49.4,14302,79012,40425,725,540,183,655,347,14980,1472
Lorient,29,44.4,38.0,21037,2054,6869,10009,4373,597,21034,597,307,51.4,290,48.6,12358,64255,31731,569,446,126,644,332,13060,1251
Lyon,30,58.4,38.0,27712,2276,7862,13801,6302,913,27704,814,489,60.1,325,39.9,18559,92512,45471,781,625,207,704,408,19671,1739
Marseille,27,61.7,38.0,27998,1932,7517,14192,6507,861,27988,573,307,53.6,266,46.4,19842,101741,52308,762,630,200,569,328,21071,1854
Metz,36,42.9,38.0,20273,2201,7342,9598,3595,412,20272,609,334,54.8,275,45.2,12090,68592,32106,572,464,90,710,364,11964,1004
Monaco,27,54.1,38.0,24600,2002,6594,12122,6112,936,24591,652,366,56.1,286,43.9,15038,79755,40904,750,546,189,654,321,16188,1855
Montpellier,27,48.2,38.0,21921,2665,7961,9658,4518,574,21917,590,316,53.6,274,46.4,13539,71134,35564,604,424,95,648,340,13818,1269
Nantes,26,43.9,38.0,20769,1992,6238,9782,4964,703,20764,676,333,49.3,343,50.7,11889,64267,30486,607,467,173,587,352,12477,1319
Nice,27,51.5,38.0,23930,2031,6830,12258,5096,752,23920,699,387,55.4,310,44.3,15574,85662,42891,732,580,150,635,349,16009,1458
Paris S-G,36,63.0,38.0,30477,2211,7261,15653,7791,1017,30469,872,490,56.2,381,43.7,21529,108747,56045,877,815,236,554,348,23683,2032
Reims,35,42.2,38.0,20184,2495,7676,8540,4230,585,20178,594,329,55.4,265,44.6,11812,67583,34288,614,455,127,701,324,11991,1174
Rennes,28,55.9,38.0,25210,2049,7040,12435,5946,900,25206,530,287,54.2,243,45.8,15801,85120,42452,676,536,141,587,269,17502,1723
Saint-Étienne,39,48.5,38.0,22335,2054,7007,10847,4749,605,22330,736,397,53.9,339,46.1,12776,71994,36385,685,516,156,725,398,13788,1391
Strasbourg,26,49.5,38.0,22693,2019,6434,10911,5563,830,22685,498,272,54.6,226,45.4,13461,70285,35497,573,474,117,589,300,14474,1579
Troyes,35,44.4,38.0,20860,2469,7825,9020,4253,534,20853,586,318,54.3,268,45.7,13005,68621,33290,598,455,96,588,322,12988,1209
