Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Angers,31,38.0,18822,16876,1907,551,30,135,662,824,168,68,78,1,14883,39,355
Bordeaux,28,38.0,19490,17533,1908,534,16,146,609,814,174,81,58,0,15862,49,318
Brest,26,38.0,19407,17412,1936,489,19,147,720,859,181,98,40,0,15437,59,298
Dijon,33,38.0,17901,15908,1939,502,17,113,569,832,146,68,71,0,13948,54,314
Lens,27,38.0,18957,17084,1824,491,18,200,760,781,194,85,81,0,15078,49,332
Lille,21,38.0,21892,20037,1791,466,31,173,637,841,184,87,84,5,17886,64,316
Lorient,27,38.0,17085,15172,1867,480,21,110,606,800,176,62,89,1,13171,46,287
Lyon,29,38.0,21396,19477,1856,479,36,135,710,814,232,54,88,2,17683,63,320
Marseille,31,38.0,20532,18515,1965,572,17,182,647,840,174,95,66,2,16481,52,344
Metz,27,38.0,16956,15135,1771,495,26,163,659,712,161,54,64,4,13167,50,292
Monaco,30,38.0,21991,20044,1877,513,32,174,746,823,218,96,92,3,17738,70,300
Montpellier,25,38.0,16620,14667,1905,477,12,194,807,817,184,68,95,4,12720,48,308
Nantes,25,38.0,16537,14540,1943,569,20,114,676,846,178,106,65,1,12326,54,306
Nice,31,38.0,21589,19731,1818,500,16,169,599,759,168,91,45,0,18110,40,309
Nîmes,33,38.0,16714,14592,2072,594,13,167,617,902,161,68,68,5,12696,50,291
Paris S-G,33,38.0,26137,24439,1633,456,55,106,695,666,218,104,44,3,22941,65,265
Reims,29,38.0,17170,15309,1800,454,11,155,539,758,145,68,64,0,13535,61,229
Rennes,32,38.0,23914,22015,1865,527,22,186,764,804,198,90,91,0,20011,34,305
Saint-Étienne,40,38.0,17666,15586,2031,523,12,174,779,949,191,82,83,3,13609,49,338
Strasbourg,26,38.0,17175,15254,1882,451,8,265,713,873,165,73,72,0,13120,39,338
