Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Almería,29,38.0,15855,13865,1907,552,49,132,605,750,147,58,59,1,12151,83,308
Athletic Club,26,38.0,18630,16594,1940,502,44,191,918,835,257,66,123,1,14440,96,386
Atlético Madrid,27,38.0,20488,18630,1779,490,83,193,625,702,183,97,46,0,16814,79,345
Barcelona,29,38.0,24733,22836,1799,565,133,205,744,710,244,82,83,2,21298,98,340
Betis,30,38.0,18249,16255,1920,634,62,137,514,740,152,46,76,1,14678,74,376
Cádiz,38,38.0,13952,12025,1852,548,29,150,633,748,145,65,47,3,9940,75,297
Celta Vigo,26,38.0,18499,16495,1923,557,44,161,705,802,184,65,88,1,14700,81,300
Elche,32,38.0,15758,13769,1908,494,24,164,750,789,204,72,83,8,12051,81,390
Espanyol,33,38.0,14698,12685,1951,574,34,115,713,744,179,75,60,3,10827,62,298
Getafe,25,38.0,14126,12118,1929,524,18,162,649,857,119,58,54,1,9690,79,333
Girona,29,38.0,18604,16633,1884,576,32,135,713,742,145,66,53,1,15146,87,319
Mallorca,31,38.0,14261,12483,1701,497,29,150,635,649,139,49,68,0,10451,77,306
Osasuna,26,38.0,16835,14900,1875,523,26,197,794,799,159,64,65,3,12725,60,345
Rayo Vallecano,28,38.0,17666,15514,2054,564,29,194,832,901,189,78,69,1,13497,98,365
Real Madrid,26,38.0,25012,23163,1760,555,65,242,574,653,226,83,53,1,22082,89,353
Real Sociedad,30,38.0,19134,17244,1799,537,47,107,538,782,165,57,71,1,15324,91,324
Sevilla,35,38.0,19193,17244,1843,526,36,209,827,746,174,42,81,1,15379,106,307
Valencia,28,38.0,17492,15405,2007,570,39,164,924,852,226,67,88,0,13592,80,345
Valladolid,36,38.0,16425,14336,1991,576,33,225,683,786,170,49,91,3,12627,98,365
Villarreal,32,38.0,19862,17980,1795,574,86,186,520,642,210,96,39,4,16634,87,347
