Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Atalanta,32,26.6,44.9,38,418,3420,38.0,45,29,74,40,5,6,94,1,45.3,40.5,32.0,72.6,514,1122,1.18,0.76,1.95,1.05,1.82,1.19,0.84,2.03,1.07,1.91
vs Bologna,36,26.5,49.3,38,418,3420,38.0,53,32,85,45,8,9,83,4,52.6,45.3,35.9,81.2,790,1454,1.39,0.84,2.24,1.18,2.03,1.38,0.95,2.33,1.19,2.14
vs Cagliari,33,26.7,55.6,38,418,3420,38.0,67,41,108,60,7,10,74,5,61.0,53.2,43.6,96.8,713,1597,1.76,1.08,2.84,1.58,2.66,1.6,1.15,2.75,1.4,2.55
vs Empoli,28,27.0,52.9,38,418,3420,38.0,64,44,108,59,5,10,80,1,66.0,58.4,48.2,106.6,823,1678,1.68,1.16,2.84,1.55,2.71,1.74,1.27,3.01,1.54,2.81
vs Fiorentina,28,26.7,41.8,38,418,3420,38.0,49,33,82,46,3,5,103,4,40.6,37.1,30.3,67.3,480,979,1.29,0.87,2.16,1.21,2.08,1.07,0.8,1.87,0.98,1.77
vs Genoa,40,26.7,56.1,38,418,3420,38.0,58,35,93,54,4,5,82,1,54.1,50.1,38.7,88.9,684,1572,1.53,0.92,2.45,1.42,2.34,1.42,1.02,2.44,1.32,2.34
vs Hellas Verona,31,26.8,49.4,38,418,3420,38.0,57,38,95,54,3,4,74,3,49.0,45.7,35.5,81.2,568,1159,1.5,1.0,2.5,1.42,2.42,1.29,0.94,2.23,1.2,2.14
vs Inter,27,26.7,43.4,38,418,3420,38.0,31,19,50,27,4,4,79,5,39.1,36.0,25.5,61.5,569,1095,0.82,0.5,1.32,0.71,1.21,1.03,0.67,1.7,0.95,1.62
vs Juventus,32,26.8,48.3,38,418,3420,38.0,36,21,57,32,4,7,94,4,38.1,32.5,24.3,56.8,719,1471,0.95,0.55,1.5,0.84,1.39,1.0,0.64,1.64,0.86,1.5
vs Lazio,27,26.5,44.4,38,418,3420,38.0,57,40,97,52,5,6,100,7,47.7,43.0,34.3,77.3,579,1293,1.5,1.05,2.55,1.37,2.42,1.25,0.9,2.16,1.13,2.03
vs Milan,28,27.0,45.8,38,418,3420,38.0,29,19,48,25,4,5,91,6,35.9,32.1,25.7,57.8,542,1298,0.76,0.5,1.26,0.66,1.16,0.95,0.68,1.62,0.84,1.52
vs Napoli,27,26.6,41.5,38,418,3420,38.0,30,19,49,29,1,1,101,9,32.5,31.8,25.2,57.0,565,1254,0.79,0.5,1.29,0.76,1.26,0.85,0.66,1.52,0.84,1.5
vs Roma,29,26.8,48.6,38,418,3420,38.0,41,23,64,36,5,6,106,8,38.4,33.6,26.2,59.8,646,1275,1.08,0.61,1.68,0.95,1.55,1.01,0.69,1.7,0.89,1.57
vs Salernitana,42,26.8,59.0,38,418,3420,38.0,76,58,134,70,6,8,98,8,65.2,59.1,48.2,107.3,840,1705,2.0,1.53,3.53,1.84,3.37,1.72,1.27,2.99,1.55,2.82
vs Sampdoria,34,26.7,54.1,38,418,3420,38.0,61,41,102,58,3,4,82,2,56.1,53.0,38.0,91.0,807,1548,1.61,1.08,2.68,1.53,2.61,1.48,1.0,2.48,1.39,2.39
vs Sassuolo,29,26.8,44.8,38,418,3420,38.0,65,48,113,57,8,9,83,6,66.4,59.3,50.0,109.2,699,1363,1.71,1.26,2.97,1.5,2.76,1.75,1.31,3.06,1.56,2.87
vs Spezia,30,27.0,57.3,38,418,3420,38.0,68,44,112,58,10,13,85,2,64.4,54.4,44.5,98.9,722,1654,1.79,1.16,2.95,1.53,2.68,1.69,1.17,2.87,1.43,2.6
vs Torino,31,26.8,46.4,38,418,3420,38.0,41,25,66,32,9,11,96,7,38.9,30.3,25.2,55.5,468,1027,1.08,0.66,1.74,0.84,1.5,1.02,0.66,1.69,0.8,1.46
vs Udinese,29,26.8,57.7,38,418,3420,38.0,57,39,96,52,5,7,107,6,52.4,47.2,36.9,84.1,677,1573,1.5,1.03,2.53,1.37,2.39,1.38,0.97,2.35,1.24,2.21
vs Venezia,39,26.8,57.9,38,418,3420,38.0,67,39,106,56,11,12,79,3,71.8,63.8,47.9,111.7,807,1719,1.76,1.03,2.79,1.47,2.5,1.89,1.26,3.15,1.68,2.94
