Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Atalanta,22,6.0,11,88,27,30.7,14.67,4.5,0.13,0.41,17.1,2,0,0,8.6,8.6,0.1,2.4,2.4
Bologna,24,6.0,9,80,20,25.0,13.33,3.33,0.09,0.35,18.0,3,2,2,8.3,6.7,0.09,0.7,0.3
Cagliari,23,6.0,6,64,18,28.1,10.67,3.0,0.08,0.28,17.7,2,1,1,6.1,5.3,0.09,-0.1,-0.3
Como,21,6.0,7,90,29,32.2,15.0,4.83,0.08,0.24,18.7,2,0,0,7.7,7.7,0.09,-0.7,-0.7
Cremonese,25,6.0,7,35,15,42.9,5.83,2.5,0.17,0.4,18.4,1,1,1,4.3,3.5,0.12,2.7,2.5
Fiorentina,22,6.0,4,72,13,18.1,12.0,2.17,0.06,0.31,18.7,4,0,0,6.6,6.6,0.1,-2.6,-2.6
Genoa,22,6.0,3,57,17,29.8,9.5,2.83,0.05,0.18,17.8,2,0,0,5.8,5.8,0.11,-2.8,-2.8
Hellas Verona,24,6.0,2,83,31,37.3,13.83,5.17,0.01,0.03,20.8,3,1,1,6.6,5.8,0.07,-4.6,-4.8
Inter,24,6.0,16,121,36,29.8,20.17,6.0,0.13,0.44,15.8,4,0,0,12.5,12.5,0.11,3.5,3.5
Juventus,22,6.0,9,96,32,33.3,16.0,5.33,0.09,0.28,17.9,2,0,0,7.0,7.0,0.08,2.0,2.0
Lazio,23,6.0,10,67,20,29.9,11.17,3.33,0.13,0.45,17.7,1,1,1,8.5,7.7,0.12,1.5,1.3
Lecce,22,6.0,5,56,17,30.4,9.33,2.83,0.09,0.29,17.3,1,0,0,4.4,4.4,0.08,0.6,0.6
Milan,24,6.0,9,83,27,32.5,13.83,4.5,0.11,0.33,16.2,1,0,1,8.6,7.8,0.1,0.4,1.2
Napoli,24,6.0,12,94,34,36.2,15.67,5.67,0.11,0.29,16.2,2,2,2,10.3,9.7,0.11,1.7,0.3
Parma,19,6.0,3,69,15,21.7,11.5,2.5,0.03,0.13,17.6,3,1,1,5.9,5.1,0.08,-2.9,-3.1
Pisa,24,6.0,2,57,13,22.8,9.5,2.17,0.02,0.08,17.1,0,1,1,4.8,4.3,0.08,-2.8,-3.3
Roma,21,6.0,7,77,28,36.4,12.83,4.67,0.09,0.25,16.9,4,0,0,7.0,7.0,0.09,0.0,0.0
Sassuolo,25,6.0,8,55,22,40.0,9.17,3.67,0.13,0.32,18.3,3,1,2,6.7,4.9,0.09,1.3,2.1
Torino,24,6.0,5,68,28,41.2,11.33,4.67,0.07,0.18,18.7,1,0,1,6.2,5.4,0.08,-1.2,-0.4
Udinese,25,6.0,6,81,24,29.6,13.5,4.0,0.06,0.21,20.0,1,1,1,7.3,6.6,0.09,-1.3,-1.6
