Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Atalanta,3,38.0,42,6,0,4,1,39.8,0.23,-1.2,-0.03,161,459,35.1,974,213,28.9,29.6,270,65.9,50.1,444,30,6.8,55,1.45,16.7
Bologna,3,38.0,32,3,2,3,1,32.1,0.23,1.1,0.03,118,348,33.9,941,159,26.5,29.6,285,34.7,33.2,505,13,2.6,19,0.5,12.2
Cagliari,3,38.0,68,4,3,10,3,56.2,0.34,-8.8,-0.23,202,544,37.1,838,137,42.1,64.0,312,61.2,45.9,583,28,4.8,24,0.63,
Empoli,3,38.0,54,6,0,10,1,48.9,0.22,-4.1,-0.11,162,542,29.9,1031,220,39.8,33.0,309,42.7,37.7,645,42,6.5,31,0.82,12.4
Fiorentina,3,38.0,46,8,3,5,0,45.5,0.25,-0.5,-0.01,191,458,41.7,1257,138,29.5,31.0,209,41.6,37.0,353,8,2.3,32,0.84,19.5
Frosinone,2,38.0,69,5,0,11,2,53.4,0.27,-13.6,-0.36,90,416,21.6,956,175,34.6,37.2,316,26.9,27.1,538,22,4.1,26,0.68,14.3
Genoa,3,38.0,45,3,1,4,1,41.6,0.28,-2.4,-0.06,245,634,38.6,1174,110,43.6,35.9,325,37.5,32.2,609,48,7.9,41,1.08,12.2
Hellas Verona,2,38.0,51,2,0,6,1,43.5,0.26,-6.5,-0.17,331,791,41.8,983,111,55.6,41.1,319,76.5,55.3,492,22,4.5,45,1.18,15.3
Inter,3,38.0,22,2,0,3,0,29.2,0.23,7.2,0.19,111,252,44.0,1196,151,16.9,26.1,249,20.1,25.8,453,24,5.3,16,0.42,12.1
Juventus,3,38.0,31,2,0,4,2,30.1,0.24,1.1,0.03,154,360,42.8,768,144,36.6,29.4,321,24.6,28.7,601,28,4.7,23,0.61,16.7
Lazio,2,38.0,39,2,0,3,0,36.9,0.23,-2.1,-0.05,139,366,38.0,985,132,29.5,37.7,301,24.9,28.1,476,21,4.4,23,0.61,13.1
Lecce,1,38.0,54,5,1,7,1,51.0,0.26,-2.0,-0.05,152,489,31.1,801,159,46.7,34.9,340,33.8,29.1,522,20,3.8,20,0.53,11.0
Milan,4,38.0,49,8,2,4,1,42.7,0.22,-5.3,-0.14,146,351,41.6,1248,233,22.9,26.9,273,23.8,26.9,440,43,9.8,46,1.21,15.4
Monza,2,38.0,51,7,1,6,0,59.8,0.27,8.8,0.23,197,486,40.5,1223,230,28.9,30.6,319,41.7,37.5,531,22,4.1,21,0.55,16.8
Napoli,3,38.0,48,2,1,6,0,46.1,0.33,-1.9,-0.05,83,242,34.3,955,149,19.9,17.0,226,23.0,27.9,417,14,3.4,41,1.08,37.0
Roma,2,38.0,46,3,0,5,3,43.6,0.26,0.6,0.02,134,327,41.0,945,163,25.1,25.3,289,31.1,29.7,517,32,6.2,15,0.39,12.0
Salernitana,3,38.0,81,10,0,9,2,68.1,0.29,-10.9,-0.29,183,647,28.3,858,127,49.7,44.9,345,64.1,46.6,631,15,2.4,31,0.82,7.6
Sassuolo,2,38.0,75,8,2,8,4,56.9,0.28,-14.1,-0.37,189,585,32.3,987,154,45.9,37.8,347,38.0,33.5,582,26,4.5,30,0.79,18.6
Torino,2,38.0,36,7,0,4,0,37.3,0.22,1.3,0.04,274,812,33.7,1370,179,44.2,31.1,273,75.8,59.9,431,41,9.5,40,1.05,12.0
Udinese,2,38.0,53,9,2,5,1,49.6,0.26,-2.4,-0.06,156,431,36.2,597,113,45.9,41.7,300,52.3,42.5,647,12,1.9,9,0.24,8.7
