Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
vs Arsenal,27,38.0,47,419,142,33.9,11.03,3.74,0.1,0.3,17.6,16,5,6,45.7,40.9,0.1,1.3,1.1
vs Aston Villa,31,38.0,52,471,144,30.6,12.39,3.79,0.1,0.33,17.4,22,4,6,49.0,44.1,0.1,3.0,3.9
vs Brentford,29,38.0,54,498,174,34.9,13.11,4.58,0.1,0.28,18.2,22,5,5,48.5,44.6,0.09,5.5,4.4
vs Brighton,26,38.0,44,472,143,30.3,12.42,3.76,0.09,0.29,18.6,21,3,4,42.9,39.8,0.09,1.1,1.2
vs Burnley,23,38.0,51,598,173,28.9,15.74,4.55,0.08,0.27,17.7,16,5,5,57.1,53.2,0.09,-6.1,-7.2
vs Chelsea,26,38.0,32,335,109,32.5,8.82,2.87,0.08,0.24,18.1,11,6,6,33.2,28.9,0.09,-1.2,-2.9
vs Crystal Palace,24,38.0,44,439,140,31.9,11.55,3.68,0.09,0.29,17.9,20,3,4,40.7,37.6,0.09,3.3,3.4
vs Everton,33,38.0,61,520,186,35.8,13.68,4.89,0.11,0.32,17.7,19,2,2,55.4,53.9,0.11,5.6,5.1
vs Leeds United,29,38.0,78,576,219,38.0,15.16,5.76,0.13,0.33,17.3,23,5,5,67.8,64.0,0.11,10.2,9.0
vs Leicester City,28,38.0,58,556,183,32.9,14.63,4.82,0.09,0.28,16.4,15,7,9,59.3,52.6,0.1,-1.3,-1.6
vs Liverpool,27,38.0,25,297,107,36.0,7.82,2.82,0.08,0.23,17.2,14,0,0,33.8,33.8,0.12,-8.8,-8.8
vs Manchester City,26,38.0,26,236,84,35.6,6.21,2.21,0.11,0.3,17.2,9,1,1,24.6,23.9,0.1,1.4,1.1
vs Manchester Utd,29,38.0,54,506,175,34.6,13.32,4.61,0.1,0.29,17.7,14,3,5,53.0,49.4,0.1,1.0,1.6
vs Newcastle Utd,29,38.0,60,524,159,30.3,13.79,4.18,0.1,0.35,17.6,23,5,6,57.1,52.6,0.1,2.9,2.4
vs Norwich City,28,38.0,82,619,212,34.2,16.29,5.58,0.12,0.34,16.9,16,9,12,75.5,66.3,0.11,6.5,6.7
vs Southampton,25,38.0,65,493,181,36.7,12.97,4.76,0.13,0.35,16.2,11,2,2,60.0,58.5,0.12,5.0,4.5
vs Tottenham,25,38.0,39,490,135,27.6,12.89,3.55,0.08,0.27,17.6,11,2,2,39.3,37.7,0.08,-0.3,-0.7
vs Watford,30,38.0,74,554,181,32.7,14.58,4.76,0.12,0.38,16.9,16,6,7,64.5,59.0,0.11,9.5,9.0
vs West Ham,25,38.0,49,542,160,29.5,14.26,4.21,0.09,0.29,17.5,15,2,6,53.5,48.8,0.09,-4.5,-1.8
vs Wolves,26,38.0,42,499,158,31.7,13.13,4.16,0.07,0.21,17.4,23,9,10,56.9,49.2,0.1,-14.9,-16.2
