Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Angers,30,25.8,51.3,38,418,3420,38.0,52,36,88,47,5,5,81,7,50.0,46.2,37.6,83.9,711,1615,1.37,0.95,2.32,1.24,2.18,1.32,0.99,2.31,1.22,2.21
vs Bordeaux,39,26.0,52.7,38,418,3420,38.0,88,65,153,81,7,9,68,6,66.8,59.7,48.0,107.7,774,1648,2.32,1.71,4.03,2.13,3.84,1.76,1.26,3.02,1.57,2.83
vs Brest,25,25.9,56.2,38,418,3420,38.0,55,41,96,51,4,4,81,7,56.3,53.1,43.2,96.4,683,1813,1.45,1.08,2.53,1.34,2.42,1.48,1.14,2.62,1.4,2.54
vs Clermont Foot,28,25.7,50.0,38,418,3420,38.0,66,44,110,61,5,5,77,6,52.4,48.4,38.6,87.0,592,1448,1.74,1.16,2.89,1.61,2.76,1.38,1.02,2.39,1.27,2.29
vs Lens,28,25.9,49.2,38,418,3420,38.0,48,31,79,44,4,5,84,7,42.7,38.7,28.8,67.5,654,1332,1.26,0.82,2.08,1.16,1.97,1.12,0.76,1.88,1.02,1.78
vs Lille,26,25.8,49.2,38,418,3420,38.0,46,24,70,40,6,6,86,8,39.9,35.4,24.0,59.4,723,1476,1.21,0.63,1.84,1.05,1.68,1.05,0.63,1.68,0.93,1.56
vs Lorient,29,26.0,55.7,38,418,3420,38.0,60,39,99,55,5,6,72,10,50.5,45.8,34.3,80.1,755,1625,1.58,1.03,2.61,1.45,2.47,1.33,0.9,2.23,1.21,2.11
vs Lyon,30,26.0,41.2,38,418,3420,38.0,48,30,78,41,7,8,63,0,54.6,48.2,39.1,87.3,661,1321,1.26,0.79,2.05,1.08,1.87,1.44,1.03,2.46,1.27,2.3
vs Marseille,27,25.8,38.0,38,418,3420,38.0,37,27,64,33,4,4,84,7,39.0,35.9,28.6,64.6,502,1122,0.97,0.71,1.68,0.87,1.58,1.03,0.75,1.78,0.95,1.7
vs Metz,36,26.1,57.2,38,418,3420,38.0,67,50,117,62,5,5,67,2,62.5,58.6,45.2,103.8,732,1742,1.76,1.32,3.08,1.63,2.95,1.65,1.19,2.83,1.54,2.73
vs Monaco,27,25.9,45.8,38,418,3420,38.0,37,25,62,29,8,9,66,2,40.3,33.4,26.2,59.5,561,1253,0.97,0.66,1.63,0.76,1.42,1.06,0.69,1.75,0.88,1.57
vs Montpellier,27,26.0,51.9,38,418,3420,38.0,60,41,101,55,5,6,87,4,57.1,52.4,43.5,95.9,905,1660,1.58,1.08,2.66,1.45,2.53,1.5,1.14,2.65,1.38,2.52
vs Nantes,26,25.8,56.3,38,418,3420,38.0,47,34,81,43,4,7,61,9,52.7,47.3,35.0,82.3,697,1707,1.24,0.89,2.13,1.13,2.03,1.39,0.92,2.31,1.25,2.17
vs Nice,27,26.0,48.4,38,418,3420,38.0,36,24,60,32,4,5,59,3,42.5,38.5,29.8,68.3,577,1396,0.95,0.63,1.58,0.84,1.47,1.12,0.78,1.9,1.01,1.8
vs Paris S-G,36,25.7,36.6,38,418,3420,38.0,35,25,60,32,3,3,74,5,39.8,37.4,29.4,66.8,700,1090,0.92,0.66,1.58,0.84,1.5,1.05,0.77,1.82,0.98,1.76
vs Reims,35,25.9,57.8,38,418,3420,38.0,44,26,70,39,5,7,76,6,46.4,40.9,30.4,71.3,749,1614,1.16,0.68,1.84,1.03,1.71,1.22,0.8,2.02,1.08,1.88
vs Rennes,28,25.8,43.7,38,418,3420,38.0,39,27,66,34,5,6,73,2,42.9,38.3,29.7,68.0,560,1172,1.03,0.71,1.74,0.89,1.61,1.13,0.78,1.91,1.01,1.79
vs Saint-Étienne,39,26.1,50.7,38,418,3420,38.0,73,57,130,65,8,8,69,1,58.3,52.1,42.9,95.0,571,1445,1.92,1.5,3.42,1.71,3.21,1.53,1.13,2.66,1.37,2.5
vs Strasbourg,26,25.9,50.5,38,418,3420,38.0,42,31,73,38,4,4,78,4,43.5,40.4,31.3,71.7,694,1334,1.11,0.82,1.92,1.0,1.82,1.15,0.82,1.97,1.06,1.89
vs Troyes,35,25.9,55.8,38,418,3420,38.0,51,30,81,41,10,10,89,7,50.8,42.9,35.6,78.5,638,1739,1.34,0.79,2.13,1.08,1.87,1.34,0.94,2.27,1.13,2.07
