Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Almería,29,27.6,54.9,38,418,3420,38.0,64,49,113,60,4,6,93,5,62.5,57.8,49.5,107.4,860,1707,1.68,1.29,2.97,1.58,2.87,1.65,1.3,2.95,1.52,2.83
vs Athletic Club,26,27.3,48.4,38,418,3420,38.0,40,28,68,37,3,3,97,3,36.9,34.5,26.9,61.4,549,1212,1.05,0.74,1.79,0.97,1.71,0.97,0.71,1.68,0.91,1.62
vs Atlético Madrid,27,27.0,49.4,38,418,3420,38.0,33,22,55,29,4,5,93,6,41.1,37.2,31.3,68.5,729,1634,0.87,0.58,1.45,0.76,1.34,1.08,0.82,1.9,0.98,1.8
vs Barcelona,29,27.4,35.7,38,418,3420,38.0,17,10,27,14,3,3,93,8,33.2,30.8,23.0,53.9,475,955,0.45,0.26,0.71,0.37,0.63,0.87,0.61,1.48,0.81,1.42
vs Betis,30,27.3,49.4,38,418,3420,38.0,40,28,68,37,3,3,99,8,50.0,47.7,37.0,84.7,749,1571,1.05,0.74,1.79,0.97,1.71,1.32,0.97,2.29,1.26,2.23
vs Cádiz,38,27.2,58.1,38,418,3420,38.0,53,32,85,44,9,10,100,11,61.6,53.8,38.4,92.3,823,1739,1.39,0.84,2.24,1.16,2.0,1.62,1.01,2.63,1.42,2.43
vs Celta Vigo,26,27.6,49.8,38,418,3420,38.0,52,35,87,47,5,8,112,9,45.4,39.2,30.5,69.7,536,1297,1.37,0.92,2.29,1.24,2.16,1.2,0.8,2.0,1.03,1.83
vs Elche,32,27.3,54.5,38,418,3420,38.0,65,44,109,58,7,10,83,8,70.0,62.1,48.7,110.9,737,1615,1.71,1.16,2.87,1.53,2.68,1.84,1.28,3.13,1.64,2.92
vs Espanyol,33,27.6,56.9,38,418,3420,38.0,67,47,114,62,5,6,111,8,59.8,55.3,44.6,99.8,748,1634,1.76,1.24,3.0,1.63,2.87,1.57,1.17,2.75,1.45,2.63
vs Getafe,25,27.5,60.1,38,418,3420,38.0,43,29,72,39,4,8,91,7,46.0,39.8,31.0,70.8,688,1519,1.13,0.76,1.89,1.03,1.79,1.21,0.82,2.03,1.05,1.86
vs Girona,29,27.2,48.7,38,418,3420,38.0,55,39,94,49,6,8,91,5,54.9,48.6,38.6,87.2,677,1439,1.45,1.03,2.47,1.29,2.32,1.44,1.02,2.46,1.28,2.29
vs Mallorca,31,27.4,58.9,38,418,3420,38.0,43,31,74,37,6,7,94,4,46.4,41.0,31.8,72.8,795,1706,1.13,0.82,1.95,0.97,1.79,1.22,0.84,2.06,1.08,1.92
vs Osasuna,26,27.4,52.0,38,418,3420,38.0,40,29,69,39,1,4,81,9,45.7,42.5,34.8,77.3,680,1371,1.05,0.76,1.82,1.03,1.79,1.2,0.92,2.12,1.12,2.03
vs Rayo Vallecano,28,27.2,48.8,38,418,3420,38.0,49,34,83,45,4,5,93,7,50.3,46.6,36.8,83.4,589,1231,1.29,0.89,2.18,1.18,2.08,1.32,0.97,2.29,1.23,2.2
vs Real Madrid,26,27.3,39.1,38,418,3420,38.0,35,21,56,31,4,5,97,7,38.9,35.0,27.8,62.8,631,1189,0.92,0.55,1.47,0.82,1.37,1.02,0.73,1.76,0.92,1.65
vs Real Sociedad,30,27.5,45.4,38,418,3420,38.0,33,26,59,32,1,2,98,10,33.0,31.5,24.8,56.3,575,1025,0.87,0.68,1.55,0.84,1.53,0.87,0.65,1.52,0.83,1.48
vs Sevilla,35,27.3,47.4,38,418,3420,38.0,51,40,91,49,2,3,95,8,54.2,51.8,42.0,93.7,643,1275,1.34,1.05,2.39,1.29,2.34,1.43,1.1,2.53,1.36,2.47
vs Valencia,28,27.5,48.0,38,418,3420,38.0,43,34,77,41,2,5,127,10,43.5,39.7,32.3,72.0,480,1225,1.13,0.89,2.03,1.08,1.97,1.14,0.85,1.99,1.04,1.89
vs Valladolid,36,27.4,51.3,38,418,3420,38.0,62,46,108,56,6,10,66,2,65.2,57.5,46.7,104.2,723,1486,1.63,1.21,2.84,1.47,2.68,1.71,1.23,2.94,1.51,2.74
vs Villarreal,32,27.2,43.1,38,418,3420,38.0,39,29,68,35,4,4,105,5,49.9,46.7,35.7,82.4,640,1242,1.03,0.76,1.79,0.92,1.68,1.31,0.94,2.25,1.23,2.17
