Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
vs Almería,3,38,38,3420,38.0,49,1.29,157,108,70.1,19,8,11,10,26.3,3,2,0,1,0.0
vs Athletic Club,2,38,38,3420,38.0,47,1.24,164,116,74.4,15,9,14,16,42.1,7,5,2,0,28.6
vs Atlético Madrid,3,38,38,3420,38.0,70,1.84,196,128,64.8,7,8,23,5,13.2,1,1,0,0,0.0
vs Barcelona,2,38,38,3420,38.0,70,1.84,187,118,62.6,6,4,28,4,10.5,2,0,0,2,
vs Betis,2,38,38,3420,38.0,46,1.21,147,103,74.1,12,9,17,13,34.2,9,8,1,0,11.1
vs Cádiz,2,38,38,3420,38.0,30,0.79,112,83,76.8,16,12,10,17,44.7,5,4,0,1,0.0
vs Celta Vigo,2,38,38,3420,38.0,43,1.13,163,121,74.8,17,10,11,10,26.3,3,2,1,0,33.3
vs Elche,2,38,38,3420,38.0,30,0.79,129,98,79.8,23,10,5,16,42.1,5,4,1,0,20.0
vs Espanyol,4,38,38,3420,38.0,52,1.37,156,105,69.9,17,13,8,4,10.5,5,5,0,0,0.0
vs Getafe,1,38,38,3420,38.0,34,0.89,123,87,76.4,16,12,10,14,36.8,8,5,2,1,28.6
vs Girona,2,38,38,3420,38.0,58,1.53,169,113,70.4,15,10,13,8,21.1,9,8,1,0,11.1
vs Mallorca,3,38,38,3420,38.0,37,0.97,112,75,70.5,16,8,14,13,34.2,5,4,1,0,20.0
vs Osasuna,2,38,38,3420,38.0,37,0.97,137,101,75.9,15,8,15,15,39.5,5,4,0,1,0.0
vs Rayo Vallecano,2,38,38,3420,38.0,45,1.18,153,109,73.2,15,10,13,10,26.3,8,4,3,1,42.9
vs Real Madrid,2,38,38,3419,38.0,75,1.97,217,142,69.6,8,6,24,5,13.2,12,9,2,1,18.2
vs Real Sociedad,1,38,38,3420,38.0,51,1.34,177,128,72.3,9,8,21,9,23.7,4,2,2,0,50.0
vs Sevilla,2,38,38,3420,38.0,47,1.24,145,98,70.3,15,10,13,7,18.4,5,4,0,1,0.0
vs Valencia,1,38,38,3420,38.0,42,1.11,147,105,74.8,18,9,11,12,31.6,8,5,2,1,28.6
vs Valladolid,3,38,38,3420,38.0,33,0.87,141,108,78.7,20,7,11,18,47.4,4,3,1,0,25.0
vs Villarreal,3,38,38,3420,38.0,59,1.55,194,135,71.6,12,7,19,9,23.7,7,4,2,1,33.3
