Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Leverkusen,17,14,3,0,47,11,36,45,2.65,40.1,12.4,27.7,1.63,17,14,3,0,42,13,29,45,2.65,33.5,17.5,16.1,0.94
2,Stuttgart,17,13,3,1,50,15,35,42,2.47,41.1,16.5,24.6,1.45,17,10,1,6,28,24,4,31,1.82,29.7,21.6,8.1,0.48
3,Bayern Munich,17,14,1,2,53,12,41,43,2.53,46.6,11.9,34.7,2.04,17,9,2,6,41,33,8,29,1.71,38.5,20.2,18.3,1.08
4,RB Leipzig,17,11,4,2,40,12,28,37,2.18,37.9,17.6,20.4,1.2,17,8,4,5,37,27,10,28,1.65,27.7,22.6,5.1,0.3
5,Dortmund,17,10,3,4,37,22,15,33,1.94,36.4,22.1,14.3,0.84,17,8,6,3,31,21,10,30,1.76,27.1,29.9,-2.8,-0.16
6,Eint Frankfurt,17,7,8,2,29,21,8,29,1.71,27.0,21.7,5.3,0.31,17,4,6,7,22,29,-7,18,1.06,19.2,30.3,-11.2,-0.66
7,Hoffenheim,17,6,5,6,31,31,0,23,1.35,29.4,25.4,4.0,0.23,17,7,2,8,35,35,0,23,1.35,24.3,35.4,-11.1,-0.66
8,Heidenheim,17,7,5,5,30,26,4,26,1.53,21.5,29.0,-7.5,-0.44,17,3,7,7,20,29,-9,16,0.94,17.9,32.8,-14.9,-0.88
9,Werder Bremen,17,7,4,6,29,26,3,25,1.47,26.0,26.0,0.0,0.0,17,4,5,8,19,28,-9,17,1.0,20.9,30.5,-9.6,-0.56
10,Freiburg,17,5,7,5,28,30,-2,22,1.29,31.0,22.6,8.4,0.49,17,6,2,9,17,28,-11,20,1.18,18.4,27.9,-9.5,-0.56
11,Augsburg,17,6,6,5,26,26,0,24,1.41,22.4,26.0,-3.6,-0.21,17,4,3,10,24,34,-10,15,0.88,23.7,31.4,-7.7,-0.45
12,Wolfsburg,17,6,4,7,25,25,0,22,1.29,23.2,23.1,0.1,0.01,17,4,3,10,16,31,-15,15,0.88,16.0,21.6,-5.7,-0.33
13,Mainz 05,17,6,5,6,23,18,5,23,1.35,26.1,16.3,9.8,0.58,17,1,9,7,16,33,-17,12,0.71,18.6,28.2,-9.6,-0.57
14,Gladbach,17,5,6,6,27,26,1,21,1.24,24.4,21.1,3.3,0.19,17,2,7,8,29,41,-12,13,0.76,22.1,33.1,-11.0,-0.65
15,Union Berlin,17,7,2,8,22,30,-8,23,1.35,22.1,24.7,-2.6,-0.15,17,2,4,11,11,28,-17,10,0.59,18.0,25.8,-7.9,-0.46
16,Bochum,17,5,8,4,26,29,-3,23,1.35,26.9,26.0,1.0,0.06,17,2,4,11,16,45,-29,10,0.59,17.6,37.9,-20.3,-1.2
17,Köln,17,4,4,9,15,28,-13,16,0.94,20.4,29.4,-9.0,-0.53,17,1,8,8,13,32,-19,11,0.65,18.9,35.2,-16.3,-0.96
18,Darmstadt 98,17,1,3,13,15,44,-29,6,0.35,19.5,33.1,-13.6,-0.8,17,2,5,10,15,42,-27,11,0.65,12.8,40.0,-27.2,-1.6
